,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
14976,CITY OF VALENCIA,REGION X (Northern Mindanao),BUKIDNON,20630.0,8288.0,3097.0,5888.0,606.0,1299.0,3295.0,615.0,22.0,190.0,207.0,,,2015
14989,CABANGLASAN,REGION X (Northern Mindanao),BUKIDNON,1820.0,3201.0,56.0,247.0,39.0,91.0,1027.0,440.0,14.0,,12.0,1.0,,2015
15002,CATARMAN,REGION X (Northern Mindanao),CAMIGUIN,3425.0,352.0,7.0,24.0,2.0,,249.0,,1.0,,,,,2015
15015,GUINSILIBAN,REGION X (Northern Mindanao),CAMIGUIN,1056.0,299.0,1.0,96.0,,,5.0,2.0,,,,,,2015
15028,MAHINOG,REGION X (Northern Mindanao),CAMIGUIN,2314.0,771.0,,23.0,,2.0,8.0,17.0,,,,,,2015
15041,MAMBAJAO (Capital),REGION X (Northern Mindanao),CAMIGUIN,7574.0,669.0,5.0,81.0,3.0,,199.0,16.0,,,,,,2015
15054,SAGAY,REGION X (Northern Mindanao),CAMIGUIN,2167.0,664.0,1.0,10.0,2.0,1.0,8.0,21.0,4.0,1.0,,,,2015
15067,BACOLOD,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),2836.0,1161.0,15.0,244.0,13.0,211.0,293.0,6.0,364.0,9.0,47.0,,,2015
15080,BALOI,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),794.0,2783.0,688.0,2064.0,88.0,2536.0,434.0,4.0,503.0,155.0,34.0,1.0,,2015
15093,BAROY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1219.0,560.0,529.0,2170.0,16.0,110.0,728.0,154.0,7.0,70.0,38.0,,,2015
15106,KAPATAGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),4259.0,6021.0,471.0,2749.0,225.0,197.0,559.0,168.0,14.0,292.0,43.0,,,2015
15119,SULTAN NAGA DIMAPORO (KAROMATAN),REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1714.0,4383.0,649.0,2872.0,138.0,894.0,820.0,48.0,52.0,,46.0,,,2015
15132,KAUSWAGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1811.0,2525.0,39.0,394.0,18.0,160.0,352.0,364.0,159.0,89.0,5.0,,,2015
15145,KOLAMBUGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1813.0,1112.0,112.0,1677.0,46.0,218.0,1299.0,158.0,,1.0,10.0,,,2015
15158,LALA,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1769.0,504.0,3034.0,9150.0,112.0,36.0,269.0,167.0,,278.0,124.0,,,2015
15171,LINAMON,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),2104.0,751.0,43.0,522.0,95.0,7.0,739.0,185.0,2.0,1.0,24.0,,,2015
15184,MAGSAYSAY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),680.0,1076.0,52.0,302.0,211.0,905.0,284.0,44.0,273.0,1.0,11.0,,,2015
15197,MAIGO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),2236.0,1139.0,53.0,577.0,7.0,174.0,319.0,367.0,113.0,,23.0,,,2015
15210,MATUNGAO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),234.0,462.0,38.0,643.0,105.0,9.0,686.0,,9.0,1.0,19.0,,,2015
15223,MUNAI,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),718.0,2467.0,36.0,173.0,136.0,213.0,283.0,1498.0,496.0,,,,,2015
15236,NUNUNGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),17.0,328.0,1.0,355.0,2.0,83.0,331.0,272.0,2119.0,,,,,2015
15249,PANTAO RAGAT,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),456.0,1681.0,27.0,43.0,31.0,49.0,1544.0,2.0,178.0,18.0,114.0,,,2015
15262,POONA PIAGAPO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),244.0,1761.0,6.0,50.0,3.0,7.0,388.0,1621.0,330.0,,4.0,,,2015
15275,SALVADOR,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),202.0,546.0,616.0,3679.0,204.0,548.0,18.0,876.0,336.0,,3.0,,,2015
15288,SAPAD,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),197.0,1297.0,443.0,1637.0,324.0,258.0,235.0,216.0,88.0,11.0,10.0,,,2015
15301,TAGOLOAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),37.0,607.0,393.0,147.0,391.0,243.0,523.0,13.0,310.0,101.0,3.0,,,2015
15314,TANGCAL,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),57.0,1520.0,10.0,128.0,35.0,53.0,545.0,54.0,3.0,,,,,2015
15327,TUBOD (Capital),REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),4484.0,2477.0,238.0,1240.0,281.0,1054.0,641.0,581.0,13.0,4.0,79.0,,,2015
15340,PANTAR,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),182.0,1992.0,46.0,217.0,2.0,3.0,433.0,9.0,541.0,,2.0,,,2015
15353,ILIGAN CITY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),33491.0,18819.0,3359.0,6686.0,613.0,1384.0,8280.0,1046.0,416.0,554.0,1894.0,51.0,,2015
15366,ALORAN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2936.0,1199.0,156.0,579.0,186.0,73.0,1142.0,93.0,2.0,,17.0,,,2015
15379,BALIANGAO,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,169.0,124.0,152.0,1907.0,5.0,1136.0,116.0,3.0,1.0,262.0,2.0,,,2015
15392,BONIFACIO,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,1952.0,1751.0,68.0,235.0,40.0,452.0,2551.0,104.0,7.0,127.0,21.0,,,2015
15405,CALAMBA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2516.0,988.0,51.0,120.0,9.0,281.0,528.0,477.0,9.0,66.0,7.0,,,2015
15418,CLARIN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2248.0,1786.0,525.0,2951.0,213.0,78.0,237.0,77.0,152.0,34.0,73.0,,,2015
15431,CONCEPCION,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,16.0,567.0,,13.0,,69.0,433.0,1328.0,3.0,,31.0,,,2015
15444,JIMENEZ,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,3793.0,731.0,131.0,448.0,482.0,15.0,588.0,145.0,7.0,1.0,21.0,,,2015
15457,LOPEZ JAENA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2724.0,1913.0,51.0,288.0,9.0,136.0,624.0,3.0,2.0,16.0,64.0,,,2015
15470,OROQUIETA CITY (Capital),REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,9914.0,4014.0,213.0,1284.0,59.0,57.0,434.0,422.0,15.0,23.0,63.0,,,2015
15483,OZAMIS CITY,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,13614.0,5472.0,1239.0,5844.0,325.0,768.0,1873.0,259.0,443.0,221.0,246.0,,,2015
15496,PANAON,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,1547.0,588.0,10.0,22.0,2.0,43.0,70.0,132.0,5.0,,1.0,,,2015
15509,PLARIDEL,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,5263.0,2800.0,66.0,422.0,28.0,398.0,42.0,14.0,4.0,11.0,147.0,,,2015
15522,SAPANG DALAGA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,669.0,1379.0,148.0,272.0,75.0,332.0,973.0,580.0,78.0,36.0,15.0,,,2015
15535,SINACABAN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2526.0,588.0,64.0,263.0,29.0,67.0,145.0,419.0,28.0,1.0,16.0,,,2015
15548,TANGUB CITY,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,4632.0,2825.0,197.0,2194.0,759.0,334.0,1795.0,40.0,25.0,75.0,164.0,,,2015
15561,TUDELA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,3669.0,1740.0,56.0,459.0,26.0,93.0,275.0,106.0,67.0,52.0,30.0,,,2015
15574,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,310.0,1544.0,14.0,169.0,1.0,27.0,198.0,169.0,57.0,,2.0,,,2015
15587,ALUBIJID,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),4340.0,1844.0,70.0,757.0,62.0,141.0,486.0,15.0,7.0,5.0,13.0,3.0,,2015
15600,BALINGASAG,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),4049.0,4354.0,398.0,3553.0,504.0,156.0,949.0,657.0,50.0,17.0,103.0,,,2015
15613,BALINGOAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),980.0,1049.0,7.0,20.0,2.0,172.0,47.0,,18.0,,25.0,,,2015
15626,BINUANGAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),888.0,537.0,2.0,12.0,11.0,,98.0,5.0,,3.0,,,,2015
15639,CLAVERIA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3847.0,4066.0,79.0,343.0,31.0,174.0,1617.0,856.0,49.0,10.0,12.0,1.0,,2015
15652,CITY OF EL SALVADOR,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),8639.0,2521.0,72.0,425.0,39.0,50.0,18.0,15.0,74.0,13.0,74.0,,,2015
15665,GINGOOG CITY,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),8166.0,7364.0,388.0,5637.0,174.0,167.0,3847.0,591.0,69.0,78.0,51.0,2.0,,2015
15678,GITAGUM,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3014.0,712.0,20.0,64.0,1.0,9.0,52.0,1.0,14.0,,8.0,,,2015
15691,INITAO,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2460.0,2510.0,249.0,1054.0,116.0,677.0,108.0,24.0,16.0,86.0,255.0,,,2015
15704,JASAAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),5868.0,4480.0,348.0,144.0,27.0,538.0,280.0,42.0,177.0,72.0,208.0,,,2015
15717,KINOGUITAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1323.0,1291.0,56.0,224.0,6.0,130.0,6.0,,1.0,1.0,8.0,,,2015
15730,LAGONGLONG,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1901.0,886.0,148.0,1319.0,19.0,100.0,144.0,48.0,15.0,,4.0,,,2015
15743,LAGUINDINGAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3175.0,1797.0,6.0,360.0,21.0,1.0,48.0,7.0,14.0,11.0,174.0,,,2015
15756,LIBERTAD,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1673.0,750.0,20.0,205.0,,19.0,29.0,1.0,15.0,5.0,1.0,,,2015
15769,LUGAIT,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1478.0,1487.0,181.0,1119.0,4.0,26.0,139.0,100.0,8.0,16.0,92.0,,,2015
15782,MAGSAYSAY (LINUGOS),REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),443.0,2888.0,317.0,1583.0,135.0,1060.0,435.0,25.0,6.0,36.0,57.0,,,2015
15795,MANTICAO,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1499.0,796.0,620.0,2063.0,142.0,455.0,538.0,246.0,27.0,16.0,58.0,,,2015
15808,MEDINA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3506.0,1764.0,161.0,654.0,5.0,271.0,537.0,230.0,1.0,8.0,8.0,,,2015
15821,NAAWAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2416.0,855.0,128.0,865.0,9.0,84.0,146.0,158.0,8.0,51.0,6.0,,,2015
15834,OPOL,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),6664.0,3609.0,280.0,1293.0,17.0,144.0,577.0,895.0,39.0,437.0,142.0,,,2015
15847,SALAY,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3585.0,2201.0,20.0,302.0,7.0,3.0,163.0,49.0,6.0,3.0,11.0,,,2015
15860,SUGBONGCOGON,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),555.0,1351.0,4.0,1.0,,,,,,,3.0,,,2015
15873,TAGOLOAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3874.0,5589.0,791.0,3066.0,118.0,883.0,133.0,104.0,43.0,1501.0,897.0,,,2015
15886,TALISAYAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),730.0,2598.0,188.0,1579.0,11.0,10.0,262.0,2.0,1.0,1.0,9.0,,,2015
15899,VILLANUEVA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),4398.0,3040.0,83.0,467.0,51.0,198.0,162.0,90.0,4.0,66.0,180.0,,,2015
15912,CAGAYAN DE ORO CITY (Capital),REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),110567.0,35064.0,706.0,3734.0,183.0,841.0,2766.0,1289.0,394.0,3922.0,3355.0,353.0,,2015
15925,ASUNCION (SAUG),REGION XI (Davao Region),DAVAO DEL NORTE,2486.0,2270.0,952.0,4905.0,178.0,982.0,809.0,158.0,211.0,732.0,118.0,,,2015
15938,CARMEN,REGION XI (Davao Region),DAVAO DEL NORTE,326.0,477.0,1188.0,1088.0,592.0,1425.0,9.0,8.0,3295.0,7805.0,528.0,2.0,,2015
15951,KAPALONG,REGION XI (Davao Region),DAVAO DEL NORTE,3678.0,1700.0,1417.0,5886.0,1713.0,318.0,1370.0,9.0,412.0,605.0,156.0,1.0,,2015
15964,NEW CORELLA,REGION XI (Davao Region),DAVAO DEL NORTE,3768.0,3306.0,205.0,2445.0,535.0,398.0,976.0,39.0,243.0,423.0,61.0,4.0,,2015
15977,CITY OF PANABO,REGION XI (Davao Region),DAVAO DEL NORTE,6296.0,1790.0,7008.0,5536.0,937.0,1523.0,703.0,23.0,807.0,14264.0,3602.0,,,2015
15990,ISLAND GARDEN CITY OF SAMAL,REGION XI (Davao Region),DAVAO DEL NORTE,12671.0,7647.0,368.0,1222.0,64.0,135.0,2170.0,12.0,998.0,774.0,184.0,,,2015
16003,SANTO TOMAS,REGION XI (Davao Region),DAVAO DEL NORTE,10616.0,2050.0,4161.0,4983.0,522.0,2047.0,164.0,172.0,280.0,1056.0,240.0,,,2015
16016,CITY OF TAGUM (Capital),REGION XI (Davao Region),DAVAO DEL NORTE,36877.0,6622.0,1283.0,2788.0,87.0,1820.0,1582.0,90.0,1966.0,1600.0,5274.0,,,2015
16029,TALAINGOD,REGION XI (Davao Region),DAVAO DEL NORTE,563.0,227.0,29.0,644.0,16.0,20.0,1009.0,3440.0,187.0,1.0,6.0,,,2015
16042,BRAULIO E. DUJALI,REGION XI (Davao Region),DAVAO DEL NORTE,325.0,88.0,586.0,463.0,163.0,780.0,23.0,4.0,975.0,1817.0,180.0,,,2015
16055,SAN ISIDRO,REGION XI (Davao Region),DAVAO DEL NORTE,1272.0,1795.0,37.0,331.0,49.0,1020.0,1509.0,389.0,44.0,11.0,3.0,,,2015
16068,BANSALAN,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),6625.0,3546.0,1323.0,725.0,41.0,99.0,1754.0,10.0,496.0,27.0,267.0,,,2015
16081,CITY OF DIGOS (Capital),REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),20099.0,7637.0,3103.0,7194.0,481.0,285.0,2132.0,59.0,25.0,353.0,182.0,,,2015
16094,HAGONOY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),3010.0,1302.0,1761.0,6199.0,759.0,15.0,55.0,5.0,1.0,15.0,76.0,,,2015
16107,KIBLAWAN,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),4912.0,4180.0,169.0,1199.0,375.0,1643.0,467.0,365.0,142.0,4.0,18.0,,,2015
16120,MAGSAYSAY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),1910.0,3577.0,2258.0,3643.0,104.0,467.0,1510.0,68.0,28.0,,6.0,,,2015
16133,MALALAG,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),2344.0,2921.0,636.0,2180.0,528.0,462.0,857.0,370.0,32.0,4.0,33.0,,,2015
16146,MATANAO,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),4691.0,3120.0,1596.0,3166.0,394.0,395.0,189.0,170.0,3.0,115.0,22.0,,,2015
16159,PADADA,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),4092.0,1188.0,700.0,734.0,42.0,4.0,,,15.0,2.0,138.0,,,2015
16172,SANTA CRUZ,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),7936.0,5234.0,644.0,3717.0,912.0,997.0,1921.0,126.0,511.0,80.0,263.0,,,2015
16185,SULOP,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),2157.0,1471.0,678.0,2842.0,63.0,1126.0,203.0,7.0,9.0,28.0,22.0,,,2015
16198,DAVAO CITY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),243627.0,82477.0,6916.0,22739.0,2054.0,6457.0,12624.0,2375.0,1955.0,19492.0,7919.0,1316.0,,2015
16211,BAGANGA,REGION XI (Davao Region),DAVAO ORIENTAL,1880.0,2255.0,1294.0,3618.0,1006.0,830.0,1840.0,333.0,170.0,17.0,76.0,20.0,,2015
16224,BANAYBANAY,REGION XI (Davao Region),DAVAO ORIENTAL,1765.0,2097.0,738.0,3951.0,529.0,34.0,147.0,41.0,13.0,1.0,4.0,1.0,,2015
16237,BOSTON,REGION XI (Davao Region),DAVAO ORIENTAL,240.0,1956.0,55.0,408.0,18.0,11.0,249.0,261.0,5.0,,12.0,1.0,,2015
16250,CARAGA,REGION XI (Davao Region),DAVAO ORIENTAL,2721.0,3519.0,258.0,820.0,38.0,270.0,691.0,843.0,28.0,36.0,13.0,2.0,,2015
16263,CATEEL,REGION XI (Davao Region),DAVAO ORIENTAL,219.0,1023.0,1091.0,2915.0,1719.0,249.0,1687.0,686.0,61.0,16.0,23.0,22.0,,2015
16276,GOVERNOR GENEROSO,REGION XI (Davao Region),DAVAO ORIENTAL,3783.0,2508.0,862.0,4146.0,100.0,264.0,721.0,315.0,6.0,2.0,22.0,9.0,,2015
16289,LUPON,REGION XI (Davao Region),DAVAO ORIENTAL,2780.0,2934.0,1503.0,5703.0,367.0,391.0,1174.0,175.0,56.0,,165.0,2.0,,2015
16302,MANAY,REGION XI (Davao Region),DAVAO ORIENTAL,2223.0,1586.0,284.0,721.0,124.0,971.0,2622.0,241.0,773.0,9.0,112.0,,,2015
16315,CITY OF MATI (Capital),REGION XI (Davao Region),DAVAO ORIENTAL,12616.0,7831.0,959.0,5039.0,944.0,1064.0,3234.0,252.0,203.0,76.0,267.0,7.0,,2015
16328,SAN ISIDRO,REGION XI (Davao Region),DAVAO ORIENTAL,1626.0,1188.0,639.0,2607.0,155.0,273.0,886.0,403.0,3.0,2.0,22.0,17.0,,2015
16341,TARRAGONA,REGION XI (Davao Region),DAVAO ORIENTAL,640.0,1944.0,90.0,757.0,73.0,63.0,1489.0,546.0,138.0,,23.0,2.0,,2015
16354,COMPOSTELA,REGION XI (Davao Region),COMPOSTELA VALLEY,3135.0,3476.0,1838.0,7372.0,1259.0,193.0,1433.0,107.0,51.0,190.0,39.0,,,2015
16367,LAAK (SAN VICENTE),REGION XI (Davao Region),COMPOSTELA VALLEY,2038.0,5139.0,226.0,2409.0,238.0,4033.0,1959.0,964.0,375.0,101.0,55.0,,,2015
16380,MABINI (DOÑA ALICIA),REGION XI (Davao Region),COMPOSTELA VALLEY,1211.0,1463.0,436.0,3823.0,295.0,127.0,2203.0,9.0,30.0,13.0,41.0,3.0,,2015
16393,MACO,REGION XI (Davao Region),COMPOSTELA VALLEY,7185.0,4122.0,655.0,2730.0,633.0,647.0,2266.0,475.0,97.0,59.0,250.0,31.0,,2015
16406,MARAGUSAN (SAN MARIANO),REGION XI (Davao Region),COMPOSTELA VALLEY,8402.0,4567.0,185.0,825.0,41.0,112.0,92.0,5.0,58.0,2.0,60.0,,,2015
16419,MAWAB,REGION XI (Davao Region),COMPOSTELA VALLEY,1325.0,1898.0,697.0,2237.0,653.0,407.0,923.0,13.0,66.0,81.0,34.0,,,2015
16432,MONKAYO,REGION XI (Davao Region),COMPOSTELA VALLEY,5260.0,4823.0,473.0,2840.0,1291.0,1634.0,3132.0,1333.0,499.0,116.0,50.0,,,2015
16445,MONTEVISTA,REGION XI (Davao Region),COMPOSTELA VALLEY,1725.0,2877.0,354.0,1406.0,62.0,1878.0,851.0,417.0,115.0,12.0,370.0,,,2015
16458,NABUNTURAN (Capital),REGION XI (Davao Region),COMPOSTELA VALLEY,5838.0,2069.0,742.0,4312.0,181.0,1337.0,1867.0,704.0,441.0,890.0,513.0,,,2015
16471,NEW BATAAN,REGION XI (Davao Region),COMPOSTELA VALLEY,5422.0,2763.0,395.0,651.0,554.0,33.0,1706.0,52.0,15.0,12.0,34.0,,,2015
16484,PANTUKAN,REGION XI (Davao Region),COMPOSTELA VALLEY,2039.0,3805.0,862.0,7036.0,1515.0,490.0,2951.0,117.0,32.0,72.0,346.0,10.0,,2015
16497,DON MARCELINO,REGION XI (Davao Region),DAVAO OCCIDENTAL,1494.0,2294.0,61.0,1279.0,1332.0,1014.0,1766.0,1548.0,218.0,181.0,14.0,6.0,,2015
16510,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region),DAVAO OCCIDENTAL,397.0,3101.0,521.0,3537.0,857.0,1477.0,4843.0,3059.0,322.0,1.0,,2.0,,2015
16523,MALITA,REGION XI (Davao Region),DAVAO OCCIDENTAL,5275.0,4693.0,671.0,4978.0,700.0,2498.0,7264.0,2267.0,62.0,151.0,59.0,9.0,,2015
16536,SANTA MARIA,REGION XI (Davao Region),DAVAO OCCIDENTAL,821.0,882.0,1030.0,7224.0,487.0,607.0,1583.0,822.0,166.0,,6.0,10.0,,2015
16549,SARANGANI,REGION XI (Davao Region),DAVAO OCCIDENTAL,293.0,2354.0,66.0,1228.0,160.0,551.0,777.0,135.0,98.0,172.0,3.0,5.0,,2015
16562,ALAMADA,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3542.0,2929.0,410.0,984.0,287.0,1684.0,3674.0,1286.0,181.0,12.0,2.0,2.0,,2015
16575,CARMEN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),4671.0,3319.0,1339.0,4977.0,1306.0,2454.0,3244.0,399.0,166.0,18.0,9.0,3.0,,2015
16588,KABACAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),5812.0,1179.0,3219.0,6906.0,1123.0,500.0,1094.0,222.0,4.0,1.0,24.0,10.0,,2015
16601,CITY OF KIDAPAWAN (Capital),REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),23022.0,5861.0,1032.0,868.0,44.0,684.0,1009.0,206.0,31.0,384.0,89.0,20.0,,2015
16614,LIBUNGAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1329.0,1155.0,1565.0,3675.0,1069.0,1033.0,1023.0,136.0,26.0,208.0,253.0,4.0,,2015
16627,MAGPET,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),4814.0,4180.0,182.0,627.0,61.0,390.0,651.0,230.0,16.0,18.0,10.0,2.0,,2015
16640,MAKILALA,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),8294.0,4936.0,672.0,1835.0,84.0,869.0,2313.0,157.0,22.0,153.0,21.0,,,2015
16653,MATALAM,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3937.0,2560.0,2427.0,5982.0,250.0,1226.0,1641.0,706.0,72.0,2.0,8.0,5.0,,2015
16666,MIDSAYAP,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),2900.0,1930.0,3812.0,8230.0,2085.0,8699.0,303.0,82.0,26.0,4941.0,1186.0,4.0,,2015
16679,M'LANG,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),8176.0,2007.0,4599.0,6199.0,1462.0,239.0,453.0,24.0,41.0,16.0,147.0,282.0,,2015
16692,PIGKAWAYAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1512.0,1304.0,3589.0,6534.0,298.0,1551.0,662.0,181.0,61.0,2.0,126.0,6.0,,2015
16705,PIKIT,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1800.0,1019.0,4085.0,11321.0,2411.0,14349.0,291.0,142.0,9.0,637.0,31.0,4.0,,2015
16718,PRESIDENT ROXAS,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),2552.0,1537.0,807.0,1419.0,203.0,2094.0,2047.0,180.0,4.0,54.0,21.0,9.0,,2015
16731,TULUNAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1373.0,1917.0,4182.0,5215.0,222.0,308.0,170.0,7.0,43.0,,74.0,2.0,,2015
16744,ANTIPAS,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),2692.0,1017.0,147.0,450.0,111.0,192.0,1423.0,29.0,3.0,,4.0,3.0,,2015
16757,BANISILAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1149.0,1136.0,894.0,2127.0,56.0,1996.0,1449.0,646.0,24.0,140.0,25.0,7.0,,2015
16770,ALEOSAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),853.0,1388.0,536.0,3309.0,174.0,2117.0,318.0,23.0,17.0,47.0,63.0,,,2015
16783,ARAKAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3525.0,3447.0,371.0,1281.0,220.0,834.0,799.0,154.0,80.0,3.0,8.0,1.0,,2015
16796,BANGA,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3993.0,1796.0,3643.0,6490.0,2379.0,686.0,1674.0,267.0,4.0,8.0,141.0,19.0,,2015
16809,CITY OF KORONADAL (Capital),REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),13915.0,3925.0,10344.0,10552.0,917.0,421.0,1517.0,160.0,15.0,56.0,956.0,124.0,,2015
16822,NORALA,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1759.0,305.0,3763.0,3686.0,377.0,160.0,427.0,38.0,,11.0,74.0,1.0,,2015
16835,POLOMOLOK,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),20606.0,7192.0,2018.0,3405.0,88.0,444.0,1701.0,320.0,183.0,540.0,217.0,6.0,,2015
