,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
2210,TUBAO,REGION I (Ilocos Region),LA UNION,205.0,105.0,1575.0,2131.0,3.0,33.0,1165.0,21.0,2.0,59.0,1115.0,27.0,,2015
2223,AGNO,REGION I (Ilocos Region),PANGASINAN,160.0,102.0,1246.0,1171.0,56.0,2701.0,263.0,52.0,13.0,2.0,856.0,2.0,,2015
2236,AGUILAR,REGION I (Ilocos Region),PANGASINAN,301.0,346.0,1646.0,2682.0,683.0,10.0,114.0,1.0,5.0,2.0,2984.0,3.0,,2015
2249,CITY OF ALAMINOS,REGION I (Ilocos Region),PANGASINAN,6325.0,2314.0,1534.0,2518.0,376.0,209.0,272.0,6.0,,13.0,7949.0,60.0,,2015
2262,ALCALA,REGION I (Ilocos Region),PANGASINAN,2273.0,356.0,2536.0,3866.0,69.0,,35.0,,,5.0,1031.0,3.0,,2015
2275,ANDA,REGION I (Ilocos Region),PANGASINAN,1064.0,311.0,403.0,1748.0,698.0,1494.0,6.0,2.0,3.0,119.0,3527.0,1.0,,2015
2288,ASINGAN,REGION I (Ilocos Region),PANGASINAN,4174.0,1189.0,2964.0,2316.0,4.0,6.0,13.0,,,169.0,2662.0,126.0,,2015
2301,BALUNGAO,REGION I (Ilocos Region),PANGASINAN,1085.0,305.0,2257.0,2450.0,2.0,15.0,2.0,,,,1489.0,1.0,,2015
2314,BANI,REGION I (Ilocos Region),PANGASINAN,2500.0,1395.0,678.0,1460.0,389.0,2676.0,253.0,1.0,18.0,78.0,2889.0,,,2015
2327,BASISTA,REGION I (Ilocos Region),PANGASINAN,1079.0,833.0,866.0,905.0,26.0,3.0,5.0,1.0,,2.0,3184.0,,,2015
2340,BAUTISTA,REGION I (Ilocos Region),PANGASINAN,329.0,72.0,2212.0,3383.0,1.0,,8.0,,,186.0,698.0,3.0,,2015
2353,BAYAMBANG,REGION I (Ilocos Region),PANGASINAN,2633.0,1583.0,3880.0,6861.0,757.0,4.0,98.0,,1.0,393.0,9383.0,3.0,,2015
2366,BINALONAN,REGION I (Ilocos Region),PANGASINAN,1896.0,338.0,3817.0,3670.0,62.0,2.0,171.0,1.0,1.0,43.0,2834.0,14.0,,2015
2379,BINMALEY,REGION I (Ilocos Region),PANGASINAN,5410.0,2386.0,947.0,1817.0,8.0,13.0,17.0,,,15.0,9545.0,2.0,,2015
2392,BOLINAO,REGION I (Ilocos Region),PANGASINAN,1326.0,1222.0,1302.0,5036.0,669.0,2447.0,239.0,11.0,27.0,174.0,5081.0,147.0,,2015
2405,BUGALLON,REGION I (Ilocos Region),PANGASINAN,1928.0,733.0,3299.0,4037.0,70.0,14.0,123.0,3.0,1.0,125.0,4246.0,8.0,,2015
2418,BURGOS,REGION I (Ilocos Region),PANGASINAN,153.0,112.0,1239.0,1457.0,7.0,743.0,4.0,11.0,,1.0,1072.0,1.0,,2015
2431,CALASIAO,REGION I (Ilocos Region),PANGASINAN,1660.0,625.0,2508.0,8452.0,35.0,133.0,29.0,1.0,,15.0,8850.0,234.0,,2015
2444,DAGUPAN CITY,REGION I (Ilocos Region),PANGASINAN,10137.0,4338.0,1572.0,3377.0,207.0,46.0,31.0,2.0,1.0,1268.0,17148.0,41.0,,2015
2457,DASOL,REGION I (Ilocos Region),PANGASINAN,624.0,140.0,918.0,2359.0,20.0,528.0,20.0,1.0,19.0,6.0,2146.0,4.0,,2015
2470,INFANTA,REGION I (Ilocos Region),PANGASINAN,655.0,1139.0,683.0,1084.0,88.0,100.0,157.0,223.0,8.0,1.0,1483.0,,,2015
2483,LABRADOR,REGION I (Ilocos Region),PANGASINAN,69.0,35.0,833.0,1205.0,,2.0,83.0,10.0,,1.0,3241.0,1.0,,2015
2496,LINGAYEN (Capital),REGION I (Ilocos Region),PANGASINAN,952.0,531.0,1912.0,3772.0,192.0,71.0,48.0,,,63.0,14238.0,1.0,,2015
2509,MABINI,REGION I (Ilocos Region),PANGASINAN,1160.0,623.0,466.0,1467.0,273.0,442.0,244.0,87.0,38.0,40.0,1077.0,,,2015
2522,MALASIQUI,REGION I (Ilocos Region),PANGASINAN,932.0,214.0,5184.0,9651.0,1000.0,8.0,213.0,,,2.0,11755.0,88.0,,2015
2535,MANAOAG,REGION I (Ilocos Region),PANGASINAN,2958.0,729.0,2710.0,3575.0,403.0,1.0,26.0,3.0,,8.0,4489.0,37.0,,2015
2548,MANGALDAN,REGION I (Ilocos Region),PANGASINAN,5726.0,848.0,2105.0,7494.0,84.0,165.0,61.0,,2.0,1.0,6924.0,27.0,,2015
2561,MANGATAREM,REGION I (Ilocos Region),PANGASINAN,975.0,615.0,5469.0,5912.0,32.0,12.0,27.0,24.0,4.0,,3475.0,9.0,,2015
2574,MAPANDAN,REGION I (Ilocos Region),PANGASINAN,2315.0,241.0,934.0,1197.0,112.0,132.0,6.0,,,1.0,3727.0,2.0,,2015
2587,NATIVIDAD,REGION I (Ilocos Region),PANGASINAN,665.0,302.0,1884.0,1483.0,223.0,1.0,501.0,5.0,,77.0,625.0,28.0,,2015
2600,POZORRUBIO,REGION I (Ilocos Region),PANGASINAN,3063.0,922.0,4041.0,3481.0,166.0,345.0,103.0,3.0,2.0,31.0,4667.0,32.0,,2015
2613,ROSALES,REGION I (Ilocos Region),PANGASINAN,4776.0,1610.0,1518.0,2352.0,378.0,9.0,77.0,,,2.0,3845.0,9.0,,2015
2626,SAN CARLOS CITY,REGION I (Ilocos Region),PANGASINAN,2178.0,642.0,6586.0,6360.0,1253.0,21.0,47.0,4.0,2.0,12.0,24811.0,133.0,,2015
2639,SAN FABIAN,REGION I (Ilocos Region),PANGASINAN,678.0,390.0,4668.0,9869.0,1077.0,676.0,319.0,33.0,,19.0,2149.0,8.0,,2015
2652,SAN JACINTO,REGION I (Ilocos Region),PANGASINAN,1211.0,194.0,1444.0,3854.0,14.0,6.0,4.0,1.0,,4.0,2477.0,2.0,,2015
2665,SAN MANUEL,REGION I (Ilocos Region),PANGASINAN,2590.0,723.0,3240.0,3811.0,123.0,9.0,977.0,33.0,2.0,2.0,1040.0,2.0,,2015
2678,SAN NICOLAS,REGION I (Ilocos Region),PANGASINAN,2235.0,231.0,1854.0,2708.0,12.0,39.0,839.0,96.0,3.0,48.0,209.0,3.0,,2015
2691,SAN QUINTIN,REGION I (Ilocos Region),PANGASINAN,992.0,92.0,3519.0,2682.0,8.0,7.0,377.0,30.0,1.0,41.0,831.0,4.0,,2015
2704,SANTA BARBARA,REGION I (Ilocos Region),PANGASINAN,691.0,142.0,2139.0,6638.0,515.0,1.0,133.0,194.0,3.0,,8165.0,15.0,,2015
2717,SANTA MARIA,REGION I (Ilocos Region),PANGASINAN,2270.0,493.0,2109.0,1224.0,4.0,4.0,2.0,,,1.0,1383.0,1.0,,2015
2730,SANTO TOMAS,REGION I (Ilocos Region),PANGASINAN,366.0,194.0,791.0,1281.0,3.0,,3.0,,,43.0,673.0,20.0,,2015
2743,SISON,REGION I (Ilocos Region),PANGASINAN,493.0,1328.0,1542.0,2383.0,9.0,711.0,1034.0,213.0,4.0,17.0,2923.0,2.0,,2015
2756,SUAL,REGION I (Ilocos Region),PANGASINAN,284.0,51.0,1638.0,3403.0,154.0,27.0,183.0,11.0,13.0,,2092.0,3.0,,2015
2769,TAYUG,REGION I (Ilocos Region),PANGASINAN,1528.0,514.0,1730.0,1147.0,2366.0,13.0,57.0,1.0,1.0,4.0,2674.0,4.0,,2015
2782,UMINGAN,REGION I (Ilocos Region),PANGASINAN,1738.0,347.0,7035.0,6652.0,4.0,10.0,110.0,3.0,3.0,66.0,1283.0,10.0,,2015
2795,URBIZTONDO,REGION I (Ilocos Region),PANGASINAN,264.0,146.0,1676.0,3926.0,5.0,,3.0,,,207.0,4391.0,,,2015
2808,CITY OF URDANETA,REGION I (Ilocos Region),PANGASINAN,5584.0,387.0,7319.0,9661.0,32.0,125.0,46.0,5.0,2.0,34.0,7079.0,20.0,,2015
2821,VILLASIS,REGION I (Ilocos Region),PANGASINAN,3758.0,443.0,2685.0,5655.0,84.0,,11.0,3.0,,87.0,1882.0,23.0,,2015
2834,LAOAC,REGION I (Ilocos Region),PANGASINAN,374.0,29.0,3005.0,2739.0,16.0,3.0,2.0,,,1.0,1259.0,1.0,,2015
2847,BASCO (Capital),REGION II (Cagayan Valley),BATANES,789.0,1358.0,1.0,13.0,,,1.0,,12.0,40.0,113.0,,,2015
2860,ITBAYAT,REGION II (Cagayan Valley),BATANES,644.0,21.0,,,,4.0,8.0,,109.0,,45.0,,,2015
2873,IVANA,REGION II (Cagayan Valley),BATANES,189.0,158.0,1.0,1.0,,,,,,,22.0,,,2015
2886,MAHATAO,REGION II (Cagayan Valley),BATANES,433.0,10.0,,,,,,,,,,,,2015
2899,SABTANG,REGION II (Cagayan Valley),BATANES,325.0,24.0,1.0,2.0,1.0,,58.0,,12.0,,3.0,5.0,,2015
2912,UYUGAN,REGION II (Cagayan Valley),BATANES,355.0,3.0,,,,,,,,,,,,2015
2925,ABULUG,REGION II (Cagayan Valley),CAGAYAN,345.0,130.0,1609.0,1608.0,156.0,1325.0,13.0,2.0,,,2217.0,,,2015
2938,ALCALA,REGION II (Cagayan Valley),CAGAYAN,551.0,214.0,1884.0,4664.0,33.0,1008.0,11.0,1.0,5.0,,877.0,,,2015
2951,ALLACAPAN,REGION II (Cagayan Valley),CAGAYAN,54.0,35.0,1919.0,2359.0,26.0,1566.0,12.0,2.0,30.0,,1764.0,,,2015
2964,AMULUNG,REGION II (Cagayan Valley),CAGAYAN,678.0,136.0,2554.0,6782.0,7.0,138.0,5.0,4.0,,,393.0,,,2015
2977,APARRI,REGION II (Cagayan Valley),CAGAYAN,646.0,510.0,1304.0,2613.0,311.0,1533.0,259.0,2.0,233.0,,6567.0,,,2015
2990,BAGGAO,REGION II (Cagayan Valley),CAGAYAN,291.0,119.0,8259.0,8577.0,584.0,100.0,273.0,338.0,102.0,,987.0,,,2015
3003,BALLESTEROS,REGION II (Cagayan Valley),CAGAYAN,188.0,47.0,2673.0,2447.0,135.0,1138.0,34.0,1.0,,,1687.0,,,2015
3016,BUGUEY,REGION II (Cagayan Valley),CAGAYAN,36.0,9.0,254.0,503.0,2970.0,554.0,37.0,2.0,274.0,94.0,2021.0,,,2015
3029,CALAYAN,REGION II (Cagayan Valley),CAGAYAN,1505.0,445.0,571.0,534.0,18.0,212.0,382.0,153.0,41.0,,43.0,,,2015
3042,CAMALANIUGAN,REGION II (Cagayan Valley),CAGAYAN,29.0,45.0,515.0,1564.0,124.0,356.0,8.0,,41.0,,2800.0,,,2015
3055,CLAVERIA,REGION II (Cagayan Valley),CAGAYAN,444.0,188.0,1768.0,1289.0,310.0,1235.0,307.0,11.0,1.0,17.0,1688.0,,,2015
3068,ENRILE,REGION II (Cagayan Valley),CAGAYAN,3538.0,341.0,1083.0,1280.0,25.0,567.0,339.0,,,,370.0,,,2015
3081,GATTARAN,REGION II (Cagayan Valley),CAGAYAN,365.0,205.0,4551.0,5000.0,85.0,512.0,338.0,6.0,126.0,,1686.0,,,2015
3094,GONZAGA,REGION II (Cagayan Valley),CAGAYAN,1414.0,564.0,1461.0,743.0,178.0,2470.0,220.0,35.0,3.0,,1515.0,,,2015
3107,IGUIG,REGION II (Cagayan Valley),CAGAYAN,632.0,98.0,773.0,859.0,1393.0,350.0,2.0,2.0,1.0,30.0,2039.0,,,2015
3120,LAL-LO,REGION II (Cagayan Valley),CAGAYAN,308.0,117.0,1340.0,2849.0,1206.0,891.0,166.0,23.0,6.0,,3365.0,,,2015
3133,LASAM,REGION II (Cagayan Valley),CAGAYAN,319.0,528.0,2591.0,2274.0,56.0,286.0,64.0,,54.0,5.0,2849.0,,,2015
3146,PAMPLONA,REGION II (Cagayan Valley),CAGAYAN,36.0,11.0,879.0,945.0,214.0,1159.0,32.0,4.0,6.0,,1962.0,,,2015
3159,PEÑABLANCA,REGION II (Cagayan Valley),CAGAYAN,2596.0,1016.0,2532.0,3309.0,6.0,259.0,415.0,55.0,45.0,17.0,489.0,,,2015
3172,PIAT,REGION II (Cagayan Valley),CAGAYAN,2965.0,439.0,1048.0,628.0,29.0,59.0,3.0,5.0,,,349.0,,,2015
3185,RIZAL,REGION II (Cagayan Valley),CAGAYAN,104.0,373.0,1414.0,1687.0,2.0,233.0,154.0,9.0,3.0,,64.0,,,2015
3198,SANCHEZ-MIRA,REGION II (Cagayan Valley),CAGAYAN,298.0,45.0,2753.0,1093.0,22.0,145.0,126.0,1.0,,,1142.0,,,2015
3211,SANTA ANA,REGION II (Cagayan Valley),CAGAYAN,343.0,150.0,2280.0,2139.0,604.0,1329.0,49.0,44.0,55.0,25.0,803.0,,,2015
3224,SANTA PRAXEDES,REGION II (Cagayan Valley),CAGAYAN,444.0,2.0,10.0,79.0,14.0,12.0,295.0,38.0,7.0,,79.0,,,2015
3237,SANTA TERESITA,REGION II (Cagayan Valley),CAGAYAN,67.0,61.0,964.0,1432.0,56.0,315.0,137.0,25.0,107.0,1.0,1118.0,,,2015
3250,SANTO NIÑO (FAIRE),REGION II (Cagayan Valley),CAGAYAN,227.0,77.0,598.0,1693.0,144.0,3236.0,118.0,207.0,57.0,5.0,279.0,,,2015
3263,SOLANA,REGION II (Cagayan Valley),CAGAYAN,3937.0,920.0,3689.0,6884.0,463.0,1011.0,179.0,12.0,13.0,4.0,1900.0,,,2015
3276,TUAO,REGION II (Cagayan Valley),CAGAYAN,1740.0,289.0,7021.0,3669.0,453.0,124.0,24.0,1.0,1.0,,235.0,,,2015
3289,TUGUEGARAO CITY (Capital),REGION II (Cagayan Valley),CAGAYAN,13226.0,1218.0,784.0,707.0,64.0,662.0,41.0,1.0,1.0,,16820.0,,,2015
3302,ALICIA,REGION II (Cagayan Valley),ISABELA,836.0,183.0,2695.0,2479.0,4266.0,19.0,29.0,3.0,3.0,7.0,7304.0,40.0,,2015
3315,ANGADANAN,REGION II (Cagayan Valley),ISABELA,583.0,453.0,1270.0,3508.0,145.0,2329.0,122.0,6.0,8.0,,1480.0,2.0,,2015
3328,AURORA,REGION II (Cagayan Valley),ISABELA,1079.0,281.0,2475.0,1329.0,240.0,2.0,15.0,1.0,,93.0,2958.0,3.0,,2015
3341,BENITO SOLIVEN,REGION II (Cagayan Valley),ISABELA,119.0,103.0,957.0,4015.0,10.0,362.0,239.0,256.0,13.0,7.0,856.0,4.0,,2015
3354,BURGOS,REGION II (Cagayan Valley),ISABELA,50.0,51.0,1785.0,3104.0,311.0,46.0,65.0,127.0,,,77.0,128.0,,2015
3367,CABAGAN,REGION II (Cagayan Valley),ISABELA,2022.0,379.0,956.0,2205.0,26.0,3119.0,123.0,235.0,120.0,10.0,959.0,8.0,,2015
3380,CABATUAN,REGION II (Cagayan Valley),ISABELA,1661.0,238.0,3272.0,1769.0,66.0,7.0,3.0,,,69.0,2449.0,140.0,,2015
3393,CITY OF CAUAYAN,REGION II (Cagayan Valley),ISABELA,4760.0,1253.0,6303.0,7608.0,1363.0,1481.0,180.0,1.0,2.0,1238.0,6422.0,12.0,,2015
3406,CORDON,REGION II (Cagayan Valley),ISABELA,377.0,413.0,2456.0,4017.0,309.0,19.0,232.0,6.0,,1.0,2522.0,1.0,,2015
3419,DINAPIGUE,REGION II (Cagayan Valley),ISABELA,9.0,2.0,372.0,553.0,97.0,19.0,158.0,2.0,19.0,,,,,2015
3432,DIVILACAN,REGION II (Cagayan Valley),ISABELA,10.0,5.0,309.0,537.0,76.0,131.0,2.0,144.0,93.0,,,3.0,,2015
3445,ECHAGUE,REGION II (Cagayan Valley),ISABELA,619.0,296.0,4934.0,7034.0,96.0,849.0,66.0,30.0,3.0,5.0,4939.0,3.0,,2015
3458,GAMU,REGION II (Cagayan Valley),ISABELA,676.0,371.0,1184.0,1806.0,9.0,561.0,36.0,2.0,2.0,2.0,1995.0,147.0,,2015
3471,ILAGAN City (Capital),REGION II (Cagayan Valley),ISABELA,1826.0,849.0,4749.0,10454.0,258.0,7493.0,477.0,134.0,61.0,61.0,8243.0,64.0,,2015
3484,JONES,REGION II (Cagayan Valley),ISABELA,424.0,221.0,3986.0,3699.0,9.0,183.0,232.0,64.0,2.0,,1828.0,2.0,,2015
3497,LUNA,REGION II (Cagayan Valley),ISABELA,236.0,23.0,1664.0,1123.0,1.0,5.0,2.0,,,2.0,1585.0,5.0,,2015
3510,MACONACON,REGION II (Cagayan Valley),ISABELA,15.0,6.0,296.0,493.0,,17.0,60.0,6.0,84.0,,,,,2015
3523,DELFIN ALBANO (MAGSAYSAY),REGION II (Cagayan Valley),ISABELA,1036.0,289.0,129.0,190.0,291.0,3460.0,11.0,,,9.0,1148.0,74.0,,2015
3536,MALLIG,REGION II (Cagayan Valley),ISABELA,292.0,2059.0,2296.0,2518.0,200.0,70.0,,1.0,,3.0,152.0,,,2015
3549,NAGUILIAN,REGION II (Cagayan Valley),ISABELA,413.0,112.0,1040.0,4196.0,14.0,47.0,10.0,3.0,,,1577.0,1.0,,2015
3562,PALANAN,REGION II (Cagayan Valley),ISABELA,236.0,31.0,356.0,733.0,58.0,2079.0,271.0,26.0,30.0,1.0,5.0,,,2015
3575,QUEZON,REGION II (Cagayan Valley),ISABELA,1466.0,441.0,1267.0,2037.0,33.0,3.0,165.0,14.0,,2.0,437.0,9.0,,2015
3588,RAMON,REGION II (Cagayan Valley),QUIRINO,713.0,237.0,5578.0,4188.0,93.0,14.0,48.0,1.0,1.0,,2472.0,2.0,,2015
3601,REINA MERCEDES,REGION II (Cagayan Valley),QUIRINO,724.0,89.0,1162.0,2255.0,29.0,508.0,5.0,1.0,,79.0,1418.0,,,2015
3614,ROXAS,REGION II (Cagayan Valley),QUIRINO,530.0,2223.0,2813.0,5022.0,215.0,145.0,2558.0,2.0,,5.0,526.0,187.0,,2015
3627,SAN AGUSTIN,REGION II (Cagayan Valley),QUIRINO,132.0,38.0,3606.0,1463.0,4.0,42.0,58.0,10.0,3.0,,270.0,,,2015
3640,SAN GUILLERMO,REGION II (Cagayan Valley),QUIRINO,303.0,157.0,726.0,2048.0,156.0,357.0,42.0,7.0,2.0,3.0,758.0,42.0,,2015
3653,SAN ISIDRO,REGION II (Cagayan Valley),QUIRINO,94.0,17.0,2516.0,1618.0,1.0,1.0,5.0,,,,1579.0,,,2015
3666,SAN MANUEL,REGION II (Cagayan Valley),QUIRINO,886.0,468.0,1287.0,2768.0,83.0,33.0,74.0,1.0,18.0,9.0,1969.0,17.0,,2015
3679,SAN MARIANO,REGION II (Cagayan Valley),QUIRINO,209.0,244.0,1419.0,7176.0,6.0,659.0,824.0,359.0,54.0,218.0,1051.0,1.0,,2015
3692,SAN MATEO,REGION II (Cagayan Valley),QUIRINO,1209.0,78.0,6131.0,3100.0,149.0,7.0,17.0,,,1.0,4970.0,2.0,,2015
3705,SAN PABLO,REGION II (Cagayan Valley),QUIRINO,560.0,210.0,484.0,1357.0,58.0,2114.0,6.0,30.0,89.0,3.0,223.0,,,2015
3718,SANTA MARIA,REGION II (Cagayan Valley),QUIRINO,199.0,35.0,954.0,1344.0,13.0,2125.0,132.0,1.0,,3.0,49.0,5.0,,2015
3731,CITY OF SANTIAGO,REGION II (Cagayan Valley),QUIRINO,1261.0,518.0,5112.0,7843.0,17.0,18.0,44.0,3.0,1.0,9.0,15641.0,5.0,,2015
3744,SANTO TOMAS,REGION II (Cagayan Valley),QUIRINO,160.0,16.0,2016.0,2539.0,119.0,27.0,5.0,,,,96.0,2.0,,2015
3757,TUMAUINI,REGION II (Cagayan Valley),QUIRINO,1804.0,481.0,3536.0,6917.0,60.0,335.0,197.0,14.0,16.0,2.0,2177.0,2.0,,2015
3770,AMBAGUIO,REGION II (Cagayan Valley),NUEVA VIZCAYA,443.0,564.0,14.0,3.0,1.0,,234.0,2257.0,,,20.0,,,2015
3783,ARITAO,REGION II (Cagayan Valley),NUEVA VIZCAYA,499.0,383.0,615.0,1631.0,1113.0,91.0,1537.0,725.0,7.0,2.0,1959.0,,,2015
3796,BAGABAG,REGION II (Cagayan Valley),NUEVA VIZCAYA,151.0,131.0,1667.0,2277.0,632.0,14.0,167.0,3.0,1.0,13.0,3854.0,,,2015
3809,BAMBANG,REGION II (Cagayan Valley),NUEVA VIZCAYA,442.0,150.0,1887.0,2344.0,2082.0,20.0,1410.0,415.0,52.0,148.0,4504.0,5.0,,2015
3822,BAYOMBONG (Capital),REGION II (Cagayan Valley),NUEVA VIZCAYA,1682.0,276.0,496.0,169.0,4262.0,59.0,1153.0,551.0,7.0,6.0,7059.0,41.0,,2015
3835,DIADI,REGION II (Cagayan Valley),NUEVA VIZCAYA,80.0,89.0,345.0,1270.0,980.0,121.0,647.0,322.0,5.0,,581.0,1.0,,2015
3848,DUPAX DEL NORTE,REGION II (Cagayan Valley),NUEVA VIZCAYA,358.0,232.0,882.0,1522.0,201.0,14.0,1383.0,974.0,3.0,,1075.0,2.0,,2015
3861,DUPAX DEL SUR,REGION II (Cagayan Valley),NUEVA VIZCAYA,321.0,82.0,307.0,969.0,184.0,163.0,1452.0,415.0,2.0,1.0,452.0,183.0,,2015
3874,KASIBU,REGION II (Cagayan Valley),NUEVA VIZCAYA,829.0,975.0,348.0,276.0,413.0,175.0,1944.0,2988.0,45.0,6.0,446.0,3.0,,2015
3887,KAYAPA,REGION II (Cagayan Valley),NUEVA VIZCAYA,27.0,,2.0,50.0,19.0,188.0,2998.0,2242.0,6.0,,7.0,5.0,,2015
3900,QUEZON,REGION II (Cagayan Valley),NUEVA VIZCAYA,123.0,333.0,569.0,867.0,524.0,15.0,906.0,757.0,198.0,1.0,691.0,7.0,,2015
3913,SANTA FE,REGION II (Cagayan Valley),NUEVA VIZCAYA,1305.0,407.0,69.0,133.0,11.0,7.0,474.0,852.0,,,498.0,2.0,,2015
3926,SOLANO,REGION II (Cagayan Valley),NUEVA VIZCAYA,350.0,179.0,727.0,1602.0,3855.0,152.0,350.0,94.0,49.0,10.0,9141.0,5.0,,2015
3939,VILLAVERDE,REGION II (Cagayan Valley),NUEVA VIZCAYA,40.0,42.0,194.0,254.0,1767.0,2.0,685.0,95.0,3.0,26.0,1338.0,6.0,,2015
3952,ALFONSO CASTANEDA,REGION II (Cagayan Valley),NUEVA VIZCAYA,140.0,60.0,43.0,49.0,26.0,39.0,424.0,712.0,43.0,,167.0,84.0,,2015
3965,AGLIPAY,REGION II (Cagayan Valley),QUIRINO,197.0,189.0,1221.0,2346.0,583.0,124.0,474.0,592.0,1.0,16.0,834.0,,,2015
3978,CABARROGUIS (Capital),REGION II (Cagayan Valley),QUIRINO,177.0,415.0,1055.0,1761.0,21.0,109.0,991.0,455.0,6.0,3.0,1853.0,3.0,,2015
3991,DIFFUN,REGION II (Cagayan Valley),QUIRINO,204.0,307.0,1962.0,4454.0,1165.0,87.0,1468.0,356.0,3.0,,2272.0,5.0,,2015
4004,MADDELA,REGION II (Cagayan Valley),QUIRINO,178.0,264.0,835.0,1206.0,3257.0,48.0,1138.0,385.0,9.0,2.0,1589.0,3.0,,2015
4017,SAGUDAY,REGION II (Cagayan Valley),QUIRINO,392.0,276.0,711.0,1626.0,295.0,4.0,35.0,1.0,1.0,,590.0,54.0,,2015
4030,NAGTIPUNAN,REGION II (Cagayan Valley),QUIRINO,300.0,731.0,419.0,1259.0,53.0,72.0,1722.0,242.0,13.0,4.0,83.0,,,2015
4043,BALER,REGION III (Central Luzon),AURORA,2696.0,2597.0,438.0,832.0,153.0,4.0,88.0,3.0,17.0,62.0,1945.0,7.0,,2015
4056,CASIGURAN,REGION III (Central Luzon),AURORA,1517.0,1176.0,665.0,1334.0,166.0,59.0,294.0,94.0,,200.0,210.0,6.0,,2015
4069,DILASAG,REGION III (Central Luzon),AURORA,224.0,110.0,1453.0,1702.0,266.0,13.0,95.0,80.0,,,5.0,1.0,,2015
4082,DINALUNGAN,REGION III (Central Luzon),AURORA,2034.0,377.0,70.0,145.0,4.0,4.0,3.0,9.0,4.0,1.0,9.0,1.0,,2015
4095,DINGALAN,REGION III (Central Luzon),AURORA,935.0,420.0,628.0,2565.0,194.0,230.0,366.0,22.0,24.0,27.0,312.0,3.0,,2015
4108,DIPACULAO,REGION III (Central Luzon),AURORA,1728.0,658.0,1050.0,2104.0,276.0,86.0,783.0,79.0,14.0,1.0,270.0,2.0,,2015
4121,MARIA AURORA,REGION III (Central Luzon),AURORA,1169.0,837.0,2610.0,1650.0,295.0,67.0,1509.0,35.0,36.0,26.0,1170.0,1.0,,2015
4134,SAN LUIS,REGION III (Central Luzon),AURORA,1735.0,819.0,1114.0,820.0,851.0,8.0,91.0,49.0,7.0,6.0,535.0,20.0,,2015
4147,ABUCAY,REGION III (Central Luzon),BATAAN,966.0,1488.0,448.0,5914.0,30.0,4.0,119.0,1.0,4.0,,477.0,2.0,,2015
4160,BAGAC,REGION III (Central Luzon),BATAAN,3387.0,437.0,99.0,442.0,48.0,258.0,435.0,106.0,,11.0,819.0,,,2015
4173,CITY OF BALANGA (Capital),REGION III (Central Luzon),BATAAN,8968.0,2271.0,862.0,4160.0,289.0,76.0,270.0,86.0,57.0,17.0,4213.0,,,2015
4186,DINALUPIHAN,REGION III (Central Luzon),BATAAN,10219.0,1463.0,2187.0,2838.0,477.0,179.0,1942.0,915.0,36.0,555.0,3160.0,,,2015
4199,HERMOSA,REGION III (Central Luzon),BATAAN,4534.0,1432.0,1034.0,3994.0,1086.0,385.0,1075.0,94.0,2.0,222.0,566.0,15.0,,2015
4212,LIMAY,REGION III (Central Luzon),BATAAN,5109.0,2302.0,122.0,3073.0,1095.0,71.0,1519.0,65.0,10.0,41.0,1900.0,38.0,,2015
4225,MARIVELES,REGION III (Central Luzon),BATAAN,14571.0,2139.0,210.0,1432.0,296.0,272.0,1467.0,123.0,181.0,85.0,10002.0,69.0,,2015
4238,MORONG,REGION III (Central Luzon),BATAAN,685.0,795.0,1431.0,1228.0,10.0,14.0,1180.0,49.0,28.0,29.0,1384.0,14.0,,2015
4251,ORANI,REGION III (Central Luzon),BATAAN,10212.0,1093.0,1237.0,2686.0,70.0,5.0,312.0,1.0,6.0,6.0,154.0,8.0,,2015
4264,ORION,REGION III (Central Luzon),BATAAN,2830.0,658.0,383.0,5100.0,301.0,32.0,109.0,7.0,4.0,14.0,2659.0,39.0,,2015
4277,PILAR,REGION III (Central Luzon),BATAAN,2592.0,846.0,675.0,2769.0,441.0,15.0,27.0,127.0,7.0,145.0,1700.0,5.0,,2015
4290,SAMAL,REGION III (Central Luzon),BATAAN,1782.0,829.0,445.0,3585.0,485.0,6.0,285.0,9.0,39.0,17.0,241.0,1.0,,2015
4303,ANGAT,REGION III (Central Luzon),BULACAN,1686.0,260.0,733.0,1505.0,170.0,132.0,25.0,,6.0,2.0,10368.0,4.0,,2015
4316,BALAGTAS (BIGAA),REGION III (Central Luzon),BULACAN,3437.0,1016.0,254.0,298.0,22.0,84.0,,,,2.0,12512.0,8.0,,2015
4329,BALIUAG,REGION III (Central Luzon),BULACAN,10469.0,463.0,1877.0,1411.0,180.0,4.0,,,1.0,11.0,22028.0,36.0,,2015
4342,BOCAUE,REGION III (Central Luzon),BULACAN,5787.0,1861.0,503.0,419.0,139.0,9.0,,,2.0,393.0,18303.0,11.0,,2015
4355,BUSTOS,REGION III (Central Luzon),BULACAN,2511.0,76.0,818.0,862.0,77.0,9.0,,,1.0,110.0,11580.0,2.0,,2015
4368,CALUMPIT,REGION III (Central Luzon),BULACAN,9845.0,870.0,235.0,111.0,2.0,90.0,,,,261.0,13555.0,22.0,,2015
