Region,Region code,Province,Province code,City_Municipality,City_Mun Code,Elementary_school,Secondary_school,Enrollment_Elementary_Male,Enrollment_Elementary_Female,Enrollment_Secondary_Male,Enrollment_Secondary_Female
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Bagac,PH030802000,10,3,2.133,1.942,973,903
Region III (Central Luzon),PH030000000,Bataan,PH030800000,City of Balanga (Capital),PH030803000,18,2,6.231,5.865,3.626,3.700
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Dinalupihan,PH030804000,33,7,8.211,7.608,3.824,3.576
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Hermosa,PH030805000,17,3,5.085,4.629,1.582,1.573
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Limay,PH030806000,13,3,4.631,4.323,2.584,2.329
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Mariveles,PH030807000,19,8,8.748,8.325,4.596,4.421
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Morong,PH030808000,9,4,2.599,2.446,1.059,1.137
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orani,PH030809000,16,3,4.874,4.594,1.995,1.856
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orion,PH030810000,14,2,3.809,3.548,1.444,1.402
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Pilar,PH030811000,12,2,2.758,2.562,1.272,1.242
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Samal,PH030812000,10,2,2.293,2.164,808,767
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Angat,PH031401000,14,4,4.046,3.746,1.357,1.333
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Balagtas (Bigaa),PH031402000,12,1,4.676,4.406,1.421,1.443
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Baliuag,PH031403000,23,5,9.714,9.085,3.768,3.701
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bocaue,PH031404000,15,4,8.591,7.745,2.852,2.815
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bulacan,PH031405000,13,4,4.020,3.675,1.892,1.789
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bustos,PH031406000,13,4,4.743,4.278,2.247,2.211
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Calumpit,PH031407000,26,5,6.834,6.178,3.208,2.993
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Malolos (Capital),PH031410000,45,13,13.835,12.340,7.334,7.179
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Meycauayan,PH031412000,25,7,12.455,11.389,3.519,3.373
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of San Jose del Monte,PH031420000,35,18,39.176,36.407,16.688,17.227
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Doña Remedios Trinidad,PH031424000,24,4,1.830,1.667,645,642
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Guiguinto,PH031408000,14,4,6.132,5.740,3.656,3.565
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Hagonoy,PH031409000,29,4,8.915,8.224,4.308,4.252
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Marilao,PH031411000,18,2,13.107,12.097,5.606,5.746
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Norzagaray,PH031413000,25,6,8.933,8.188,3.681,3.728
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Obando,PH031414000,9,2,2.780,2.562,1.094,1.061
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pandi,PH031415000,23,3,9.764,8.782,3.591,3.729
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Paombong,PH031416000,12,4,2.768,2.641,1.127,1.052
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Plaridel,PH031417000,16,5,6.380,5.951,2.710,2.705
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pulilan,PH031418000,13,4,6.684,6.208,3.485,3.399
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Ildefonso,PH031419000,38,5,7.442,6.899,2.152,2.178
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Miguel,PH031421000,47,5,11.664,10.756,5.768,5.793
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Rafael,PH031422000,25,5,6.034,5.411,3.116,3.097
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Santa Maria,PH031423000,32,7,16.316,15.047,7.154,6.912
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Aliaga,PH034901000,23,5,4.512,4.168,1.827,1.914
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Bongabon,PH034902000,23,3,4.629,4.374,2.111,2.236
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Cabanatuan,PH034903000,57,17,19.465,18.092,8.737,9.183
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cabiao,PH034904000,20,4,5.493,4.965,2.644,2.509
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Carranglan,PH034905000,22,6,3.066,2.861,1.175,1.275
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Gapan,PH034908000,33,10,8.633,7.782,4.509,4.532
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cuyapo,PH034906000,44,6,4.460,4.125,2.060,2.003
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Gabaldon (Bitulok & Sabani),PH034907000,20,3,3.004,2.700,871,870
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Mamerto Natividad,PH034909000,19,4,2.981,2.736,1.020,1.035
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Tinio (Papaya),PH034910000,15,4,3.337,3.210,1.805,1.839
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Guimba,PH034911000,55,8,7.941,7.281,2.622,2.878
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Jaen,PH034912000,26,5,4.694,4.329,1.764,1.710
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Laur,PH034913000,17,3,2.567,2.432,935,978
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Licab,PH034914000,13,2,1.922,1.824,812,809
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Llanera,PH034915000,23,5,2.626,2.340,1.003,942
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Lupao,PH034916000,21,3,2.957,2.727,1.348,1.452
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Nampicuan,PH034918000,8,2,739,712,368,317
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Palayan (Capital),PH034919000,21,4,3.043,2.861,1.681,1.762
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Pantabangan,PH034920000,17,5,2.180,1.978,771,813
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Peñaranda,PH034921000,8,1,2.034,1.769,851,834
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Quezon,PH034922000,17,1,2.765,2.626,765,838
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Rizal,PH034923000,25,5,3.963,3.760,1.974,1.954
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Antonio,PH034924000,19,5,5.291,4.862,1.670,1.652
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Isidro,PH034925000,12,3,3.322,2.970,1.013,859
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Jose City,PH034926000,48,8,10.006,9.065,4.245,4.148
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Leonardo,PH034927000,11,5,3.746,3.482,1.583,1.507
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santa Rosa,PH034928000,25,3,5.113,4.606,1.552,1.638
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santo Domingo,PH034929000,27,3,4.093,3.707,2.218,2.299
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Science City of Muñoz,PH034917000,34,7,5.970,5.460,3.080,3.197
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talavera,PH034930000,45,5,8.313,7.725,2.987,3.466
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talugtug,PH034931000,20,2,1.641,1.483,628,605
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Zaragoza,PH034932000,16,4,3.388,3.216,1.865,1.855
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of Angeles,PH035401000,43,14,28.596,26.531,12.718,13.074
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Apalit,PH035402000,15,7,6.746,6.023,2.582,2.491
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Arayat,PH035403000,31,5,9.651,8.621,3.877,3.880
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Bacolor,PH035404000,24,5,5.289,4.934,1.881,1.702
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Candaba,PH035405000,34,11,7.322,6.504,3.721,3.688
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of San Fernando (Capital),PH035416000,42,25,19.344,17.710,10.564,10.533
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Floridablanca,PH035406000,34,6,7.586,6.841,3.354,3.005
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Guagua,PH035407000,25,4,6.813,6.298,2.526,2.438
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Lubao,PH035408000,42,14,10.436,9.322,5.446,5.140
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mabalacat City,PH035409000,40,14,15.642,14.394,7.125,6.871
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Macabebe,PH035410000,28,8,5.022,4.557,2.771,2.653
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Magalang,PH035411000,30,8,7.223,6.688,5.122,5.123
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Masantol,PH035412000,22,4,4.097,3.702,1.498,1.466
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mexico,PH035413000,39,7,9.869,9.175,4.939,4.786
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Minalin,PH035414000,12,4,3.037,2.748,1.164,1.106
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Porac,PH035415000,30,7,8.234,7.400,3.287,3.374
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Luis,PH035417000,17,8,3.595,3.235,2.279,2.164
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Simon,PH035418000,14,5,3.531,3.131,1.692,1.625
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Ana,PH035419000,12,3,3.732,3.423,1.363,1.375
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Rita,PH035420000,9,3,2.913,2.662,1.506,1.433
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santo Tomas,PH035421000,8,2,2.383,2.085,1.670,1.692
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Sasmuan (Sexmoan),PH035422000,9,3,2.018,1.824,858,823
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Anao,PH036901000,6,1,692,584,403,374
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Bamban,PH036902000,22,2,5.419,4.893,2.220,2.423
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Camiling,PH036903000,41,5,5.384,4.994,2.343,2.140
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Capas,PH036904000,33,8,10.454,9.642,5.241,5.062
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,City of Tarlac (Capital),PH036916000,88,16,24.151,21.975,11.976,12.288
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Concepcion,PH036905000,51,5,11.521,10.675,4.405,4.427
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Gerona,PH036906000,43,7,5.843,5.347,2.327,2.253
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,La Paz,PH036907000,21,3,4.924,4.389,1.680,1.642
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Mayantoc,PH036908000,19,4,2.028,1.866,665,594
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Moncada,PH036909000,31,5,4.282,3.850,2.073,2.046
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Paniqui,PH036910000,36,3,6.044,5.561,1.510,1.356
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Pura,PH036911000,15,4,1.513,1.418,960,868
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Ramos,PH036912000,8,1,1.522,1.434,652,594
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Clemente,PH036913000,12,2,887,795,249,234
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Jose,PH036918000,27,5,2.970,2.717,1.322,1.385
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Manuel,PH036914000,15,3,1.966,1.721,627,625
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Santa Ignacia,PH036915000,23,8,3.404,3.151,1.754,1.652
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Victoria,PH036917000,23,3,4.676,4.306,1.886,1.820
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Botolan,PH037101000,39,12,4.790,4.642,1.990,1.883
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Cabangan,PH037102000,17,1,1.920,1.764,621,570
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Candelaria,PH037103000,16,4,2.118,1.970,1.054,911
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Castillejos,PH037104000,17,5,4.785,4.618,1.892,1.847
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Iba (Capital),PH037105000,17,4,3.905,3.681,2.215,2.162
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Masinloc,PH037106000,18,5,3.937,3.653,1.247,1.203
Region III (Central Luzon),PH030000000,Zambales,PH037100000,City of Olongapo,PH037107000,28,12,15.997,14.673,8.168,8.091
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Palauig,PH037108000,19,2,2.828,2.603,799,746
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Antonio,PH037109000,11,4,2.356,2.157,999,921
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Felipe,PH037110000,13,5,1.739,1.625,826,727
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Marcelino,PH037111000,19,5,2.561,2.305,1.027,982
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Narciso,PH037112000,15,2,1.845,1.586,522,508
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Santa Cruz,PH037113000,28,9,4.702,4.292,2.227,2.112
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Subic,PH037114000,25,16,8.553,8.051,3.908,3.683
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Agoncillo,PH041001000,13,3,2.452,2.181,967,899
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Alitagtag,PH041002000,8,1,1.590,1.436,534,493
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Balayan,PH041003000,27,3,6.236,5.707,2.864,2.766
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Balete,PH041004000,10,1,1.415,1.243,498,505
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Batangas City (Capital),PH041005000,82,19,19.978,18.416,9.028,8.691
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Bauan,PH041006000,25,4,5.490,5.366,2.491,2.356
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calaca,PH041007000,31,5,5.653,5.266,2.536,2.504
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calatagan,PH041008000,22,2,4.571,4.042,2.050,2.037
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Tanauan,PH041031000,44,16,12.182,11.091,6.200,6.064
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Cuenca,PH041009000,16,2,2.527,2.173,912,877
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Ibaan,PH041010000,16,2,3.437,3.016,1.797,1.788
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Laurel,PH041011000,19,1,2.783,2.630,1.394,1.394
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lemery,PH041012000,25,4,6.537,6.025,4.157,3.983
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lian,PH041013000,15,2,3.788,3.449,1.160,1.161
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Lipa,PH041014000,67,18,22.403,20.604,10.057,10.131
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lobo,PH041015000,23,5,3.025,2.633,1.238,1.187
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mabini,PH041016000,18,3,2.576,2.378,1.216,1.125
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Malvar,PH041017000,16,4,3.590,3.313,1.641,1.633
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mataasnakahoy,PH041018000,11,2,1.905,1.762,974,942
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Nasugbu,PH041019000,32,12,9.653,8.805,4.776,4.851
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Padre Garcia,PH041020000,17,3,3.728,3.326,1.913,1.853
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Rosario,PH041021000,45,13,8.331,7.593,3.026,2.869
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Jose,PH041022000,17,3,5.048,4.609,1.385,1.388
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Juan,PH041023000,42,14,8.518,7.744,4.472,4.254
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Luis,PH041024000,19,2,2.217,2.083,637,611
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Nicolas,PH041025000,10,2,1.412,1.310,716,604
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Pascual,PH041026000,21,6,3.127,2.918,2.022,1.915
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santa Teresita,PH041027000,9,1,1.141,1.051,521,529
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santo Tomas,PH041028000,25,4,9.667,8.911,3.889,3.939
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taal,PH041029000,16,1,3.380,2.914,1.325,1.306
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Talisay,PH041030000,11,2,3.035,2.869,889,784
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taysan,PH041032000,19,5,2.712,2.398,1.522,1.386
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tingloy,PH041033000,14,2,1.204,1.042,647,546
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tuy,PH041034000,18,4,2.976,2.757,1.140,1.061
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Alfonso,PH042101000,18,6,3.593,3.153,1.862,1.708
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Amadeo,PH042102000,10,4,2.243,1.995,1.489,1.333
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Bacoor,PH042103000,27,5,27.650,25.577,10.639,10.714
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Carmona,PH042104000,9,1,5.171,4.905,2.729,2.769
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Cavite,PH042105000,12,2,6.211,5.952,3.087,3.067
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Dasmariñas,PH042106000,28,12,38.446,35.500,19.709,19.531
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of General Trias,PH042108000,27,8,19.390,18.330,8.828,8.527
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Gen. Mariano Alvarez,PH042123000,8,2,10.889,9.965,4.801,4.856
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,General Emilio Aguinaldo,PH042107000,10,1,1.328,1.105,488,492
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Imus,PH042109000,26,5,22.224,20.367,11.218,10.905
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Indang,PH042110000,26,2,3.893,3.544,1.384,1.331
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Kawit,PH042111000,11,2,4.375,4.088,2.497,2.510
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Magallanes,PH042112000,10,2,1.447,1.292,362,342
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Maragondon,PH042113000,15,5,2.713,2.435,2.075,2.108
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Mendez (Mendez-Nuñez),PH042114000,7,3,1.860,1.760,798,756
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Naic,PH042115000,23,4,8.806,8.118,2.691,2.607
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Noveleta,PH042116000,7,1,2.199,2.111,800,779
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Rosario,PH042117000,8,2,7.367,6.987,2.945,2.940
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Silang,PH042118000,45,8,16.729,15.225,6.313,6.585
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Tagaytay,PH042119000,17,4,4.632,4.317,3.244,3.519
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Tanza,PH042120000,16,4,15.995,15.056,8.072,8.544
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Ternate,PH042121000,5,2,1.598,1.566,879,747
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Trece Martires (Capital),PH042122000,12,5,12.438,11.689,6.111,6.399
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Alaminos,PH043401000,12,3,3.325,2.906,1.130,1.167
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Bay,PH043402000,14,4,4.764,4.283,1.734,1.783
