,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1057,Panglao,PANGLAO,3847.0,951.0,135.0,360.0,5.0,347.0,6.0,1.0,238.0,83.0,1047.0,,,2015.0
1058,Panglima Estino,PANGLIMA ESTINO (NEW PANAMAO),33.0,8.0,287.0,862.0,21.0,2789.0,11.0,7.0,159.0,2.0,5.0,,,2015.0
1059,Panglima Sugala,PANGLIMA SUGALA (BALIMBING),240.0,730.0,20.0,94.0,41.0,1850.0,641.0,2.0,2664.0,8.0,702.0,,,2015.0
1060,Pangutaran,PANGUTARAN,50.0,190.0,9.0,591.0,24.0,3356.0,,10.0,861.0,233.0,72.0,193.0,,2015.0
1061,Paniqui,PANIQUI,9991.0,2544.0,3624.0,5782.0,86.0,12.0,12.0,2.0,,10.0,341.0,8.0,,2015.0
1062,Panitan,PANITAN,1344.0,426.0,3274.0,3913.0,118.0,572.0,21.0,2.0,19.0,9.0,21.0,,,2015.0
1063,Pantabangan,PANTABANGAN,366.0,388.0,1320.0,2971.0,4.0,56.0,479.0,21.0,28.0,387.0,115.0,4.0,,2015.0
1064,Pantao Ragat,PANTAO RAGAT,456.0,1681.0,27.0,43.0,31.0,49.0,1544.0,2.0,178.0,18.0,114.0,,,2015.0
1065,Pantar,PANTAR,182.0,1992.0,46.0,217.0,2.0,3.0,433.0,9.0,541.0,,2.0,,,2015.0
1066,Pantukan,PANTUKAN,2039.0,3805.0,862.0,7036.0,1515.0,490.0,2951.0,117.0,32.0,72.0,346.0,10.0,,2015.0
1067,Panukulan,PANUKULAN,452.0,408.0,86.0,151.0,112.0,1283.0,361.0,1.0,33.0,,4.0,,,2015.0
1068,Paoay,PAOAY,1904.0,307.0,2029.0,783.0,125.0,462.0,3.0,,59.0,,149.0,1.0,,2015.0
1069,Paombong,PAOMBONG,7597.0,1140.0,645.0,1613.0,64.0,9.0,,,1.0,51.0,660.0,2.0,,2015.0
1070,Paracale,,,,,,,,,,,,,,,
1071,Paracelis,PARACELIS,31.0,47.0,638.0,1341.0,1998.0,348.0,997.0,357.0,,71.0,6.0,,,2015.0
1072,Paranas,PARANAS (WRIGHT),1603.0,3484.0,79.0,347.0,14.0,11.0,129.0,244.0,282.0,153.0,3.0,,,2015.0
1073,Parang (MA),PARANG,2235.0,1674.0,895.0,2135.0,459.0,4756.0,622.0,15.0,57.0,2300.0,158.0,1.0,,2015.0
1074,Parang (SU),PARANG,429.0,752.0,393.0,1720.0,149.0,1588.0,794.0,9.0,2036.0,1567.0,421.0,,,2015.0
1075,Paranaque,CITY OF PARAÑAQUE,126870.0,24213.0,397.0,1510.0,103.0,47.0,79.0,2.0,1.0,1665.0,8028.0,159.0,,2015.0
1076,Pasacao,,,,,,,,,,,,,,,
1077,Pasay,PASAY CITY,87737.0,19367.0,1.0,,,,,,,,513.0,1.0,,2015.0
1078,Pasig,CITY OF PASIG,162226.0,13063.0,197.0,435.0,94.0,34.0,43.0,,,1321.0,2954.0,245.0,,2015.0
1079,Pasil,PASIL,65.0,1.0,5.0,,,,1720.0,9.0,,,,,,2015.0
1080,Passi,CITY OF PASSI,2974.0,1227.0,3398.0,6367.0,937.0,2339.0,942.0,215.0,108.0,59.0,722.0,,,2015.0
1081,Pastrana,PASTRANA,576.0,2394.0,47.0,370.0,20.0,920.0,,,2.0,,2.0,,,2015.0
1082,Pasuquin,PASUQUIN,2704.0,270.0,1454.0,960.0,260.0,752.0,242.0,5.0,,,49.0,2.0,,2015.0
1083,Pata,PATA,21.0,16.0,1.0,1.0,16.0,1591.0,11.0,1.0,47.0,1439.0,439.0,,,2015.0
1084,Pateros,PATEROS,12740.0,1062.0,33.0,70.0,3.0,2.0,5.0,,,16.0,256.0,1.0,,2015.0
1085,Patikul,PATIKUL,4236.0,3168.0,138.0,980.0,168.0,1495.0,20.0,5.0,690.0,39.0,4.0,5.0,,2015.0
1086,Patnanungan,PATNANUNGAN,106.0,114.0,149.0,239.0,353.0,1844.0,417.0,2.0,,16.0,47.0,,,2015.0
1087,Patnongon,PATNONGON,853.0,173.0,342.0,527.0,2528.0,64.0,3682.0,311.0,40.0,,31.0,42.0,,2015.0
1088,Pavia,PAVIA,4615.0,1327.0,2294.0,1678.0,25.0,94.0,31.0,1.0,,27.0,2733.0,,,2015.0
1089,Payao,PAYAO,365.0,1206.0,41.0,874.0,25.0,3772.0,443.0,162.0,12.0,38.0,2.0,3.0,,2015.0
1090,Perez,PEREZ,77.0,374.0,112.0,1561.0,163.0,452.0,7.0,1.0,14.0,,12.0,3.0,,2015.0
1091,Penablanca,PEÑABLANCA,3005.0,1031.0,2562.0,3340.0,6.0,253.0,417.0,56.0,45.0,17.0,7.0,,,2015.0
1092,Penaranda,PEÑARANDA,4732.0,948.0,542.0,536.0,66.0,18.0,,,,,7.0,8.0,,2015.0
1093,Penarrubia,PEÑARRUBIA,586.0,116.0,21.0,85.0,,8.0,652.0,8.0,,,2.0,,,2015.0
1094,Piagapo,PIAGAPO,96.0,445.0,6.0,8.0,9.0,1.0,1625.0,1860.0,8.0,,9.0,,,2015.0
1095,Piat,PIAT,3287.0,460.0,1053.0,620.0,28.0,67.0,2.0,5.0,,,3.0,,,2015.0
1096,Picong,PICONG (SULTAN GUMANDER),77.0,333.0,44.0,816.0,75.0,437.0,305.0,4.0,295.0,1.0,10.0,,,2015.0
1097,Piddig,PIDDIG,677.0,109.0,575.0,459.0,1171.0,1669.0,293.0,3.0,16.0,,68.0,,,2015.0
1098,Pidigan,PIDIGAN,921.0,251.0,225.0,925.0,5.0,126.0,227.0,26.0,5.0,15.0,2.0,,,2015.0
1099,Pigcawayan,PIGKAWAYAN,1512.0,1304.0,3589.0,6534.0,298.0,1551.0,662.0,181.0,61.0,2.0,126.0,6.0,,2015.0
1100,Pikit,PIKIT,1800.0,1019.0,4085.0,11321.0,2411.0,14349.0,291.0,142.0,9.0,637.0,31.0,4.0,,2015.0
1101,Pila,PILA,1246.0,378.0,3739.0,4414.0,347.0,19.0,417.0,140.0,,44.0,698.0,5.0,,2015.0
1102,Pilar (AA),PILAR,22.0,3.0,232.0,1392.0,22.0,37.0,471.0,106.0,1.0,,3.0,,,2015.0
1103,Pilar (BN),PILAR,3792.0,1009.0,882.0,2893.0,230.0,5.0,30.0,135.0,7.0,94.0,271.0,1.0,,2015.0
1104,Pilar (BL),PILAR,2781.0,1301.0,167.0,835.0,12.0,452.0,372.0,20.0,21.0,,12.0,2.0,,2015.0
1105,Pilar (CZ),PILAR,549.0,370.0,1552.0,3143.0,425.0,3304.0,562.0,91.0,276.0,456.0,26.0,3.0,,2015.0
1106,Pilar (CU),,,,,,,,,,,,,,,
1107,Pilar (SO),,,,,,,,,,,,,,,
1108,Pilar (SN),PILAR,579.0,870.0,61.0,482.0,3.0,77.0,,,322.0,,7.0,,,2015.0
1109,Pili,,,,,,,,,,,,,,,
1110,Pililla,PILILLA,8291.0,1463.0,358.0,2106.0,456.0,259.0,227.0,512.0,82.0,841.0,119.0,20.0,,2015.0
1111,Pinabacdao,PINABACDAO,42.0,2031.0,97.0,617.0,96.0,560.0,53.0,2.0,63.0,192.0,16.0,,,2015.0
1112,Pinamalayan,PINAMALAYAN,3704.0,1579.0,2723.0,4561.0,418.0,111.0,846.0,80.0,82.0,5258.0,179.0,10.0,,2015.0
1113,Pinamungajan,PINAMUNGAHAN,6175.0,2363.0,48.0,470.0,95.0,2040.0,2176.0,236.0,10.0,225.0,36.0,,,2015.0
1114,Pinili,PINILI,494.0,69.0,629.0,1498.0,155.0,884.0,148.0,1.0,3.0,,48.0,3.0,,2015.0
1115,Pintuyan,PINTUYAN,1676.0,525.0,1.0,3.0,1.0,,4.0,3.0,5.0,,,,,2015.0
1116,Pinukpuk,PINUKPUK,423.0,1058.0,671.0,808.0,521.0,228.0,2022.0,514.0,29.0,,5.0,,,2015.0
1117,Pio Duran,,,,,,,,,,,,,,,
1118,Pio V Corpuz,,,,,,,,,,,,,,,
1119,Pitogo (QN),PITOGO,90.0,1628.0,188.0,1912.0,62.0,933.0,97.0,9.0,94.0,8.0,200.0,1.0,,2015.0
1120,Pitogo (ZR),PITOGO,1753.0,1228.0,126.0,1780.0,156.0,296.0,324.0,114.0,18.0,8.0,71.0,7.0,,2015.0
1121,Pinan,PI-AN (NEW PIÑAN),612.0,750.0,138.0,1173.0,582.0,453.0,524.0,368.0,10.0,9.0,11.0,2.0,,2015.0
1122,Placer (MS),,,,,,,,,,,,,,,
1123,Placer (SN),PLACER,4347.0,658.0,46.0,228.0,12.0,16.0,479.0,57.0,20.0,14.0,26.0,19.0,,2015.0
1124,Plaridel (BU),PLARIDEL,18775.0,1219.0,1840.0,988.0,70.0,7.0,3.0,5.0,3.0,14.0,1496.0,17.0,,2015.0
1125,Plaridel (MC),PLARIDEL,5263.0,2800.0,66.0,422.0,28.0,398.0,42.0,14.0,4.0,11.0,147.0,,,2015.0
1126,Plaridel (QN),PLARIDEL,45.0,106.0,597.0,1418.0,18.0,77.0,5.0,4.0,38.0,1.0,71.0,,,2015.0
1127,Pola,POLA,3071.0,1152.0,932.0,1963.0,165.0,150.0,544.0,171.0,19.0,14.0,9.0,2.0,,2015.0
1128,Polanco,POLANCO,2610.0,1385.0,332.0,1946.0,566.0,1432.0,348.0,522.0,13.0,3.0,41.0,,,2015.0
1129,Polangui,,,,,,,,,,,,,,,
1130,Polillo,POLILLO,1267.0,1433.0,345.0,815.0,15.0,1731.0,7.0,1196.0,85.0,14.0,57.0,,,2015.0
1131,Polomolok,POLOMOLOK,20606.0,7192.0,2018.0,3405.0,88.0,444.0,1701.0,320.0,183.0,540.0,217.0,6.0,,2015.0
1132,Pontevedra (CZ),PONTEVEDRA,1346.0,924.0,1227.0,4384.0,84.0,1673.0,19.0,16.0,1119.0,345.0,158.0,3.0,,2015.0
1133,Pontevedra (NO),PONTEVEDRA,1284.0,1582.0,1038.0,5325.0,136.0,1436.0,889.0,180.0,1.0,61.0,139.0,6.0,,2015.0
1134,Poona Bayabao,POONA BAYABAO (GATA),166.0,536.0,357.0,499.0,9.0,333.0,563.0,,1073.0,18.0,4.0,,,2015.0
1135,Poona Piagapo,POONA PIAGAPO,244.0,1761.0,6.0,50.0,3.0,7.0,388.0,1621.0,330.0,,4.0,,,2015.0
1136,Porac,PORAC,13664.0,1831.0,4754.0,4344.0,237.0,220.0,631.0,342.0,24.0,628.0,788.0,11.0,,2015.0
1137,Poro,PORO,3040.0,1945.0,34.0,232.0,43.0,34.0,610.0,40.0,1.0,86.0,39.0,,,2015.0
1138,Pototan,POTOTAN,1788.0,826.0,6703.0,4875.0,736.0,351.0,14.0,4.0,8.0,250.0,443.0,2.0,,2015.0
1139,Pozorrubio,POZORRUBIO,5292.0,1231.0,5317.0,4026.0,185.0,476.0,78.0,4.0,1.0,17.0,212.0,17.0,,2015.0
1140,Presentacion,,,,,,,,,,,,,,,
1141,President Garcia,PRES. CARLOS P. GARCIA (PITOGO),26.0,109.0,34.0,7.0,21.0,4282.0,246.0,3.0,410.0,9.0,17.0,,,2015.0
1142,President Quirino,PRESIDENT QUIRINO,479.0,224.0,2524.0,3740.0,2489.0,67.0,397.0,1.0,,5.0,35.0,5.0,,2015.0
1143,President Roxas (CZ),PRESIDENT ROXAS,549.0,197.0,326.0,831.0,281.0,3157.0,251.0,2.0,599.0,745.0,48.0,,,2015.0
1144,President Roxas (NC),PRESIDENT ROXAS,2552.0,1537.0,807.0,1419.0,203.0,2094.0,2047.0,180.0,4.0,54.0,21.0,9.0,,2015.0
1145,Roxas (ZN),PRES. MANUEL A. ROXAS,868.0,1774.0,194.0,1169.0,157.0,2186.0,654.0,1295.0,103.0,,22.0,1.0,,2015.0
1146,Prieto Diaz,,,,,,,,,,,,,,,
1147,Prosperidad,PROSPERIDAD (Capital),3044.0,4752.0,316.0,2168.0,73.0,4157.0,1051.0,607.0,1746.0,125.0,380.0,4.0,,2015.0
1148,Pualas,PUALAS,28.0,360.0,9.0,9.0,7.0,378.0,959.0,99.0,372.0,,,,,2015.0
1149,Pudtol,PUDTOL,13.0,9.0,1234.0,997.0,50.0,371.0,238.0,240.0,51.0,,4.0,,,2015.0
1150,Puerto Galera,PUERTO GALERA,4021.0,1976.0,449.0,667.0,9.0,176.0,291.0,24.0,260.0,237.0,170.0,42.0,,2015.0
1151,Puerto Princesa,PUERTO PRINCESA CITY (Capital),40659.0,9336.0,2184.0,4732.0,714.0,2014.0,1210.0,83.0,553.0,53.0,696.0,13.0,,2015.0
1152,Pugo,PUGO,1940.0,773.0,897.0,858.0,25.0,,241.0,42.0,8.0,,27.0,,,2015.0
1153,Pulilan,PULILAN,13023.0,1347.0,2688.0,4180.0,358.0,126.0,,,1.0,4.0,807.0,23.0,,2015.0
1154,Pulupandan,PULUPANDAN,1919.0,617.0,331.0,1608.0,344.0,1218.0,12.0,2.0,,193.0,168.0,4.0,,2015.0
1155,Pura,PURA,1273.0,247.0,1726.0,2223.0,78.0,,,,,,52.0,3.0,,2015.0
1156,Quezon (BK),QUEZON,5029.0,7249.0,936.0,3018.0,681.0,1017.0,3562.0,684.0,376.0,324.0,120.0,,,2015.0
1157,Quezon (IA),QUEZON,1995.0,452.0,1285.0,1887.0,25.0,7.0,216.0,1.0,,,6.0,,,2015.0
1158,Quezon (MM),QUEZON CITY,561729.0,102919.0,2375.0,3006.0,334.0,343.0,293.0,4.0,17.0,4548.0,6572.0,904.0,,2015.0
1159,Quezon (NE),QUEZON,1226.0,808.0,3477.0,3463.0,244.0,4.0,238.0,,,,20.0,2.0,,2015.0
1160,Quezon (NV),QUEZON,161.0,457.0,727.0,939.0,590.0,17.0,991.0,808.0,243.0,,54.0,4.0,,2015.0
1161,Quezon (PN),QUEZON,1985.0,1957.0,1355.0,4110.0,155.0,3164.0,235.0,442.0,341.0,80.0,113.0,4.0,,2015.0
1162,Quezon (QN),QUEZON,114.0,519.0,469.0,2272.0,36.0,115.0,18.0,2.0,75.0,,59.0,2.0,,2015.0
1163,Quinapondan,QUINAPONDAN,826.0,1968.0,47.0,137.0,4.0,208.0,119.0,59.0,16.0,,4.0,,,2015.0
1164,Quirino (IS),QUIRINO (ANGKAKI),1453.0,186.0,1.0,4.0,5.0,3.0,46.0,130.0,1.0,,,1.0,,2015.0
1165,Quirino (IA),,,,,,,,,,,,,,,
1166,Ragay,,,,,,,,,,,,,,,
1167,Rajah Buayan,RAJAH BUAYAN,213.0,161.0,1430.0,1937.0,13.0,16.0,,,,,,,,2015.0
1168,Ramon,RAMON,1175.0,292.0,6899.0,4616.0,121.0,14.0,40.0,2.0,,,185.0,3.0,,2015.0
1169,Ramon Magsaysay,RAMON MAGSAYSAY (LIARGO),3325.0,1202.0,20.0,401.0,112.0,605.0,441.0,27.0,13.0,3.0,4.0,5.0,,2015.0
1170,Ramos,RAMOS,2881.0,809.0,215.0,789.0,79.0,1.0,,,,,10.0,1.0,,2015.0
1171,Rapu-Rapu,,,,,,,,,,,,,,,
1172,Real,REAL,4246.0,1851.0,178.0,755.0,77.0,156.0,460.0,56.0,187.0,2.0,47.0,,,2015.0
1173,Reina Mercedes,REINA MERCEDES,1738.0,138.0,1373.0,2368.0,20.0,596.0,1.0,,,7.0,29.0,,,2015.0
1174,Remedios T. Romualdez,,,,,,,,,,,,,,,
1175,Rizal (CG),RIZAL,104.0,384.0,1445.0,1699.0,2.0,232.0,158.0,11.0,3.0,,5.0,,,2015.0
1176,Rizal (KA),RIZAL (LIWAN),1065.0,203.0,163.0,417.0,1828.0,6.0,39.0,,1.0,,1.0,,,2015.0
1177,Rizal (LA),,,,,,,,,,,,,,,
1178,Rizal (NE),RIZAL,1503.0,330.0,6516.0,5403.0,1312.0,3.0,32.0,3.0,2.0,,144.0,3.0,,2015.0
1179,Rizal (OM),RIZAL,330.0,803.0,1603.0,1603.0,3958.0,35.0,53.0,13.0,39.0,5.0,19.0,7.0,,2015.0
1180,Rizal (PN),RIZAL (MARCOS),414.0,584.0,1556.0,3026.0,222.0,3182.0,1837.0,1445.0,529.0,1.0,30.0,,,2015.0
1181,Rizal (ZN),RIZAL,757.0,868.0,154.0,472.0,17.0,379.0,794.0,66.0,4.0,,10.0,,,2015.0
1182,Rodriguez,RODRIGUEZ (MONTALBAN),61285.0,5089.0,1367.0,5234.0,606.0,3520.0,2176.0,421.0,28.0,817.0,1721.0,84.0,,2015.0
1183,Romblon,ROMBLON (CAPITAL),4359.0,1928.0,159.0,532.0,306.0,274.0,327.0,218.0,729.0,51.0,113.0,1.0,,2015.0
1184,Ronda,RONDA,1807.0,1516.0,57.0,222.0,108.0,100.0,523.0,365.0,2.0,88.0,35.0,,,2015.0
1185,Rosales,ROSALES,7607.0,1394.0,2098.0,2823.0,542.0,11.0,1.0,1.0,,2.0,96.0,1.0,,2015.0
1186,Rosario (AS),ROSARIO,2058.0,2805.0,235.0,1971.0,219.0,503.0,1044.0,219.0,462.0,464.0,111.0,6.0,,2015.0
1187,Rosario (BS),ROSARIO,8639.0,1232.0,7902.0,5211.0,365.0,1803.0,1251.0,259.0,8.0,107.0,115.0,14.0,,2015.0
1188,Rosario (CE),ROSARIO,13276.0,4331.0,1090.0,3146.0,856.0,193.0,9.0,3.0,,3.0,6402.0,7.0,,2015.0
1189,Rosario (LU),ROSARIO,2338.0,1344.0,1929.0,4638.0,240.0,418.0,1927.0,11.0,17.0,68.0,236.0,5.0,,2015.0
1190,Rosario (NS),ROSARIO,168.0,1023.0,163.0,296.0,9.0,392.0,2.0,1.0,1.0,18.0,7.0,,,2015.0
1191,R.T. Lim,ROSELLER LIM,1804.0,3181.0,862.0,1924.0,188.0,1790.0,279.0,242.0,109.0,12.0,86.0,36.0,,2015.0
1192,Roxas (CZ),ROXAS CITY (Capital),23728.0,5339.0,1905.0,3035.0,497.0,769.0,373.0,65.0,83.0,1587.0,303.0,17.0,,2015.0
1193,Roxas (IA),ROXAS,1770.0,682.0,5437.0,4221.0,130.0,1047.0,842.0,3.0,,,39.0,55.0,,2015.0
1194,Roxas (OR),ROXAS,644.0,1213.0,2186.0,4578.0,2459.0,440.0,54.0,97.0,18.0,6.0,21.0,3.0,,2015.0
1195,Roxas (PN),ROXAS,3821.0,2839.0,743.0,1933.0,154.0,4300.0,321.0,24.0,431.0,512.0,299.0,,,2015.0
1196,Sabangan,SABANGAN,,,,1.0,,,388.0,1826.0,,,,,,2015.0
1197,Sablan,SABLAN,1513.0,75.0,13.0,8.0,2.0,5.0,702.0,253.0,12.0,,20.0,,,2015.0
1198,Sablayan,SABLAYAN,3597.0,1284.0,5977.0,4008.0,2378.0,58.0,282.0,568.0,261.0,35.0,99.0,11.0,,2015.0
1199,Sabtang,SABTANG,404.0,13.0,1.0,4.0,1.0,,8.0,,,,,,,2015.0
1200,Sadanga,SADANGA,,,,2.0,,1.0,1158.0,604.0,,,,,,2015.0
1201,Sagada,SAGADA,,,35.0,66.0,80.0,1.0,1236.0,1226.0,,,,,,2015.0
1202,Sagay (CM),SAGAY,2167.0,664.0,1.0,10.0,2.0,1.0,8.0,21.0,4.0,1.0,,,,2015.0
1203,Sagay (NO),SAGAY CITY,13002.0,4359.0,627.0,3462.0,342.0,8514.0,1387.0,264.0,992.0,231.0,301.0,7.0,,2015.0
1204,Sagbayan,SAGBAYAN (BORJA),2929.0,613.0,203.0,1054.0,111.0,131.0,25.0,28.0,12.0,36.0,15.0,,,2015.0
1205,Saguday,SAGUDAY,509.0,306.0,952.0,1699.0,392.0,6.0,4.0,1.0,,,55.0,61.0,,2015.0
1206,Saguiaran,SAGUIARAN,1257.0,1182.0,10.0,236.0,1.0,6.0,284.0,81.0,373.0,55.0,161.0,,,2015.0
1207,Sagnay,,,,,,,,,,,,,,,
1208,Saint Bernard,SAINT BERNARD,5304.0,487.0,11.0,42.0,5.0,34.0,25.0,1.0,2.0,2.0,6.0,,,2015.0
1209,Salay,SALAY,3585.0,2201.0,20.0,302.0,7.0,3.0,163.0,49.0,6.0,3.0,11.0,,,2015.0
1210,Salcedo (ES),SALCEDO,898.0,1907.0,203.0,1236.0,41.0,254.0,354.0,155.0,121.0,16.0,26.0,,,2015.0
1211,Salcedo (IS),SALCEDO (BAUGEN),525.0,1001.0,212.0,260.0,298.0,19.0,325.0,31.0,1.0,,4.0,7.0,,2015.0
1212,Sallapadan,SALLAPADAN,6.0,5.0,2.0,,,,1328.0,,,,,,,2015.0
1213,Salug,SALUG,636.0,1269.0,432.0,2896.0,337.0,871.0,437.0,239.0,96.0,,20.0,,,2015.0
1214,Salvador,SALVADOR,202.0,546.0,616.0,3679.0,204.0,548.0,18.0,876.0,336.0,,3.0,,,2015.0
1215,Salvador Benedicto,SALVADOR BENEDICTO,384.0,2277.0,68.0,77.0,8.0,963.0,1134.0,935.0,16.0,,4.0,,,2015.0
1216,Samal,SAMAL,2143.0,879.0,712.0,3115.0,422.0,12.0,373.0,18.0,19.0,6.0,19.0,6.0,,2015.0
1217,Samboan,SAMBOAN,3840.0,425.0,1.0,64.0,1.0,28.0,90.0,41.0,5.0,10.0,5.0,,,2015.0
1218,Sampaloc,SAMPALOC,2608.0,269.0,22.0,36.0,7.0,14.0,53.0,1.0,5.0,6.0,12.0,2.0,,2015.0
1219,San Agustin (IA),SAN AGUSTIN,170.0,39.0,3819.0,1508.0,4.0,43.0,26.0,11.0,3.0,,3.0,,,2015.0
1220,San Agustin (RN),SAN AGUSTIN,2992.0,618.0,255.0,557.0,17.0,112.0,263.0,114.0,311.0,9.0,25.0,,,2015.0
1221,San Agustin (SS),SAN AGUSTIN,379.0,600.0,195.0,2555.0,1.0,122.0,144.0,464.0,87.0,,37.0,,,2015.0
1222,San Andres (CT),,,,,,,,,,,,,,,
1223,San Andres (QN),SAN ANDRES,851.0,2266.0,738.0,1916.0,113.0,1845.0,189.0,601.0,178.0,5.0,42.0,1.0,,2015.0
1224,San Andres (RN),SAN ANDRES,601.0,830.0,457.0,1151.0,24.0,158.0,198.0,94.0,4.0,1.0,32.0,,,2015.0
1225,San Antonio (NS),SAN ANTONIO,56.0,487.0,196.0,421.0,266.0,177.0,41.0,2.0,30.0,190.0,14.0,,,2015.0
1226,San Antonio (NE),SAN ANTONIO,7394.0,1116.0,3310.0,4824.0,760.0,7.0,77.0,2.0,,2.0,49.0,2.0,,2015.0
1227,San Antonio (QN),SAN ANTONIO,2488.0,469.0,2140.0,1534.0,255.0,303.0,141.0,2.0,30.0,,21.0,,,2015.0
1228,San Antonio (ZA),SAN ANTONIO,2522.0,174.0,3503.0,1647.0,631.0,24.0,34.0,,11.0,11.0,149.0,3.0,,2015.0
1229,San Benito,SAN BENITO,109.0,781.0,14.0,38.0,2.0,119.0,9.0,87.0,19.0,41.0,3.0,,,2015.0
1230,San Carlos (NO),SAN CARLOS CITY,9453.0,5155.0,466.0,4485.0,1077.0,2660.0,2341.0,3931.0,210.0,992.0,227.0,5.0,,2015.0
1231,San Carlos (PS),SAN CARLOS CITY,9493.0,1365.0,17026.0,10567.0,2438.0,26.0,5.0,5.0,2.0,10.0,1087.0,25.0,,2015.0
1232,Sanchez-Mira,SANCHEZ-MIRA,572.0,207.0,3405.0,1129.0,26.0,172.0,91.0,,3.0,,20.0,,,2015.0
1233,San Clemente,SAN CLEMENTE,540.0,196.0,1365.0,809.0,7.0,2.0,7.0,,,,105.0,,,2015.0
1234,San Dionisio,SAN DIONISIO,675.0,2383.0,1370.0,3588.0,96.0,493.0,355.0,12.0,14.0,1.0,26.0,,,2015.0
1235,San Emilio,SAN EMILIO,162.0,512.0,3.0,1.0,,,134.0,706.0,17.0,,2.0,,,2015.0
1236,San Enrique (IO),SAN ENRIQUE,493.0,487.0,1636.0,3239.0,69.0,398.0,1167.0,31.0,10.0,2.0,106.0,,,2015.0
1237,San Enrique (NO),SAN ENRIQUE,1880.0,399.0,718.0,2388.0,123.0,26.0,,,1.0,1.0,50.0,1.0,,2015.0
1238,San Esteban,SAN ESTEBAN,135.0,138.0,1038.0,460.0,175.0,8.0,4.0,,,,41.0,2.0,,2015.0
1239,San Fabian,SAN FABIAN,1047.0,409.0,5456.0,10325.0,1200.0,864.0,331.0,37.0,,,212.0,5.0,,2015.0
1240,San Felipe,SAN FELIPE,1990.0,66.0,2387.0,1069.0,128.0,1.0,28.0,28.0,1.0,,27.0,,,2015.0
1241,San Fernando (BK),SAN FERNANDO,1793.0,5506.0,290.0,1504.0,54.0,219.0,1351.0,1601.0,61.0,,15.0,,,2015.0
1242,San Fernando (CS),,,,,,,,,,,,,,,
1243,San Fernando (CU),SAN FERNANDO,5813.0,3556.0,311.0,2704.0,89.0,532.0,916.0,8.0,255.0,74.0,,,,2015.0
1244,San Fernando (LU),CITY OF SAN FERNANDO (Capital),3748.0,558.0,6861.0,6327.0,1238.0,2045.0,2081.0,98.0,13.0,274.0,5249.0,13.0,,2015.0
1245,San Fernando (MS),,,,,,,,,,,,,,,
1246,San Fernando (PA),CITY OF SAN FERNANDO (Capital),45336.0,2447.0,5363.0,5634.0,1067.0,147.0,108.0,3.0,2.0,34.0,8062.0,69.0,,2015.0
1247,San Fernando (RN),SAN FERNANDO,2842.0,671.0,251.0,547.0,192.0,23.0,179.0,136.0,211.0,,2.0,1.0,,2015.0
1248,San Francisco (AS),SAN FRANCISCO,7111.0,4806.0,420.0,1020.0,98.0,1632.0,645.0,56.0,913.0,62.0,368.0,20.0,,2015.0
1249,San Francisco (CU),SAN FRANCISCO,4820.0,5149.0,65.0,463.0,69.0,245.0,43.0,182.0,119.0,1007.0,116.0,,,2015.0
1250,San Francisco (QN),SAN FRANCISCO (AURORA),1820.0,5249.0,930.0,1700.0,564.0,1674.0,1297.0,472.0,159.0,10.0,27.0,1.0,,2015.0
1251,San Francisco (SL),SAN FRANCISCO,2257.0,567.0,3.0,20.0,3.0,42.0,42.0,23.0,10.0,4.0,1.0,,,2015.0
1252,San Francisco (SN),SAN FRANCISCO (ANAO-AON),2569.0,490.0,29.0,83.0,2.0,1.0,65.0,3.0,2.0,1.0,11.0,,,2015.0
1253,San Gabriel,SAN GABRIEL,107.0,192.0,617.0,504.0,35.0,253.0,1630.0,512.0,22.0,,26.0,9.0,,2015.0
1254,San Guillermo,SAN GUILLERMO,882.0,213.0,773.0,2067.0,175.0,385.0,42.0,9.0,2.0,,8.0,45.0,,2015.0
1255,San Ildefonso (BU),SAN ILDEFONSO,12272.0,866.0,4891.0,4977.0,490.0,317.0,,,111.0,21.0,305.0,7.0,,2015.0
1256,San Ildefonso (IS),SAN ILDEFONSO,13.0,,2.0,26.0,1705.0,,,,,,14.0,,,2015.0
1257,San Isidro (AA),SAN ISIDRO,2.0,1.0,5.0,90.0,306.0,12.0,244.0,421.0,,,1.0,,,2015.0
1258,San Isidro (BL),SAN ISIDRO,1077.0,133.0,6.0,9.0,23.0,102.0,553.0,256.0,34.0,,5.0,,,2015.0
1259,San Isidro (DN),SAN ISIDRO,1272.0,1795.0,37.0,331.0,49.0,1020.0,1509.0,389.0,44.0,11.0,3.0,,,2015.0
1260,San Isidro (DO),SAN ISIDRO,1626.0,1188.0,639.0,2607.0,155.0,273.0,886.0,403.0,3.0,2.0,22.0,17.0,,2015.0
1261,San Isidro (IA),SAN ISIDRO,176.0,19.0,3673.0,1940.0,2.0,1.0,,,,,20.0,,,2015.0
1262,San Isidro (LE),SAN ISIDRO,299.0,354.0,92.0,504.0,340.0,6075.0,,2.0,18.0,31.0,167.0,,,2015.0
1263,San Isidro (NS),SAN ISIDRO,391.0,3841.0,353.0,775.0,115.0,34.0,42.0,53.0,3.0,10.0,49.0,,,2015.0
