,name,city,bldg_type,Occupied Housing Units,Number of Households*,Household Population*,Average Household Size,Ratio of Households to Occupied Housing Units,Ratio of Household Population to Occupied Housing Units,year
9756,Talacogon,TALACOGON,Commercial/industrial/agricultural,10.0,10.0,47.0,4.7,1.0,4.7,2015.0
9757,Talacogon,TALACOGON,Institutional living quarter,1.0,1.0,10.0,10.0,1.0,10.0,2015.0
9758,Talacogon,TALACOGON,Others,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
9759,Talacogon,TALACOGON,Not Reported,2.0,2.0,14.0,7.0,1.0,7.0,2015.0
9760,Talaingod,TALAINGOD,Single house,5961.0,5966.0,26754.0,4.48,1.0,4.49,2015.0
9761,Talaingod,TALAINGOD,Duplex,134.0,134.0,536.0,4.0,1.0,4.0,2015.0
9762,Talaingod,TALAINGOD,Multi-unit residential,33.0,33.0,137.0,4.15,1.0,4.15,2015.0
9763,Talaingod,TALAINGOD,Commercial/industrial/agricultural,,,,,,,2015.0
9764,Talaingod,TALAINGOD,Institutional living quarter,,,,,,,2015.0
9765,Talaingod,TALAINGOD,Others,,,,,,,2015.0
9766,Talaingod,TALAINGOD,Not Reported,9.0,9.0,35.0,3.89,1.0,3.89,2015.0
9767,Talakag,TALAKAG,Single house,13115.0,13270.0,67536.0,5.09,1.01,5.15,2015.0
9768,Talakag,TALAKAG,Duplex,656.0,663.0,3038.0,4.58,1.01,4.63,2015.0
9769,Talakag,TALAKAG,Multi-unit residential,199.0,199.0,864.0,4.34,1.0,4.34,2015.0
9770,Talakag,TALAKAG,Commercial/industrial/agricultural,16.0,16.0,67.0,4.19,1.0,4.19,2015.0
9771,Talakag,TALAKAG,Institutional living quarter,,,,,,,2015.0
9772,Talakag,TALAKAG,Others,7.0,7.0,29.0,4.14,1.0,4.14,2015.0
9773,Talakag,TALAKAG,Not Reported,19.0,19.0,80.0,4.21,1.0,4.21,2015.0
9774,Talalora,TALALORA,Single house,1642.0,1649.0,7936.0,4.81,1.0,4.83,2015.0
9775,Talalora,TALALORA,Duplex,24.0,24.0,105.0,4.38,1.0,4.38,2015.0
9776,Talalora,TALALORA,Multi-unit residential,3.0,3.0,12.0,4.0,1.0,4.0,2015.0
9777,Talalora,TALALORA,Commercial/industrial/agricultural,,,,,,,2015.0
9778,Talalora,TALALORA,Institutional living quarter,,,,,,,2015.0
9779,Talalora,TALALORA,Others,,,,,,,2015.0
9780,Talalora,TALALORA,Not Reported,,,,,,,2015.0
9781,Talavera,TALAVERA,Single house,24171.0,24524.0,108890.0,4.44,1.01,4.5,2015.0
9782,Talavera,TALAVERA,Duplex,2653.0,2668.0,11056.0,4.14,1.01,4.17,2015.0
9783,Talavera,TALAVERA,Multi-unit residential,1130.0,1137.0,4619.0,4.06,1.01,4.09,2015.0
9784,Talavera,TALAVERA,Commercial/industrial/agricultural,25.0,25.0,98.0,3.92,1.0,3.92,2015.0
9785,Talavera,TALAVERA,Institutional living quarter,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
9786,Talavera,TALAVERA,Others,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
9787,Talavera,TALAVERA,Not Reported,6.0,6.0,32.0,5.33,1.0,5.33,2015.0
9788,Talayan,TALAYAN,Single house,4222.0,4660.0,29888.0,6.41,1.1,7.08,2015.0
9789,Talayan,TALAYAN,Duplex,12.0,12.0,75.0,6.25,1.0,6.25,2015.0
9790,Talayan,TALAYAN,Multi-unit residential,,,,,,,2015.0
9791,Talayan,TALAYAN,Commercial/industrial/agricultural,,,,,,,2015.0
9792,Talayan,TALAYAN,Institutional living quarter,,,,,,,2015.0
9793,Talayan,TALAYAN,Others,,,,,,,2015.0
9794,Talayan,TALAYAN,Not Reported,10.0,11.0,69.0,6.27,1.1,6.9,2015.0
9795,Talibon,TALIBON,Single house,13853.0,13916.0,65191.0,4.68,1.0,4.71,2015.0
9796,Talibon,TALIBON,Duplex,318.0,318.0,1293.0,4.07,1.0,4.07,2015.0
9797,Talibon,TALIBON,Multi-unit residential,86.0,86.0,270.0,3.14,1.0,3.14,2015.0
9798,Talibon,TALIBON,Commercial/industrial/agricultural,10.0,10.0,25.0,2.5,1.0,2.5,2015.0
9799,Talibon,TALIBON,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
9800,Talibon,TALIBON,Others,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
9801,Talibon,TALIBON,Not Reported,3.0,3.0,9.0,3.0,1.0,3.0,2015.0
9802,Talipao,TALIPAO,Single house,10603.0,10779.0,70199.0,6.51,1.02,6.62,2015.0
9803,Talipao,TALIPAO,Duplex,1040.0,1068.0,6631.0,6.21,1.03,6.38,2015.0
9804,Talipao,TALIPAO,Multi-unit residential,196.0,203.0,1241.0,6.11,1.04,6.33,2015.0
9805,Talipao,TALIPAO,Commercial/industrial/agricultural,7.0,7.0,42.0,6.0,1.0,6.0,2015.0
9806,Talipao,TALIPAO,Institutional living quarter,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
9807,Talipao,TALIPAO,Others,,,,,,,2015.0
9808,Talipao,TALIPAO,Not Reported,343.0,353.0,2135.0,6.05,1.03,6.22,2015.0
9809,Talisay (BS),TALISAY,Single house,8604.0,8731.0,40590.0,4.65,1.01,4.72,2015.0
9810,Talisay (BS),TALISAY,Duplex,628.0,637.0,2682.0,4.21,1.01,4.27,2015.0
9811,Talisay (BS),TALISAY,Multi-unit residential,444.0,448.0,1895.0,4.23,1.01,4.27,2015.0
9812,Talisay (BS),TALISAY,Commercial/industrial/agricultural,7.0,7.0,18.0,2.57,1.0,2.57,2015.0
9813,Talisay (BS),TALISAY,Institutional living quarter,,,,,,,2015.0
9814,Talisay (BS),TALISAY,Others,,,,,,,2015.0
9815,Talisay (BS),TALISAY,Not Reported,2.0,2.0,9.0,4.5,1.0,4.5,2015.0
9816,Talisay (CN),,,,,,,,,
9817,Talisay  (CU),CITY OF TALISAY,Single house,42122.0,43289.0,192795.0,4.45,1.03,4.58,2015.0
9818,Talisay  (CU),CITY OF TALISAY,Duplex,3570.0,3682.0,15380.0,4.18,1.03,4.31,2015.0
9819,Talisay  (CU),CITY OF TALISAY,Multi-unit residential,4130.0,4216.0,15692.0,3.72,1.02,3.8,2015.0
9820,Talisay  (CU),CITY OF TALISAY,Commercial/industrial/agricultural,31.0,31.0,106.0,3.42,1.0,3.42,2015.0
9821,Talisay  (CU),CITY OF TALISAY,Institutional living quarter,3.0,3.0,17.0,5.67,1.0,5.67,2015.0
9822,Talisay  (CU),CITY OF TALISAY,Others,2.0,2.0,6.0,3.0,1.0,3.0,2015.0
9823,Talisay  (CU),CITY OF TALISAY,Not Reported,13.0,16.0,79.0,4.94,1.23,6.08,2015.0
9824,Talisay (NO),CITY OF TALISAY,Single house,21089.0,21335.0,94713.0,4.44,1.01,4.49,2015.0
9825,Talisay (NO),CITY OF TALISAY,Duplex,1302.0,1320.0,5441.0,4.12,1.01,4.18,2015.0
9826,Talisay (NO),CITY OF TALISAY,Multi-unit residential,433.0,435.0,1648.0,3.79,1.0,3.81,2015.0
9827,Talisay (NO),CITY OF TALISAY,Commercial/industrial/agricultural,6.0,6.0,23.0,3.83,1.0,3.83,2015.0
9828,Talisay (NO),CITY OF TALISAY,Institutional living quarter,,,,,,,2015.0
9829,Talisay (NO),CITY OF TALISAY,Others,2.0,2.0,6.0,3.0,1.0,3.0,2015.0
9830,Talisay (NO),CITY OF TALISAY,Not Reported,8.0,9.0,33.0,3.67,1.13,4.13,2015.0
9831,Talisayan,TALISAYAN,Single house,5059.0,5138.0,23371.0,4.55,1.02,4.62,2015.0
9832,Talisayan,TALISAYAN,Duplex,182.0,183.0,828.0,4.52,1.01,4.55,2015.0
9833,Talisayan,TALISAYAN,Multi-unit residential,65.0,66.0,270.0,4.09,1.02,4.15,2015.0
9834,Talisayan,TALISAYAN,Commercial/industrial/agricultural,,,,,,,2015.0
9835,Talisayan,TALISAYAN,Institutional living quarter,,,,,,,2015.0
9836,Talisayan,TALISAYAN,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
9837,Talisayan,TALISAYAN,Not Reported,3.0,3.0,15.0,5.0,1.0,5.0,2015.0
9838,Talitay,TALITAY,Single house,2262.0,2297.0,14050.0,6.12,1.02,6.21,2015.0
9839,Talitay,TALITAY,Duplex,82.0,82.0,511.0,6.23,1.0,6.23,2015.0
9840,Talitay,TALITAY,Multi-unit residential,43.0,43.0,259.0,6.02,1.0,6.02,2015.0
9841,Talitay,TALITAY,Commercial/industrial/agricultural,3.0,3.0,19.0,6.33,1.0,6.33,2015.0
9842,Talitay,TALITAY,Institutional living quarter,,,,,,,2015.0
9843,Talitay,TALITAY,Others,,,,,,,2015.0
9844,Talitay,TALITAY,Not Reported,,,,,,,2015.0
9845,Talugtug,TALUGTUG,Single house,5521.0,5563.0,22802.0,4.1,1.01,4.13,2015.0
9846,Talugtug,TALUGTUG,Duplex,214.0,215.0,806.0,3.75,1.0,3.77,2015.0
9847,Talugtug,TALUGTUG,Multi-unit residential,30.0,30.0,134.0,4.47,1.0,4.47,2015.0
9848,Talugtug,TALUGTUG,Commercial/industrial/agricultural,3.0,3.0,22.0,7.33,1.0,7.33,2015.0
9849,Talugtug,TALUGTUG,Institutional living quarter,,,,,,,2015.0
9850,Talugtug,TALUGTUG,Others,,,,,,,2015.0
9851,Talugtug,TALUGTUG,Not Reported,8.0,9.0,34.0,3.78,1.13,4.25,2015.0
9852,Talusan,TALUSAN,Single house,4846.0,4935.0,28519.0,5.78,1.02,5.89,2015.0
9853,Talusan,TALUSAN,Duplex,204.0,205.0,1154.0,5.63,1.0,5.66,2015.0
9854,Talusan,TALUSAN,Multi-unit residential,35.0,35.0,161.0,4.6,1.0,4.6,2015.0
9855,Talusan,TALUSAN,Commercial/industrial/agricultural,4.0,4.0,22.0,5.5,1.0,5.5,2015.0
9856,Talusan,TALUSAN,Institutional living quarter,,,,,,,2015.0
9857,Talusan,TALUSAN,Others,,,,,,,2015.0
9858,Talusan,TALUSAN,Not Reported,12.0,12.0,55.0,4.58,1.0,4.58,2015.0
9859,Tambulig,TAMBULIG,Single house,7493.0,7524.0,35248.0,4.68,1.0,4.7,2015.0
9860,Tambulig,TAMBULIG,Duplex,151.0,151.0,703.0,4.66,1.0,4.66,2015.0
9861,Tambulig,TAMBULIG,Multi-unit residential,31.0,31.0,120.0,3.87,1.0,3.87,2015.0
9862,Tambulig,TAMBULIG,Commercial/industrial/agricultural,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
9863,Tambulig,TAMBULIG,Institutional living quarter,1.0,1.0,8.0,8.0,1.0,8.0,2015.0
9864,Tambulig,TAMBULIG,Others,,,,,,,2015.0
9865,Tambulig,TAMBULIG,Not Reported,7.0,7.0,37.0,5.29,1.0,5.29,2015.0
9866,Tampakan,TAMPAKAN,Single house,9083.0,9131.0,38300.0,4.19,1.01,4.22,2015.0
9867,Tampakan,TAMPAKAN,Duplex,196.0,197.0,716.0,3.63,1.01,3.65,2015.0
9868,Tampakan,TAMPAKAN,Multi-unit residential,75.0,79.0,283.0,3.58,1.05,3.77,2015.0
9869,Tampakan,TAMPAKAN,Commercial/industrial/agricultural,33.0,33.0,122.0,3.7,1.0,3.7,2015.0
9870,Tampakan,TAMPAKAN,Institutional living quarter,2.0,2.0,5.0,2.5,1.0,2.5,2015.0
9871,Tampakan,TAMPAKAN,Others,,,,,,,2015.0
9872,Tampakan,TAMPAKAN,Not Reported,2.0,2.0,12.0,6.0,1.0,6.0,2015.0
9873,Tamparan,TAMPARAN,Single house,1291.0,2678.0,17936.0,6.7,2.07,13.89,2015.0
9874,Tamparan,TAMPARAN,Duplex,374.0,684.0,4853.0,7.1,1.83,12.98,2015.0
9875,Tamparan,TAMPARAN,Multi-unit residential,356.0,424.0,2959.0,6.98,1.19,8.31,2015.0
9876,Tamparan,TAMPARAN,Commercial/industrial/agricultural,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
9877,Tamparan,TAMPARAN,Institutional living quarter,,,,,,,2015.0
9878,Tamparan,TAMPARAN,Others,,,,,,,2015.0
9879,Tamparan,TAMPARAN,Not Reported,,,,,,,2015.0
9880,Tampilisan,TAMPILISAN,Single house,5467.0,5470.0,23592.0,4.31,1.0,4.32,2015.0
9881,Tampilisan,TAMPILISAN,Duplex,138.0,138.0,513.0,3.72,1.0,3.72,2015.0
9882,Tampilisan,TAMPILISAN,Multi-unit residential,40.0,40.0,126.0,3.15,1.0,3.15,2015.0
9883,Tampilisan,TAMPILISAN,Commercial/industrial/agricultural,4.0,4.0,6.0,1.5,1.0,1.5,2015.0
9884,Tampilisan,TAMPILISAN,Institutional living quarter,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
9885,Tampilisan,TAMPILISAN,Others,,,,,,,2015.0
9886,Tampilisan,TAMPILISAN,Not Reported,4.0,4.0,20.0,5.0,1.0,5.0,2015.0
9887,Tanauan (BS),CITY OF TANAUAN,Single house,33436.0,34136.0,157000.0,4.6,1.02,4.7,2015.0
9888,Tanauan (BS),CITY OF TANAUAN,Duplex,1782.0,1816.0,7740.0,4.26,1.02,4.34,2015.0
9889,Tanauan (BS),CITY OF TANAUAN,Multi-unit residential,2152.0,2224.0,8024.0,3.61,1.03,3.73,2015.0
9890,Tanauan (BS),CITY OF TANAUAN,Commercial/industrial/agricultural,37.0,44.0,114.0,2.59,1.19,3.08,2015.0
9891,Tanauan (BS),CITY OF TANAUAN,Institutional living quarter,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
9892,Tanauan (BS),CITY OF TANAUAN,Others,7.0,7.0,32.0,4.57,1.0,4.57,2015.0
9893,Tanauan (BS),CITY OF TANAUAN,Not Reported,9.0,9.0,70.0,7.78,1.0,7.78,2015.0
9894,Tanauan (LE),TANAUAN,Single house,12714.0,12859.0,52252.0,4.06,1.01,4.11,2015.0
9895,Tanauan (LE),TANAUAN,Duplex,408.0,411.0,1705.0,4.15,1.01,4.18,2015.0
9896,Tanauan (LE),TANAUAN,Multi-unit residential,218.0,218.0,905.0,4.15,1.0,4.15,2015.0
9897,Tanauan (LE),TANAUAN,Commercial/industrial/agricultural,18.0,18.0,53.0,2.94,1.0,2.94,2015.0
9898,Tanauan (LE),TANAUAN,Institutional living quarter,,,,,,,2015.0
9899,Tanauan (LE),TANAUAN,Others,12.0,12.0,38.0,3.17,1.0,3.17,2015.0
9900,Tanauan (LE),TANAUAN,Not Reported,,,,,,,2015.0
9901,Tanay,TANAY,Single house,18120.0,18371.0,84192.0,4.58,1.01,4.65,2015.0
9902,Tanay,TANAY,Duplex,2748.0,2804.0,11927.0,4.25,1.02,4.34,2015.0
9903,Tanay,TANAY,Multi-unit residential,4537.0,4599.0,20138.0,4.38,1.01,4.44,2015.0
9904,Tanay,TANAY,Commercial/industrial/agricultural,47.0,51.0,195.0,3.82,1.09,4.15,2015.0
9905,Tanay,TANAY,Institutional living quarter,4.0,4.0,19.0,4.75,1.0,4.75,2015.0
9906,Tanay,TANAY,Others,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
9907,Tanay,TANAY,Not Reported,6.0,6.0,27.0,4.5,1.0,4.5,2015.0
9908,Tandag,CITY OF TANDAG (Capital),Single house,10183.0,10209.0,47649.0,4.67,1.0,4.68,2015.0
9909,Tandag,CITY OF TANDAG (Capital),Duplex,1011.0,1013.0,4326.0,4.27,1.0,4.28,2015.0
9910,Tandag,CITY OF TANDAG (Capital),Multi-unit residential,803.0,804.0,2921.0,3.63,1.0,3.64,2015.0
9911,Tandag,CITY OF TANDAG (Capital),Commercial/industrial/agricultural,15.0,15.0,83.0,5.53,1.0,5.53,2015.0
9912,Tandag,CITY OF TANDAG (Capital),Institutional living quarter,,,,,,,2015.0
9913,Tandag,CITY OF TANDAG (Capital),Others,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
9914,Tandag,CITY OF TANDAG (Capital),Not Reported,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
9915,Tandubas,TANDUBAS,Single house,3805.0,4788.0,28692.0,5.99,1.26,7.54,2015.0
9916,Tandubas,TANDUBAS,Duplex,70.0,80.0,500.0,6.25,1.14,7.14,2015.0
9917,Tandubas,TANDUBAS,Multi-unit residential,3.0,3.0,18.0,6.0,1.0,6.0,2015.0
9918,Tandubas,TANDUBAS,Commercial/industrial/agricultural,11.0,15.0,81.0,5.4,1.36,7.36,2015.0
9919,Tandubas,TANDUBAS,Institutional living quarter,,,,,,,2015.0
9920,Tandubas,TANDUBAS,Others,,,,,,,2015.0
9921,Tandubas,TANDUBAS,Not Reported,13.0,20.0,99.0,4.95,1.54,7.62,2015.0
9922,Tangalan,TANGALAN,Single house,4790.0,4860.0,21371.0,4.4,1.01,4.46,2015.0
9923,Tangalan,TANGALAN,Duplex,120.0,121.0,501.0,4.14,1.01,4.18,2015.0
9924,Tangalan,TANGALAN,Multi-unit residential,9.0,9.0,39.0,4.33,1.0,4.33,2015.0
9925,Tangalan,TANGALAN,Commercial/industrial/agricultural,,,,,,,2015.0
9926,Tangalan,TANGALAN,Institutional living quarter,,,,,,,2015.0
9927,Tangalan,TANGALAN,Others,,,,,,,2015.0
9928,Tangalan,TANGALAN,Not Reported,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
9929,Tangcal,TANGCAL,Single house,1858.0,2015.0,12686.0,6.3,1.08,6.83,2015.0
9930,Tangcal,TANGCAL,Duplex,250.0,264.0,1698.0,6.43,1.06,6.79,2015.0
9931,Tangcal,TANGCAL,Multi-unit residential,117.0,122.0,776.0,6.36,1.04,6.63,2015.0
9932,Tangcal,TANGCAL,Commercial/industrial/agricultural,2.0,4.0,18.0,4.5,2.0,9.0,2015.0
9933,Tangcal,TANGCAL,Institutional living quarter,,,,,,,2015.0
9934,Tangcal,TANGCAL,Others,,,,,,,2015.0
9935,Tangcal,TANGCAL,Not Reported,,,,,,,2015.0
9936,Tangub,TANGUB CITY,Single house,12241.0,12405.0,60002.0,4.84,1.01,4.9,2015.0
9937,Tangub,TANGUB CITY,Duplex,418.0,421.0,1888.0,4.48,1.01,4.52,2015.0
9938,Tangub,TANGUB CITY,Multi-unit residential,187.0,189.0,812.0,4.3,1.01,4.34,2015.0
9939,Tangub,TANGUB CITY,Commercial/industrial/agricultural,9.0,11.0,35.0,3.18,1.22,3.89,2015.0
9940,Tangub,TANGUB CITY,Institutional living quarter,6.0,6.0,18.0,3.0,1.0,3.0,2015.0
9941,Tangub,TANGUB CITY,Others,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
9942,Tangub,TANGUB CITY,Not Reported,6.0,7.0,35.0,5.0,1.17,5.83,2015.0
9943,Tanjay,CITY OF TANJAY,Single house,16845.0,17576.0,74649.0,4.25,1.04,4.43,2015.0
9944,Tanjay,CITY OF TANJAY,Duplex,1018.0,1039.0,4129.0,3.97,1.02,4.06,2015.0
9945,Tanjay,CITY OF TANJAY,Multi-unit residential,380.0,388.0,1463.0,3.77,1.02,3.85,2015.0
9946,Tanjay,CITY OF TANJAY,Commercial/industrial/agricultural,20.0,20.0,83.0,4.15,1.0,4.15,2015.0
9947,Tanjay,CITY OF TANJAY,Institutional living quarter,,,,,,,2015.0
9948,Tanjay,CITY OF TANJAY,Others,,,,,,,2015.0
9949,Tanjay,CITY OF TANJAY,Not Reported,18.0,20.0,94.0,4.7,1.11,5.22,2015.0
9950,Tantangan,TANTANGAN,Single house,10070.0,10092.0,42075.0,4.17,1.0,4.18,2015.0
9951,Tantangan,TANTANGAN,Duplex,255.0,255.0,955.0,3.75,1.0,3.75,2015.0
9952,Tantangan,TANTANGAN,Multi-unit residential,33.0,33.0,94.0,2.85,1.0,2.85,2015.0
9953,Tantangan,TANTANGAN,Commercial/industrial/agricultural,5.0,5.0,23.0,4.6,1.0,4.6,2015.0
9954,Tantangan,TANTANGAN,Institutional living quarter,2.0,2.0,7.0,3.5,1.0,3.5,2015.0
9955,Tantangan,TANTANGAN,Others,,,,,,,2015.0
9956,Tantangan,TANTANGAN,Not Reported,9.0,9.0,39.0,4.33,1.0,4.33,2015.0
9957,Tanudan,TANUDAN,Single house,1568.0,1568.0,9534.0,6.08,1.0,6.08,2015.0
9958,Tanudan,TANUDAN,Duplex,,,,,,,2015.0
9959,Tanudan,TANUDAN,Multi-unit residential,,,,,,,2015.0
9960,Tanudan,TANUDAN,Commercial/industrial/agricultural,,,,,,,2015.0
9961,Tanudan,TANUDAN,Institutional living quarter,,,,,,,2015.0
9962,Tanudan,TANUDAN,Others,,,,,,,2015.0
9963,Tanudan,TANUDAN,Not Reported,,,,,,,2015.0
9964,Tanza,TANZA,Single house,29372.0,29822.0,128848.0,4.32,1.02,4.39,2015.0
9965,Tanza,TANZA,Duplex,7672.0,7736.0,29538.0,3.82,1.01,3.85,2015.0
9966,Tanza,TANZA,Multi-unit residential,16564.0,16804.0,67180.0,4.0,1.01,4.06,2015.0
9967,Tanza,TANZA,Commercial/industrial/agricultural,79.0,79.0,299.0,3.78,1.0,3.78,2015.0
9968,Tanza,TANZA,Institutional living quarter,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
9969,Tanza,TANZA,Others,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
9970,Tanza,TANZA,Not Reported,3.0,3.0,8.0,2.67,1.0,2.67,2015.0
9971,Tapaz,TAPAZ,Single house,11979.0,12063.0,50821.0,4.21,1.01,4.24,2015.0
9972,Tapaz,TAPAZ,Duplex,68.0,69.0,298.0,4.32,1.01,4.38,2015.0
9973,Tapaz,TAPAZ,Multi-unit residential,41.0,41.0,172.0,4.2,1.0,4.2,2015.0
9974,Tapaz,TAPAZ,Commercial/industrial/agricultural,5.0,5.0,21.0,4.2,1.0,4.2,2015.0
9975,Tapaz,TAPAZ,Institutional living quarter,,,,,,,2015.0
9976,Tapaz,TAPAZ,Others,,,,,,,2015.0
9977,Tapaz,TAPAZ,Not Reported,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
9978,Tapul,TAPUL,Single house,3095.0,3129.0,18060.0,5.77,1.01,5.84,2015.0
9979,Tapul,TAPUL,Duplex,4.0,4.0,14.0,3.5,1.0,3.5,2015.0
9980,Tapul,TAPUL,Multi-unit residential,,,,,,,2015.0
9981,Tapul,TAPUL,Commercial/industrial/agricultural,2.0,2.0,9.0,4.5,1.0,4.5,2015.0
9982,Tapul,TAPUL,Institutional living quarter,,,,,,,2015.0
9983,Tapul,TAPUL,Others,,,,,,,2015.0
9984,Tapul,TAPUL,Not Reported,22.0,22.0,114.0,5.18,1.0,5.18,2015.0
9985,Taraka,TARAKA,Single house,525.0,1384.0,9442.0,6.82,2.64,17.98,2015.0
9986,Taraka,TARAKA,Duplex,410.0,754.0,5051.0,6.7,1.84,12.32,2015.0
9987,Taraka,TARAKA,Multi-unit residential,1052.0,1325.0,9131.0,6.89,1.26,8.68,2015.0
9988,Taraka,TARAKA,Commercial/industrial/agricultural,,,,,,,2015.0
9989,Taraka,TARAKA,Institutional living quarter,,,,,,,2015.0
9990,Taraka,TARAKA,Others,,,,,,,2015.0
9991,Taraka,TARAKA,Not Reported,,,,,,,2015.0
9992,Tarangnan,TARANGNAN,Single house,5209.0,5438.0,24436.0,4.49,1.04,4.69,2015.0
9993,Tarangnan,TARANGNAN,Duplex,120.0,121.0,466.0,3.85,1.01,3.88,2015.0
9994,Tarangnan,TARANGNAN,Multi-unit residential,9.0,9.0,27.0,3.0,1.0,3.0,2015.0
9995,Tarangnan,TARANGNAN,Commercial/industrial/agricultural,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
9996,Tarangnan,TARANGNAN,Institutional living quarter,,,,,,,2015.0
9997,Tarangnan,TARANGNAN,Others,,,,,,,2015.0
9998,Tarangnan,TARANGNAN,Not Reported,8.0,11.0,50.0,4.55,1.38,6.25,2015.0
9999,Tarlac,CITY OF TARLAC (Capital),Single house,64286.0,65318.0,298029.0,4.56,1.02,4.64,2015.0
10000,Tarlac,CITY OF TARLAC (Capital),Duplex,5595.0,5650.0,24350.0,4.31,1.01,4.35,2015.0
10001,Tarlac,CITY OF TARLAC (Capital),Multi-unit residential,4428.0,4456.0,18125.0,4.07,1.01,4.09,2015.0
10002,Tarlac,CITY OF TARLAC (Capital),Commercial/industrial/agricultural,97.0,97.0,380.0,3.92,1.0,3.92,2015.0
10003,Tarlac,CITY OF TARLAC (Capital),Institutional living quarter,2.0,4.0,13.0,3.25,2.0,6.5,2015.0
10004,Tarlac,CITY OF TARLAC (Capital),Others,2.0,2.0,7.0,3.5,1.0,3.5,2015.0
10005,Tarlac,CITY OF TARLAC (Capital),Not Reported,19.0,19.0,84.0,4.42,1.0,4.42,2015.0
10006,Tarragona,TARRAGONA,Single house,5324.0,5451.0,24918.0,4.57,1.02,4.68,2015.0
10007,Tarragona,TARRAGONA,Duplex,252.0,257.0,1057.0,4.11,1.02,4.19,2015.0
10008,Tarragona,TARRAGONA,Multi-unit residential,44.0,44.0,167.0,3.8,1.0,3.8,2015.0
10009,Tarragona,TARRAGONA,Commercial/industrial/agricultural,5.0,5.0,20.0,4.0,1.0,4.0,2015.0
10010,Tarragona,TARRAGONA,Institutional living quarter,,,,,,,2015.0
10011,Tarragona,TARRAGONA,Others,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
10012,Tarragona,TARRAGONA,Not Reported,6.0,7.0,32.0,4.57,1.17,5.33,2015.0
10013,Tayabas,CITY OF TAYABAS,Single house,17870.0,18397.0,78219.0,4.25,1.03,4.38,2015.0
10014,Tayabas,CITY OF TAYABAS,Duplex,2241.0,2290.0,9394.0,4.1,1.02,4.19,2015.0
10015,Tayabas,CITY OF TAYABAS,Multi-unit residential,3038.0,3090.0,11858.0,3.84,1.02,3.9,2015.0
10016,Tayabas,CITY OF TAYABAS,Commercial/industrial/agricultural,36.0,44.0,136.0,3.09,1.22,3.78,2015.0
10017,Tayabas,CITY OF TAYABAS,Institutional living quarter,,,,,,,2015.0
10018,Tayabas,CITY OF TAYABAS,Others,,,,,,,2015.0
10019,Tayabas,CITY OF TAYABAS,Not Reported,13.0,16.0,64.0,4.0,1.23,4.92,2015.0
10020,Tayasan,TAYASAN,Single house,8285.0,8457.0,34871.0,4.12,1.02,4.21,2015.0
10021,Tayasan,TAYASAN,Duplex,144.0,148.0,527.0,3.56,1.03,3.66,2015.0
10022,Tayasan,TAYASAN,Multi-unit residential,10.0,10.0,30.0,3.0,1.0,3.0,2015.0
10023,Tayasan,TAYASAN,Commercial/industrial/agricultural,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
10024,Tayasan,TAYASAN,Institutional living quarter,,,,,,,2015.0
10025,Tayasan,TAYASAN,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
10026,Tayasan,TAYASAN,Not Reported,4.0,4.0,25.0,6.25,1.0,6.25,2015.0
10027,Taysan,TAYSAN,Single house,8266.0,8299.0,37099.0,4.47,1.0,4.49,2015.0
10028,Taysan,TAYSAN,Duplex,162.0,162.0,680.0,4.2,1.0,4.2,2015.0
10029,Taysan,TAYSAN,Multi-unit residential,44.0,44.0,147.0,3.34,1.0,3.34,2015.0
10030,Taysan,TAYSAN,Commercial/industrial/agricultural,3.0,3.0,7.0,2.33,1.0,2.33,2015.0
10031,Taysan,TAYSAN,Institutional living quarter,,,,,,,2015.0
10032,Taysan,TAYSAN,Others,2.0,2.0,14.0,7.0,1.0,7.0,2015.0
10033,Taysan,TAYSAN,Not Reported,2.0,2.0,8.0,4.0,1.0,4.0,2015.0
10034,Taytay (PN),TAYTAY,Single house,15341.0,15470.0,71756.0,4.64,1.01,4.68,2015.0
10035,Taytay (PN),TAYTAY,Duplex,384.0,391.0,1554.0,3.97,1.02,4.05,2015.0
10036,Taytay (PN),TAYTAY,Multi-unit residential,191.0,195.0,747.0,3.83,1.02,3.91,2015.0
