,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
3682,Dagami,39.0,7.4,34.2,43.7,2015
3683,Dagohoy,35.2,10.3,29.2,41.1,2015
3684,Daguioman,30.3,16.6,22.0,38.6,2015
3685,Dagupan,9.2,16.7,6.7,11.7,2015
3686,Dalaguete,33.6,7.5,29.5,37.7,2015
3687,Damulog,61.5,8.7,52.7,70.2,2015
3688,Danao (BL),35.1,9.4,29.6,40.5,2015
3689,Danao (CU),21.3,9.5,18.0,24.7,2015
3690,Dangcagan,43.1,12.0,34.6,51.6,2015
3691,Danglas,21.4,16.8,15.5,27.4,2015
3692,Dao,17.6,17.0,12.7,22.5,2015
3693,Dapa,39.9,8.1,34.6,45.3,2015
3694,Dapitan,36.1,6.7,32.2,40.1,2015
3695,Daraga,17.2,10.1,14.4,20.1,2015
3696,Daram,50.6,8.6,43.5,57.7,2015
3697,Dasmarinas,5.8,13.0,4.6,7.1,2015
3698,Dasol,12.8,16.4,9.4,16.3,2015
3699,Datu Abdullah Sangki,53.6,17.6,38.1,69.2,2015
3700,Datu Anggal Midtimbang,58.8,20.4,39.1,78.4,2015
3701,Datu Blah Sinsuat,61.0,11.2,49.7,72.2,2015
3702,Datu Hoffer Ampatuan,61.7,13.9,47.6,75.8,2015
3703,Datu Odin Sinsuat,44.6,15.3,33.4,55.8,2015
3704,Datu Paglas,52.7,13.7,40.8,64.6,2015
3705,Datu Piang,57.5,19.7,38.9,76.2,2015
3706,Datu Salibo,55.2,16.8,40.0,70.5,2015
3707,Datu Saudi-Ampatuan,59.8,17.5,42.6,77.0,2015
3708,Datu Unsay,57.6,17.7,40.9,74.3,2015
3709,Dauin,34.7,7.7,30.3,39.1,2015
3710,Dauis,14.4,17.0,10.4,18.5,2015
3711,Davao,9.2,8.9,7.9,10.5,2015
3712,Del Carmen,37.2,7.9,32.4,42.0,2015
3713,Delfin Albano,13.6,13.6,10.6,16.7,2015
3714,Del Gallego,44.7,6.5,40.0,49.5,2015
3715,Diadi,15.0,20.3,10.0,20.0,2015
3716,Diffun,13.4,13.9,10.3,16.4,2015
3717,Digos,14.2,13.3,11.1,17.3,2015
3718,Dilasag,12.4,22.9,7.7,17.1,2015
3719,Dimasalang,44.0,8.3,37.9,50.0,2015
3720,Dimataling,48.9,8.6,42.0,55.9,2015
3721,Dimiao,27.1,9.9,22.7,31.6,2015
3722,Dinagat,43.9,9.5,37.0,50.8,2015
3723,Dinalungan,9.1,22.6,5.7,12.5,2015
3724,Dinalupihan,13.8,13.1,10.9,16.8,2015
3725,Dinapigue,14.7,29.7,7.5,21.9,2015
3726,Dinas,46.9,7.4,41.2,52.6,2015
3727,Dingalan,14.6,20.4,9.7,19.5,2015
3728,Dingle,21.8,12.8,17.2,26.4,2015
3729,Dingras,11.7,15.5,8.7,14.7,2015
3730,Dipaculao,12.3,14.1,9.4,15.1,2015
3731,Diplahan,36.5,10.1,30.4,42.5,2015
3732,Dipolog,14.5,15.8,10.7,18.3,2015
3733,Ditsaan-Ramain,64.2,8.2,55.5,72.9,2015
3734,Divilacan,26.2,18.1,18.4,33.9,2015
3735,Dolores (AA),16.3,11.5,13.2,19.4,2015
3736,Dolores (ES),47.3,6.0,42.6,51.9,2015
3737,Dolores (QN),9.5,19.4,6.5,12.5,2015
3738,Don Carlos,39.0,10.3,32.4,45.6,2015
3739,Don Marcelino,59.6,12.3,47.5,71.7,2015
3740,Donsol,46.8,7.9,40.7,52.9,2015
3741,Don Victoriano Chiongbian,59.1,8.5,50.8,67.4,2015
3742,Dona Remedios Trinidad,18.9,27.3,10.4,27.3,2015
3743,Duero,29.6,9.7,24.9,34.3,2015
3744,Duenas,24.7,11.9,19.8,29.5,2015
3745,Dulag,31.5,8.6,27.0,35.9,2015
3746,Dumaguete,11.8,15.0,8.9,14.7,2015
3747,Dumalag,15.9,21.9,10.2,21.6,2015
3748,Dumalinao,43.1,8.1,37.4,48.8,2015
3749,Dumalneg,12.1,46.0,2.9,21.3,2015
3750,Dumangas,21.0,13.2,16.4,25.6,2015
3751,Dumanjug,30.9,9.1,26.3,35.5,2015
3752,Dumaran,24.3,16.0,17.9,30.7,2015
3753,Dumarao,20.8,15.0,15.7,25.9,2015
3754,Dumingag,48.3,6.3,43.3,53.3,2015
3755,Dupax Del Norte,12.8,27.8,7.0,18.7,2015
3756,Dupax Del Sur,14.4,23.3,8.9,20.0,2015
3757,Echague,15.8,9.4,13.3,18.2,2015
3758,El Nido,22.1,14.4,16.9,27.4,2015
3759,El Salvador,27.1,13.7,20.9,33.2,2015
3760,Enrile,12.6,14.8,9.5,15.7,2015
3761,E. B. Magalona,19.9,15.8,14.7,25.1,2015
3762,Enrique Villanueva,23.0,14.6,17.5,28.5,2015
3763,Escalante,23.8,16.1,17.5,30.1,2015
3764,Esperanza (AS),50.5,5.9,45.6,55.4,2015
3765,Esperanza (MS),48.2,8.7,41.3,55.1,2015
3766,Esperanza (SK),33.4,7.5,29.3,37.5,2015
3767,Estancia,24.0,14.7,18.2,29.8,2015
3768,Famy,10.2,20.3,6.8,13.6,2015
3769,Ferrol,33.2,16.5,24.2,42.2,2015
3770,Flora,17.8,13.7,13.8,21.8,2015
3771,Floridablanca,13.1,16.9,9.5,16.8,2015
3772,Gabaldon,17.8,15.7,13.2,22.4,2015
3773,Gainza,38.8,10.7,32.0,45.6,2015
3774,Galimuyod,13.0,16.5,9.5,16.5,2015
3775,Gamay,44.3,9.8,37.1,51.4,2015
3776,Gamu,13.3,18.1,9.3,17.2,2015
3777,Ganassi,63.2,9.5,53.3,73.0,2015
3778,Gandara,45.9,7.5,40.2,51.5,2015
3779,Gapan,14.6,14.7,11.0,18.1,2015
3780,Garchitorena,59.7,5.1,54.7,64.8,2015
3781,Garcia-Hernandez,26.3,8.7,22.6,30.1,2015
3782,Gasan,14.9,13.8,11.5,18.3,2015
3783,Gattaran,14.8,10.9,12.2,17.5,2015
3784,Gen. Emilio Aguinaldo,9.6,8.7,8.2,11.0,2015
3785,General Luna (QN),27.5,9.1,23.4,31.6,2015
3786,General Luna  (SN),41.1,8.5,35.3,46.8,2015
3787,General Macarthur,48.4,8.3,41.8,55.0,2015
3788,General Mamerto Natividad,16.7,14.2,12.8,20.6,2015
3789,General Nakar,31.5,15.2,23.6,39.4,2015
3790,General Santos,23.5,9.7,19.7,27.2,2015
3791,General Tinio,14.9,20.5,9.9,20.0,2015
3792,General Trias,3.9,15.6,2.9,4.9,2015
3793,Gen. Mariano Alvarez,8.0,13.4,6.3,9.8,2015
3794,Gen S.K Pendatun,58.6,11.2,47.8,69.3,2015
3795,Gerona,12.8,11.1,10.5,15.2,2015
3796,Getafe,42.9,7.8,37.4,48.5,2015
3797,Gigaquit,40.5,9.2,34.4,46.7,2015
3798,Gigmoto,48.2,10.0,40.3,56.2,2015
3799,Ginatilan,33.3,9.9,27.9,38.7,2015
3800,Gingoog,29.6,7.8,25.9,33.4,2015
3801,Giporlos,43.2,8.9,36.8,49.5,2015
3802,Gitagum,41.6,13.8,32.1,51.0,2015
3803,Glan,52.6,3.9,49.3,56.0,2015
3804,Gloria,16.9,15.4,12.6,21.2,2015
3805,Goa,35.4,6.2,31.8,39.0,2015
3806,Godod,68.2,6.5,61.0,75.5,2015
3807,Gonzaga,13.1,15.6,9.7,16.5,2015
3808,Governor Generoso,34.4,14.7,26.1,42.7,2015
3809,Gregorio Del Pilar,19.3,21.5,12.4,26.1,2015
3810,Guagua,7.7,15.7,5.7,9.7,2015
3811,Gubat,30.5,10.8,25.1,36.0,2015
3812,Guiguinto (BU),5.7,26.9,3.2,8.2,2015
3813,Guihulngan,54.0,4.5,50.1,58.0,2015
3814,Guimba,18.9,10.3,15.7,22.1,2015
3815,Guimbal,16.8,14.7,12.7,20.8,2015
3816,Guinayangan,22.5,14.5,17.1,27.8,2015
3817,Guindulman,30.0,9.4,25.4,34.6,2015
3818,Guindulungan,62.7,14.9,47.3,78.1,2015
3819,Guinobatan,23.4,9.6,19.7,27.1,2015
3820,Guinsiliban,61.0,6.6,54.5,67.6,2015
3821,Guipos,42.5,10.4,35.2,49.7,2015
3822,Guiuan,34.6,6.9,30.7,38.5,2015
3823,Gumaca,13.1,13.1,10.3,15.9,2015
3824,Gutalac,61.4,6.0,55.3,67.5,2015
3825,Hadji Mohammad Ajul,56.1,15.2,42.0,70.1,2015
3826,Hadji Muhtamad,57.2,15.1,43.0,71.4,2015
3827,Hadji Panglima Tahil,50.1,25.1,29.4,70.7,2015
3828,Hagonoy (BU),6.1,19.1,4.2,8.1,2015
3829,Hagonoy (DS),20.4,17.6,14.5,26.3,2015
3830,Hamtic,20.8,11.9,16.8,24.9,2015
3831,Hermosa,14.1,15.7,10.5,17.7,2015
3832,Hernani,43.4,11.1,35.5,51.3,2015
3833,Hilongos,33.9,7.6,29.6,38.1,2015
3834,Himamaylan,19.8,15.8,14.6,24.9,2015
3835,Hinabangan,39.4,10.2,32.8,46.0,2015
3836,Hinatuan,40.3,6.5,36.0,44.6,2015
3837,Hindang,28.1,12.4,22.4,33.9,2015
3838,Hingyon,32.4,8.7,27.7,37.0,2015
3839,Hinigaran,16.6,17.9,11.7,21.4,2015
3840,Hinobaan,26.3,16.5,19.2,33.4,2015
3841,Hinunangan,40.2,7.8,35.0,45.4,2015
3842,Hinundayan,37.1,9.5,31.3,42.9,2015
3843,Hungduan,27.0,11.3,22.0,32.0,2015
3844,Iba,16.8,19.0,11.5,22.0,2015
3845,Ibaan,7.2,19.4,4.9,9.5,2015
3846,Ibajay,21.8,13.5,16.9,26.6,2015
3847,Igbaras,25.4,11.0,20.8,30.0,2015
3848,Iguig,12.5,15.6,9.3,15.7,2015
3849,Ilagan,13.3,10.5,11.0,15.6,2015
3850,Iligan,17.3,12.8,13.6,20.9,2015
3851,Ilog,19.2,23.5,11.8,26.6,2015
3852,Iloilo,13.5,11.3,11.0,16.0,2015
3853,Imelda,37.8,9.8,31.7,43.9,2015
3854,Impasug-Ong,58.0,11.6,46.9,69.1,2015
3855,Imus,4.9,13.8,3.8,6.0,2015
3856,Inabanga,31.1,8.1,27.0,35.3,2015
3857,Indanan,50.2,13.0,39.4,60.9,2015
3858,Indang,5.5,17.4,3.9,7.1,2015
3859,Infanta (PS),14.2,16.7,10.3,18.1,2015
3860,Infanta (QN),11.9,20.7,7.9,16.0,2015
3861,Initao,31.9,15.3,23.8,39.9,2015
3862,Inopacan,35.4,10.1,29.5,41.2,2015
3863,Ipil,23.2,11.4,18.9,27.6,2015
3864,Iriga,28.4,7.1,25.1,31.7,2015
3865,Irosin,37.3,10.4,31.0,43.7,2015
3866,Isabel,23.4,12.8,18.5,28.4,2015
3867,Isabela (BAS),,,,,2015
3868,Isabela (NO),26.8,13.5,20.9,32.8,2015
3869,Igacos,28.5,9.7,24.0,33.1,2015
3870,Isulan,25.8,10.1,21.5,30.0,2015
3871,Itbayat,26.4,14.5,20.1,32.7,2015
3872,Itogon,6.3,20.1,4.2,8.4,2015
3873,Ivana,18.3,25.8,10.5,26.0,2015
3874,Ivisan,18.7,18.6,13.0,24.5,2015
3875,Jabonga,42.3,9.7,35.6,49.1,2015
3876,Jaen,17.0,14.2,13.0,21.0,2015
3877,Jagna,23.3,9.5,19.7,27.0,2015
3878,Jalajala,17.7,20.3,11.8,23.6,2015
3879,Jamindan,24.6,11.5,20.0,29.2,2015
3880,Janiuay,25.7,10.2,21.4,30.0,2015
3881,Jaro,41.5,6.6,37.0,46.0,2015
3882,Jasaan,30.0,12.6,23.8,36.2,2015
3883,Javier,36.9,9.1,31.3,42.4,2015
3884,Jiabong,44.0,9.8,36.9,51.1,2015
3885,Jimalalud,62.5,4.3,58.1,66.9,2015
3886,Jimenez,23.6,12.3,18.8,28.4,2015
3887,Jipapad,49.9,11.1,40.8,59.0,2015
3888,Jolo,40.7,22.3,25.8,55.6,2015
3889,Jomalig,45.5,17.4,32.5,58.5,2015
3890,Jones,14.7,11.4,11.9,17.5,2015
3891,Jordan,19.3,20.1,12.9,25.7,2015
3892,Jose Abad Santos,65.4,11.0,53.5,77.2,2015
3893,Jose Dalman,58.7,7.8,51.2,66.3,2015
3894,Josefina,41.2,10.8,33.8,48.5,2015
3895,Jose Panganiban,34.4,7.8,30.0,38.8,2015
3896,Jovellar,37.9,11.2,30.9,44.8,2015
3897,Juban,40.2,10.2,33.5,46.9,2015
3898,Julita,33.2,9.9,27.8,38.7,2015
3899,Kabacan,36.9,7.2,32.5,41.2,2015
3900,Kabankalan,25.8,13.1,20.2,31.4,2015
3901,Kabasalan,41.5,6.6,37.0,46.0,2015
3902,Kabayan,10.4,15.5,7.7,13.0,2015
3903,Kabugao,24.9,10.8,20.5,29.3,2015
3904,Kabuntalan,62.5,11.1,51.0,73.9,2015
3905,Kadingilan,57.5,8.1,49.8,65.2,2015
3906,Kalamansig,53.8,5.7,48.7,58.9,2015
3907,Kalawit,61.9,8.2,53.6,70.2,2015
3908,Kalayaan (LA),11.9,15.9,8.8,15.0,2015
3909,Kalayaan (PN),,,,,2015
3910,Kalibo,12.5,25.1,7.3,17.7,2015
3911,Kalilangan,52.1,9.7,43.8,60.4,2015
3912,Kalingalan Caluang,49.2,19.7,33.3,65.2,2015
3913,Kananga,34.6,10.4,28.6,40.5,2015
3914,Kapai,73.6,8.5,63.4,83.8,2015
3915,Kapalong,31.2,11.5,25.3,37.1,2015
3916,Kapangan,13.5,12.9,10.6,16.4,2015
3917,Kapatagan (LN),47.1,8.3,40.7,53.6,2015
3918,Kapatagan (LS),62.6,12.2,50.0,75.2,2015
3919,Kasibu,17.8,21.9,11.4,24.2,2015
3920,Katipunan,53.0,5.7,48.0,58.0,2015
3921,Kauswagan,37.5,9.4,31.7,43.2,2015
3922,Kawayan,35.5,11.4,28.8,42.1,2015
3923,Kawit,9.5,11.3,7.7,11.3,2015
3924,Kayapa,21.1,26.7,11.8,30.3,2015
3925,Kiamba,48.0,6.7,42.7,53.3,2015
3926,Kiangan,24.2,9.6,20.4,28.0,2015
3927,Kibawe,45.3,10.6,37.4,53.2,2015
3928,Kiblawan,29.2,13.4,22.8,35.6,2015
3929,Kibungan,18.5,14.4,14.1,22.9,2015
3930,Kidapawan,19.1,9.5,16.1,22.0,2015
3931,Kinoguitan,26.4,9.3,22.4,30.5,2015
3932,Kitaotao,65.5,7.7,57.2,73.8,2015
3933,Kitcharao,30.7,14.3,23.5,37.9,2015
3934,Kolambugan,28.7,8.1,24.9,32.5,2015
3935,Koronadal,22.4,9.3,19.0,25.8,2015
3936,Kumalarang,46.0,9.7,38.6,53.3,2015
3937,Laak,41.1,9.4,34.8,47.5,2015
3938,Labangan,33.6,8.4,29.0,38.3,2015
3939,Labason,43.7,7.9,38.0,49.4,2015
3940,Labo,39.4,6.3,35.4,43.5,2015
3941,Labrador,11.0,25.0,6.5,15.5,2015
3942,La Carlota,12.3,22.4,7.7,16.8,2015
3943,La Castellana,26.1,20.4,17.3,34.9,2015
3944,Lacub,27.1,14.6,20.6,33.7,2015
3945,Lagangilang,22.4,11.3,18.2,26.5,2015
3946,Lagawe,19.7,10.0,16.5,22.9,2015
3947,Lagayan,27.2,14.4,20.8,33.7,2015
3948,Lagonglong,32.5,18.2,22.7,42.2,2015
3949,Lagonoy,41.3,5.9,37.2,45.3,2015
3950,Laguindingan,36.4,12.1,29.2,43.7,2015
3951,Lake Sebu,64.0,4.9,58.9,69.1,2015
3952,Lakewood,51.0,9.7,42.8,59.1,2015
3953,Lala,42.0,13.5,32.7,51.3,2015
3954,La Libertad (NR),57.5,5.3,52.5,62.5,2015
3955,La Libertad (ZN),49.0,9.3,41.5,56.5,2015
3956,Lallo,11.1,13.9,8.6,13.6,2015
3957,Lambayong,43.0,5.7,38.9,47.0,2015
3958,Lambunao,26.3,9.0,22.4,30.2,2015
3959,Lamitan,37.6,15.9,27.7,47.4,2015
3960,Lamut,21.2,10.5,17.5,24.8,2015
3961,Langiden,17.4,21.0,11.4,23.4,2015
3962,Languyan,22.1,24.9,13.0,31.1,2015
3963,Lantapan,48.3,10.5,40.0,56.6,2015
3964,Lantawan,45.8,14.3,35.0,56.6,2015
3965,Lanuza,37.3,10.0,31.2,43.5,2015
3966,Laoac,10.7,16.6,7.8,13.6,2015
3967,Laoag,6.6,12.6,5.2,8.0,2015
3968,Laoang,46.0,6.7,40.9,51.0,2015
3969,La Paz (AA),19.3,12.6,15.3,23.3,2015
3970,La Paz (AS),58.4,8.5,50.3,66.6,2015
3971,La Paz (LE),39.3,8.2,34.0,44.6,2015
3972,La Paz (TC),16.6,14.0,12.8,20.4,2015
3973,Lapinig,48.5,10.5,40.2,56.9,2015
3974,Lapu Lapu,16.7,11.3,13.6,19.8,2015
3975,Lapuyan,53.1,8.4,45.8,60.4,2015
3976,Larena,17.1,10.6,14.2,20.1,2015
3977,Lasam,12.2,14.2,9.3,15.0,2015
3978,Las Navas,62.3,6.1,56.0,68.6,2015
3979,Las Nieves,46.2,8.5,39.8,52.7,2015
3980,Las Pinas,2.9,21.2,1.9,3.9,2015
3981,La Trinidad,2.1,18.9,1.4,2.7,2015
3982,Laua-An,24.1,13.0,18.9,29.2,2015
3983,Laur,21.0,12.3,16.7,25.3,2015
3984,Laurel,25.7,10.0,21.5,29.9,2015
3985,Lavezares,44.3,8.9,37.8,50.8,2015
3986,Lawaan,38.7,10.2,32.2,45.2,2015
3987,Lazi,35.8,7.2,31.5,40.0,2015
3988,Lebak,51.7,4.7,47.7,55.6,2015
3989,Leganes,16.4,16.6,11.9,20.8,2015
3990,Legazpi,18.0,10.2,15.0,21.0,2015
3991,Lemery (BS),11.1,9.2,9.4,12.8,2015
3992,Lemery (IO),24.0,13.5,18.7,29.3,2015
3993,Leon,23.7,9.3,20.1,27.3,2015
3994,Leyte,47.1,7.8,41.1,53.1,2015
3995,Lezo,18.0,19.0,12.4,23.6,2015
3996,Lian,13.3,20.9,8.7,17.8,2015
3997,Lianga,38.7,9.7,32.5,44.9,2015
3998,Libacao,30.1,12.6,23.9,36.4,2015
3999,Libagon,42.2,9.2,35.9,48.6,2015
4000,Libertad (AE),20.9,19.0,14.4,27.4,2015
4001,Libertad (MO),46.5,9.3,39.4,53.6,2015
4002,Libjo,43.6,9.0,37.1,50.0,2015
4003,Libmanan,41.3,5.1,37.8,44.8,2015
4004,Libon,36.0,8.6,30.9,41.1,2015
4005,Libona,37.4,11.2,30.5,44.3,2015
4006,Libungan,37.1,7.5,32.6,41.7,2015
4007,Licab,18.6,17.1,13.4,23.9,2015
4008,Licuan-Baay,27.7,9.3,23.5,31.9,2015
4009,Lidlidda,11.1,21.6,7.1,15.0,2015
4010,Ligao,27.8,8.9,23.7,31.9,2015
4011,Lila,26.3,13.7,20.4,32.3,2015
4012,Liliw,3.9,22.7,2.5,5.4,2015
4013,Liloan (CU),14.7,17.7,10.4,18.9,2015
4014,Liloan (SL),44.4,8.2,38.4,50.4,2015
4015,Liloy,38.2,7.1,33.7,42.7,2015
4016,Limasawa,38.3,13.5,29.8,46.8,2015
4017,Limay,10.8,20.7,7.1,14.4,2015
4018,Linamon,30.0,12.8,23.7,36.3,2015
4019,Linapacan,37.7,11.7,30.5,45.0,2015
4020,Lingayen,10.6,12.9,8.4,12.9,2015
4021,Lingig,45.3,7.9,39.4,51.1,2015
4022,Lipa,4.2,13.6,3.3,5.1,2015
4023,Llanera,13.0,13.0,10.2,15.7,2015
4024,Llorente,42.8,7.2,37.8,47.9,2015
4025,Loay,19.8,12.4,15.8,23.8,2015
4026,Lobo,21.5,9.9,18.0,25.0,2015
4027,Loboc,17.0,15.7,12.6,21.3,2015
4028,Looc (OM),23.1,19.4,15.7,30.5,2015
4029,Looc (RN),24.7,15.7,18.3,31.1,2015
4030,Loon,21.4,9.0,18.2,24.6,2015
4031,Lope De Vega,56.9,8.8,48.7,65.0,2015
4032,Lopez,22.4,12.3,17.9,26.9,2015
4033,Lopez Jaena,39.6,9.9,33.2,46.1,2015
4034,Loreto (AS),49.0,7.6,42.9,55.1,2015
4035,Loreto (DI),36.6,12.8,28.9,44.4,2015
4036,Los Banos,2.1,30.8,1.1,3.2,2015
4037,Luba,18.4,15.9,13.6,23.2,2015
4038,Lubang,14.8,21.1,9.7,20.0,2015
4039,Lubao,8.9,13.4,6.9,10.8,2015
4040,Lubuagan,26.6,9.8,22.3,30.9,2015
4041,Lucban,3.8,21.5,2.4,5.1,2015
4042,Lucena,5.9,19.4,4.0,7.8,2015
4043,Lugait,19.3,10.4,16.0,22.6,2015
4044,Lugus,52.9,16.5,38.5,67.3,2015
4045,Luisiana,8.6,25.2,5.0,12.1,2015
4046,Lumba-Bayabao,65.1,7.9,56.7,73.6,2015
4047,Lumbaca-Unayan,68.7,11.2,56.1,81.4,2015
4048,Lumban,7.9,24.3,4.7,11.0,2015
4049,Lumbatan,65.8,10.8,54.1,77.5,2015
4050,Lumbayanague,65.4,10.6,54.0,76.8,2015
4051,Luna (AO),17.4,9.8,14.6,20.2,2015
4052,Luna (IA),8.7,16.8,6.3,11.2,2015
4053,Luna (LU),6.0,19.7,4.0,7.9,2015
4054,Lupao,20.4,13.0,16.0,24.7,2015
4055,Lupi,44.4,5.9,40.1,48.7,2015
4056,Lupon,24.7,13.2,19.4,30.1,2015
4057,Lutayan,54.0,7.0,47.8,60.3,2015
4058,Luuk,51.9,19.6,35.1,68.7,2015
4059,Maasim,48.2,6.4,43.1,53.2,2015
4060,Maasin (IO),28.4,9.9,23.8,33.0,2015
4061,Maasin (SL),33.0,7.4,29.0,37.0,2015
4062,Ma-Ayon,24.2,13.3,18.9,29.5,2015
4063,Mabalacat,8.0,19.0,5.5,10.5,2015
4064,Mabinay,52.7,5.6,47.9,57.5,2015
4065,Mabini (BS),7.3,11.0,6.0,8.6,2015
4066,Mabini (BL),34.1,8.0,29.6,38.6,2015
4067,Mabini (CV),29.5,15.7,21.9,37.1,2015
4068,Mabini (PS),14.9,16.3,10.9,18.9,2015
4069,Mabitac,16.9,19.9,11.4,22.5,2015
4070,Mabuhay,59.1,7.2,52.2,66.1,2015
4071,Macabebe,11.3,16.8,8.2,14.4,2015
4072,Macalelon,28.9,12.5,23.0,34.8,2015
4073,Macarthur,36.3,8.3,31.4,41.3,2015
4074,Maco,23.3,10.6,19.2,27.3,2015
4075,Maconacon,20.9,19.2,14.3,27.5,2015
4076,Macrohon,37.3,9.5,31.5,43.1,2015
4077,Madalag,28.8,14.8,21.7,35.8,2015
4078,Madalum,64.5,8.5,55.4,73.5,2015
4079,Madamba,70.0,8.3,60.4,79.6,2015
4080,Maddela,11.0,14.9,8.3,13.7,2015
4081,Madrid,30.5,11.2,24.9,36.1,2015
4082,Madridejos,28.1,12.0,22.5,33.6,2015
4083,Magalang,9.7,15.1,7.3,12.1,2015
4084,Magallanes (AN),30.8,13.6,23.9,37.7,2015
4085,Magallanes (CE),17.2,17.7,12.2,22.2,2015
4086,Magallanes (SO),45.0,8.3,38.9,51.2,2015
4087,Magarao,32.9,9.1,28.0,37.8,2015
4088,Magdalena,16.4,8.9,14.0,18.8,2015
4089,Magdiwang,35.3,13.7,27.3,43.3,2015
4090,Magpet,42.2,4.6,39.0,45.4,2015
4091,Magsaysay (DS),27.6,13.6,21.4,33.7,2015
4092,Magsaysay (LN),57.1,8.5,49.1,65.1,2015
4093,Magsaysay (MO),50.9,9.0,43.4,58.4,2015
4094,Magsaysay (OM),41.4,11.3,33.7,49.0,2015
4095,Magsaysay (PN),17.3,22.0,11.0,23.5,2015
4096,Magsingal,10.9,17.2,7.8,13.9,2015
4097,Maguing,64.5,10.0,53.9,75.2,2015
4098,Mahaplag,37.9,9.4,32.0,43.7,2015
4099,Mahatao,18.0,24.4,10.7,25.2,2015
4100,Mahayag,40.6,7.5,35.6,45.7,2015
4101,Mahinog,37.0,10.2,30.7,43.2,2015
4102,Maigo,33.4,13.1,26.2,40.6,2015
4103,Maimbung,51.2,19.1,35.1,67.2,2015
4104,Mainit,39.1,8.6,33.6,44.6,2015
4105,Maitum,47.7,5.5,43.4,51.9,2015
4106,Majayjay,8.4,17.3,6.0,10.8,2015
4107,Makati,1.9,19.9,1.3,2.5,2015
4108,Makato,20.1,17.0,14.5,25.7,2015
4109,Makilala,32.2,6.7,28.6,35.7,2015
4110,Malabang,61.6,9.3,52.2,71.0,2015
4111,Malabon,4.5,21.7,2.9,6.1,2015
4112,Malabuyoc,44.3,8.7,37.9,50.6,2015
4113,Malalag,17.3,19.9,11.6,22.9,2015
4114,Malangas,36.4,9.0,31.0,41.7,2015
4115,Malapatan,60.9,6.2,54.7,67.1,2015
4116,Malasiqui,12.3,10.0,10.2,14.3,2015
4117,Malay,17.3,28.6,9.1,25.4,2015
4118,Malaybalay,36.5,9.9,30.5,42.4,2015
4119,Malibcong,44.5,10.4,36.9,52.0,2015
4120,Malilipot,20.3,14.8,15.4,25.3,2015
4121,Malimono,42.9,11.2,34.9,50.8,2015
4122,Malinao (AK),22.2,14.4,16.9,27.4,2015
4123,Malinao (AY),27.5,9.8,23.1,32.0,2015
4124,Malita,57.3,12.9,45.2,69.4,2015
4125,Malitbog (BK),65.7,8.8,56.2,75.2,2015
4126,Malitbog (SL),46.2,5.8,41.8,50.5,2015
4127,Mallig,13.3,17.8,9.4,17.2,2015
4128,Malolos,4.6,16.5,3.3,5.9,2015
4129,Malungon,48.3,4.8,44.5,52.1,2015
4130,Maluso,48.7,17.2,34.9,62.5,2015
4131,Malvar,4.3,27.7,2.3,6.2,2015
4132,Mamasapano,59.8,17.9,42.2,77.4,2015
4133,Mambajao,30.3,12.9,23.8,36.7,2015
4134,Mamburao,21.1,17.0,15.2,27.0,2015
4135,Mambusao,15.6,17.9,11.0,20.2,2015
4136,Manabo,15.7,16.7,11.4,20.0,2015
4137,Manaoag,11.6,13.7,9.0,14.2,2015
4138,Manapla,21.9,21.1,14.3,29.4,2015
4139,Manay,35.2,14.5,26.8,43.6,2015
4140,Mandaluyong,2.4,19.5,1.6,3.2,2015
4141,Mandaon,41.4,7.8,36.1,46.7,2015
4142,Mandaue,11.3,15.2,8.5,14.2,2015
4143,Mangaldan,11.5,13.1,9.0,13.9,2015
4144,Mangatarem,14.7,9.5,12.4,17.0,2015
4145,Mangudadatu,63.7,14.7,48.3,79.1,2015
4146,Manila,,,,,2015
4147,Manito,34.3,12.1,27.5,41.2,2015
4148,Manjuyod,41.1,7.3,36.1,46.0,2015
4149,Mankayan,9.3,18.1,6.6,12.1,2015
4150,Manolo Fortich,35.7,8.4,30.8,40.7,2015
4151,Mansalay,31.8,12.4,25.3,38.3,2015
4152,Manticao,30.1,14.4,23.0,37.2,2015
4153,Manukan,53.4,6.9,47.4,59.4,2015
4154,Mapanas,52.8,10.3,43.9,61.7,2015
4155,Mapandan,11.4,19.0,7.8,14.9,2015
4156,Mapun,27.6,28.9,14.5,40.8,2015
4157,Marabut,37.4,10.4,31.0,43.7,2015
4158,Maragondon,13.8,9.3,11.7,15.9,2015
4159,Maragusan,27.6,13.7,21.4,33.8,2015
4160,Maramag,36.5,12.0,29.3,43.6,2015
4161,Marantao,61.1,9.0,52.1,70.1,2015
4162,Marawi,54.6,8.2,47.3,62.0,2015
4163,Marcos,9.8,23.7,6.0,13.6,2015
4164,Margosatubig,31.1,14.3,23.8,38.4,2015
4165,Maria,37.7,8.4,32.4,42.9,2015
4166,Maria Aurora,10.7,14.9,8.1,13.3,2015
4167,Maribojoc,14.6,16.9,10.5,18.7,2015
4168,Marihatag,45.6,8.9,39.0,52.3,2015
4169,Marikina,2.6,23.0,1.6,3.5,2015
4170,Marilao,5.1,32.3,2.4,7.8,2015
4171,Maripipi,31.4,13.5,24.4,38.4,2015
4172,Mariveles,10.5,15.2,7.8,13.1,2015
4173,Marogong,72.5,9.5,61.2,83.9,2015
