PCODE,Region,Province,Municipality_City,Prelim_2012,Pov_2012,SE_2012,CoV_2012,Con_90lower_2012,Con_90upper_2012,Pov_2009,SE_2009,CoV_2009,Pov_2006,SE_2006,CoV_2006
PH074617000,Region VII,Negros Oriental,San Jose,FALSE,28.76,3.23,11.23087622,23.44665,34.07335,28.7,4.4,15.3,26.2,3.5,13.2
PH074618000,Region VII,Negros Oriental,Santa Catalina,FALSE,43.05,3.21,7.456445993,37.76955,48.33045,39.5,3.6,9.1,53.0,4.4,8.2
PH074619000,Region VII,Negros Oriental,Siaton,FALSE,45.89,2.96,6.450207017,41.0208,50.7592,48.5,3.6,7.5,49.6,4.4,8.8
PH074620000,Region VII,Negros Oriental,Sibulan,FALSE,14.68,2,13.6239782,11.39,17.97,17.4,2.5,14.6,21.1,3.4,15.9
PH074621000,Region VII,Negros Oriental,Tanjay City,FALSE,22.72,2.34,10.29929577,18.8707,26.5693,27.1,3.1,11.4,29.2,3.4,11.6
PH074622000,Region VII,Negros Oriental,Tayasan,FALSE,41.23,2.77,6.718408926,36.67335,45.78665,48.5,3.5,7.2,57.4,4.2,7.2
PH074623000,Region VII,Negros Oriental,Valencia,FALSE,20.54,2.32,11.29503408,16.7236,24.3564,27.3,2.5,9.2,36.0,3.3,9.2
PH074624000,Region VII,Negros Oriental,Vallehermoso,FALSE,38.04,4.03,10.59411146,31.41065,44.66935,47.2,5.1,10.7,43.8,5.8,13.1
PH074625000,Region VII,Negros Oriental,Zamboanguita,FALSE,32.19,3.75,11.64958062,26.02125,38.35875,39.1,5.0,12.7,38.9,5.0,12.8
PH076101000,Region VII,Siquijor,Enrique Villanueva,FALSE,19.77,3.12,15.7814871,14.6376,24.9024,28.2,4.0,14.0,29.8,3.8,12.8
PH076102000,Region VII,Siquijor,Larena,FALSE,7.81,1.36,17.41357234,5.5728,10.0472,21.0,2.6,12.3,21.0,3.0,14.4
PH076103000,Region VII,Siquijor,Lazi,FALSE,28.63,2.94,10.26894866,23.7937,33.4663,39.5,3.5,8.8,40.1,4.7,11.7
PH076104000,Region VII,Siquijor,Maria,FALSE,25.4,2.64,10.39370079,21.0572,29.7428,39.1,3.3,8.3,36.3,3.9,10.6
PH076105000,Region VII,Siquijor,San Juan,FALSE,31.39,3.42,10.89518955,25.7641,37.0159,42.9,4.0,9.3,39.5,4.9,12.5
PH076106000,Region VII,Siquijor,Siquijor,FALSE,18.6,1.97,10.59139785,15.35935,21.84065,27.0,2.4,8.7,28.9,2.7,9.4
PH082601000,Region VIII,Eastern Samar,Arteche,FALSE,59.2,3.75,6.334459459,53.03125,65.36875,55.8,4.5,8.1,48.7,4.1,8.5
PH082602000,Region VIII,Eastern Samar,Balangiga,FALSE,40.55,3.77,9.297163995,34.34835,46.75165,44.2,4.8,10.9,36.9,4.0,10.7
PH082603000,Region VIII,Eastern Samar,Balangkayan,FALSE,51.83,3.83,7.389542736,45.52965,58.13035,48.6,5.1,10.6,41.3,4.0,9.7
PH082604000,Region VIII,Eastern Samar,Borongan,FALSE,25.96,1.92,7.395993837,22.8016,29.1184,37.6,2.9,7.7,26.4,1.6,6.1
PH082605000,Region VIII,Eastern Samar,Can-avid,FALSE,44.74,2.39,5.341975861,40.80845,48.67155,50.0,3.8,7.5,44.3,2.9,6.5
PH082606000,Region VIII,Eastern Samar,Dolores,FALSE,49.3,2.53,5.131845842,45.13815,53.46185,50.2,3.8,7.5,44.0,2.9,6.6
PH082607000,Region VIII,Eastern Samar,General MacArthur,FALSE,53.86,3.1,5.75566283,48.7605,58.9595,48.8,4.2,8.6,47.3,2.8,6.0
PH082608000,Region VIII,Eastern Samar,Giporlos,FALSE,48.1,3.42,7.11018711,42.4741,53.7259,44.9,4.2,9.3,44.3,4.1,9.2
PH082609000,Region VIII,Eastern Samar,Guiuan,FALSE,36.51,2.04,5.587510271,33.1542,39.8658,42.0,3.7,8.9,35.1,2.4,6.7
PH082610000,Region VIII,Eastern Samar,Hernani,FALSE,52.66,3.76,7.140144322,46.4748,58.8452,48.7,4.8,9.9,42.3,4.2,10.0
PH082611000,Region VIII,Eastern Samar,Jipapad,FALSE,60.9,4.73,7.76683087,53.11915,68.68085,60.6,5.2,8.6,41.3,4.9,11.9
PH082612000,Region VIII,Eastern Samar,Lawaan,FALSE,33.1,3.27,9.879154079,27.72085,38.47915,45.7,5.0,10.9,34.0,4.0,11.7
PH082613000,Region VIII,Eastern Samar,Llorente,FALSE,47.4,2.7,5.696202532,42.9585,51.8415,47.2,3.5,7.4,41.3,2.6,6.2
PH082614000,Region VIII,Eastern Samar,Maslog,FALSE,60.46,5.65,9.345021502,51.16575,69.75425,60.2,5.8,9.6,57.8,6.0,10.3
PH082615000,Region VIII,Eastern Samar,Maydolong,FALSE,40.08,2.83,7.060878244,35.42465,44.73535,49.1,4.2,8.5,43.9,3.5,7.9
PH082616000,Region VIII,Eastern Samar,Mercedes,FALSE,44.92,3.14,6.990204809,39.7547,50.0853,39.6,4.1,10.3,44.3,4.7,10.7
PH082617000,Region VIII,Eastern Samar,Oras,FALSE,53.54,2.47,4.613373179,49.47685,57.60315,51.1,4.0,7.9,42.5,2.6,6.1
PH082618000,Region VIII,Eastern Samar,Quinapondon,FALSE,50.9,2.81,5.520628684,46.27755,55.52245,51.9,4.2,8.2,50.3,3.7,7.4
PH082619000,Region VIII,Eastern Samar,Salcedo,FALSE,43.93,2.58,5.87297974,39.6859,48.1741,45.8,3.9,8.5,40.1,2.7,6.8
PH082620000,Region VIII,Eastern Samar,San Julian,FALSE,43.5,3.57,8.206896552,37.62735,49.37265,45.2,4.4,9.8,32.4,3.4,10.4
PH082621000,Region VIII,Eastern Samar,San Policarpo,FALSE,52.44,3.3,6.292906178,47.0115,57.8685,46.4,4.6,10.0,38.2,3.6,9.4
PH082622000,Region VIII,Eastern Samar,Sulat,FALSE,36.49,3.17,8.687311592,31.27535,41.70465,42.0,4.7,11.1,28.9,2.9,10.0
PH082623000,Region VIII,Eastern Samar,Taft,FALSE,39.38,2.88,7.313357034,34.6424,44.1176,42.2,3.9,9.2,34.9,2.7,7.9
PH083701000,Region VIII,Leyte,Abuyog,FALSE,35.93,2.23,6.206512664,32.26165,39.59835,35.4,2.0,5.5,37.3,2.3,6.1
PH083702000,Region VIII,Leyte,Alangalang,FALSE,41.51,2.15,5.179474825,37.97325,45.04675,34.9,2.5,7.1,35.7,2.2,6.1
PH083703000,Region VIII,Leyte,Albuera,FALSE,38.91,3.53,9.072217939,33.10315,44.71685,33.6,3.6,10.7,28.9,2.9,10.2
PH083705000,Region VIII,Leyte,Babatngon,FALSE,44.1,2.76,6.258503401,39.5598,48.6402,38.6,3.1,8.0,38.6,2.9,7.6
PH083706000,Region VIII,Leyte,Barugo,FALSE,37.4,2.56,6.844919786,33.1888,41.6112,36.6,2.8,7.6,33.2,2.7,8.0
PH083707000,Region VIII,Leyte,Bato,FALSE,40,2.6,6.5,35.723,44.277,36.4,2.7,7.5,35.1,2.7,7.8
PH083708000,Region VIII,Leyte,Baybay,FALSE,27.71,2.05,7.398051245,24.33775,31.08225,31.0,1.7,5.4,29.5,1.6,5.5
PH083710000,Region VIII,Leyte,Burauen,FALSE,36.68,1.89,5.152671756,33.57095,39.78905,33.3,1.9,5.6,32.1,2.0,6.2
PH083713000,Region VIII,Leyte,Calubian,FALSE,46.24,2.25,4.865916955,42.53875,49.94125,36.2,2.4,6.7,34.0,2.1,6.2
PH083714000,Region VIII,Leyte,Capoocan,FALSE,44.4,3.4,7.657657658,38.807,49.993,39.8,3.6,9.0,38.1,3.3,8.6
PH083715000,Region VIII,Leyte,Carigara,FALSE,34.74,2.26,6.5054692,31.0223,38.4577,32.1,2.2,6.9,31.4,1.9,6.1
PH083717000,Region VIII,Leyte,Dagami,FALSE,46.17,2.34,5.068226121,42.3207,50.0193,35.0,2.0,5.8,30.6,2.5,8.3
PH083718000,Region VIII,Leyte,Dulag,FALSE,33.57,2.21,6.583258862,29.93455,37.20545,33.6,2.3,6.9,32.2,2.3,7.0
PH083719000,Region VIII,Leyte,Hilongos,FALSE,37.43,2.46,6.572268234,33.3833,41.4767,30.6,2.1,6.9,29.6,2.0,6.7
PH083720000,Region VIII,Leyte,Hindang,FALSE,32.5,3,9.230769231,27.565,37.435,32.1,3.1,9.8,24.1,2.7,11.1
PH083721000,Region VIII,Leyte,Inopacan,FALSE,32.77,2.9,8.849557522,27.9995,37.5405,30.7,3.3,10.8,30.1,3.1,10.3
PH083722000,Region VIII,Leyte,Isabel,FALSE,23.87,2.32,9.719312945,20.0536,27.6864,23.7,2.4,10.1,18.4,2.3,12.6
PH083723000,Region VIII,Leyte,Jaro,FALSE,44.99,2.58,5.734607691,40.7459,49.2341,37.4,2.6,6.9,35.1,2.3,6.6
PH083724000,Region VIII,Leyte,Javier (Bugho),FALSE,41.32,2.59,6.268151016,37.05945,45.58055,36.7,2.7,7.4,38.0,3.0,7.8
PH083725000,Region VIII,Leyte,Julita,FALSE,36.78,2.8,7.612833061,32.174,41.386,33.3,2.9,8.6,29.9,2.8,9.2
PH083726000,Region VIII,Leyte,Kananga,FALSE,40.22,3.02,7.508702138,35.2521,45.1879,40.6,3.8,9.4,37.8,3.3,8.8
PH083728000,Region VIII,Leyte,Lapaz,FALSE,45.38,2.48,5.464962539,41.3004,49.4596,35.8,2.7,7.5,29.1,2.5,8.5
PH083729000,Region VIII,Leyte,Leyte,FALSE,53.59,2.99,5.579399142,48.67145,58.50855,46.7,3.5,7.4,47.8,3.3,7.0
PH083730000,Region VIII,Leyte,MacArthur,FALSE,42.48,2.78,6.544256121,37.9069,47.0531,36.6,3.0,8.1,34.2,2.9,8.4
PH083731000,Region VIII,Leyte,Mahaplag,FALSE,39.7,2.9,7.304785894,34.9295,44.4705,41.2,3.6,8.6,41.8,3.4,8.1
PH083733000,Region VIII,Leyte,Matag-ob,FALSE,49.59,3.5,7.057874571,43.8325,55.3475,35.7,3.4,9.4,37.5,3.7,9.9
PH083734000,Region VIII,Leyte,Matalom,FALSE,41.25,2.75,6.666666667,36.72625,45.77375,34.7,2.7,7.6,33.0,2.7,8.1
PH083735000,Region VIII,Leyte,Mayorga,FALSE,31.54,3.53,11.19213697,25.73315,37.34685,36.4,3.1,8.4,31.9,3.2,10.0
PH083736000,Region VIII,Leyte,Merida,FALSE,38.69,3.12,8.06409925,33.5576,43.8224,32.0,3.2,10.0,28.3,2.9,10.3
PH083738000,Region VIII,Leyte,Ormoc City,FALSE,25.69,1.78,6.928766057,22.7619,28.6181,28.3,1.8,6.5,25.5,1.6,6.3
PH083739000,Region VIII,Leyte,Palo,FALSE,17.9,1.76,9.832402235,15.0048,20.7952,24.6,1.8,7.4,19.5,2.1,10.7
PH083740000,Region VIII,Leyte,Palompon,FALSE,27.73,1.63,5.87811035,25.04865,30.41135,30.3,2.0,6.5,30.1,2.0,6.5
PH083741000,Region VIII,Leyte,Pastrana,FALSE,49.5,3.44,6.949494949,43.8412,55.1588,35.9,2.9,8.0,41.6,3.0,7.3
PH083742000,Region VIII,Leyte,San Isidro,FALSE,47.12,3.51,7.449066214,41.34605,52.89395,41.2,3.6,8.6,37.4,3.5,9.4
PH083743000,Region VIII,Leyte,San Miguel,FALSE,46.36,3.41,7.355478861,40.75055,51.96945,35.9,3.2,9.0,39.2,3.3,8.4
PH083744000,Region VIII,Leyte,Santa Fe,FALSE,43.87,2.98,6.7927969,38.9679,48.7721,31.4,3.9,12.3,33.2,3.4,10.2
PH083745000,Region VIII,Leyte,Tabango,FALSE,46.34,3.83,8.264997842,40.03965,52.64035,40.8,4.4,10.7,37.7,3.7,9.7
PH083746000,Region VIII,Leyte,Tabontabon,FALSE,45.42,3.56,7.837956847,39.5638,51.2762,36.8,3.4,9.2,34.4,4.1,11.9
PH083747000,Region VIII,Leyte,Tacloban City,FALSE,9.75,1.57,16.1025641,7.16735,12.33265,20.5,1.5,7.1,10.9,1.5,13.8
PH083748000,Region VIII,Leyte,Tanauan,FALSE,28.88,1.96,6.786703601,25.6558,32.1042,27.0,2.3,8.5,25.1,2.0,8.1
PH083749000,Region VIII,Leyte,Tolosa,FALSE,20.65,3.18,15.39951574,15.4189,25.8811,24.4,2.8,11.4,18.2,2.5,13.8
PH083750000,Region VIII,Leyte,Tunga,FALSE,22.77,3.53,15.50285463,16.96315,28.57685,23.1,3.5,15.3,21.2,3.1,14.5
PH083751000,Region VIII,Leyte,Villaba,FALSE,44.76,2.66,5.942806077,40.3843,49.1357,35.4,2.4,6.9,36.5,2.9,7.8
PH084801000,Region VIII,Northern Samar,Allen,FALSE,35.07,2.49,7.100085543,30.97395,39.16605,31.5,2.6,8.3,21.4,2.7,12.6
PH084802000,Region VIII,Northern Samar,Biri,FALSE,55.36,5.47,9.880780347,46.36185,64.35815,50.7,4.6,9.1,39.4,5.0,12.6
PH084803000,Region VIII,Northern Samar,Bobon,FALSE,40.12,3.13,7.801595214,34.97115,45.26885,45.9,3.3,7.1,34.2,3.3,9.5
PH084804000,Region VIII,Northern Samar,Capul,FALSE,45.23,3.69,8.158302012,39.15995,51.30005,41.6,4.6,11.1,38.5,4.2,10.8
PH084805000,Region VIII,Northern Samar,Catarman,FALSE,34.83,2.03,5.828308929,31.49065,38.16935,43.4,2.5,5.8,29.8,2.2,7.4
PH084806000,Region VIII,Northern Samar,Catubig,FALSE,54.2,2.4,4.42804428,50.252,58.148,52.8,3.0,5.6,47.1,2.9,6.2
PH084807000,Region VIII,Northern Samar,Gamay,FALSE,51.41,3.05,5.932697919,46.39275,56.42725,48.7,3.4,6.9,40.4,3.1,7.6
PH084808000,Region VIII,Northern Samar,Laoang,FALSE,51.69,2.38,4.604372219,47.7749,55.6051,47.6,2.8,5.8,39.5,2.2,5.4
PH084809000,Region VIII,Northern Samar,Lapinig,FALSE,55.38,3.8,6.861682918,49.129,61.631,51.9,4.5,8.7,54.4,4.5,8.2
PH084810000,Region VIII,Northern Samar,Las Navas,FALSE,57.49,3.18,5.531396765,52.2589,62.7211,57.1,3.2,5.6,58.8,3.6,6.2
PH084811000,Region VIII,Northern Samar,Lavezares,FALSE,48.58,2.84,5.846027172,43.9082,53.2518,45.6,3.6,7.8,51.1,3.9,7.6
PH084812000,Region VIII,Northern Samar,Mapanas,FALSE,53.25,4.44,8.338028169,45.9462,60.5538,58.4,5.1,8.8,54.8,4.4,8.0
PH084813000,Region VIII,Northern Samar,Mondragon,FALSE,53.63,3.46,6.451612903,47.9383,59.3217,52.2,3.6,6.8,42.6,3.6,8.6
PH084814000,Region VIII,Northern Samar,Palapag,FALSE,51.71,2.71,5.240765809,47.25205,56.16795,52.1,2.8,5.3,50.4,3.3,6.6
PH084815000,Region VIII,Northern Samar,Pambujan,FALSE,55.46,3.1,5.589614136,50.3605,60.5595,51.6,3.6,7.0,47.3,3.7,7.8
PH084816000,Region VIII,Northern Samar,Rosario,FALSE,43.46,3.63,8.352508053,37.48865,49.43135,41.6,3.9,9.4,39.3,3.9,10.0
PH084817000,Region VIII,Northern Samar,San Antonio,FALSE,36.56,3.87,10.58533917,30.19385,42.92615,32.5,4.1,12.6,28.3,4.2,14.9
PH084818000,Region VIII,Northern Samar,San Isidro,FALSE,40.91,3.14,7.675384991,35.7447,46.0753,43.6,3.9,8.9,35.0,3.5,9.9
PH084819000,Region VIII,Northern Samar,San Jose,FALSE,48.09,3.91,8.13058848,41.65805,54.52195,46.1,3.4,7.3,32.2,3.4,10.6
PH084820000,Region VIII,Northern Samar,San Roque,FALSE,51.01,3.24,6.351695746,45.6802,56.3398,52.7,4.0,7.6,49.3,3.9,7.9
PH084821000,Region VIII,Northern Samar,San Vicente,FALSE,45.68,4.51,9.873029772,38.26105,53.09895,43.5,4.7,10.8,30.1,4.6,15.1
PH084822000,Region VIII,Northern Samar,Silvino Lobos,FALSE,71.58,3.4,4.749930148,65.987,77.173,64.8,3.8,5.9,59.8,4.4,7.3
PH084823000,Region VIII,Northern Samar,Victoria,FALSE,40.86,3.5,8.565834557,35.1025,46.6175,37.7,3.7,9.8,34.7,3.4,9.9
PH084824000,Region VIII,Northern Samar,Lope De Vega,FALSE,63.3,4.49,7.093206951,55.91395,70.68605,58.2,4.7,8.0,52.5,4.0,7.7
PH086001000,Region VIII,Samar (Western),Almagro,FALSE,48.05,3.27,6.80541103,42.67085,53.42915,39.5,3.4,8.7,28.5,2.8,9.7
PH086002000,Region VIII,Samar (Western),Basey,FALSE,34.79,2.21,6.352400115,31.15455,38.42545,39.1,2.6,6.7,30.9,2.4,7.9
PH086003000,Region VIII,Samar (Western),Calbayog City,FALSE,24.85,1.57,6.317907445,22.26735,27.43265,38.7,1.9,4.9,28.8,2.0,7.0
PH086004000,Region VIII,Samar (Western),Calbiga,FALSE,37.42,2.83,7.562800641,32.76465,42.07535,39.0,3.0,7.6,40.0,3.5,8.6
PH086005000,Region VIII,Samar (Western),Catbalogan,FALSE,17.88,1.95,10.90604027,14.67225,21.08775,33.6,2.6,7.7,21.1,2.2,10.3
PH086006000,Region VIII,Samar (Western),Daram,FALSE,52.69,3.26,6.187132283,47.3273,58.0527,51.2,3.1,6.0,47.2,2.9,6.1
PH086007000,Region VIII,Samar (Western),Gandara,FALSE,46.44,2.45,5.275624462,42.40975,50.47025,43.8,2.2,5.0,37.9,2.7,7.0
PH086008000,Region VIII,Samar (Western),Hinabangan,FALSE,34.04,3.55,10.42890717,28.20025,39.87975,43.8,3.5,8.1,36.1,3.4,9.3
PH086009000,Region VIII,Samar (Western),Jiabong,FALSE,37.14,3.29,8.858373721,31.72795,42.55205,41.7,3.7,8.8,48.4,4.3,9.0
PH086010000,Region VIII,Samar (Western),Marabut,FALSE,37.17,2.83,7.613666936,32.51465,41.82535,44.4,3.2,7.3,35.0,2.9,8.2
PH086011000,Region VIII,Samar (Western),Matuguinao,FALSE,51.78,4.71,9.09617613,44.03205,59.52795,57.5,4.7,8.1,64.2,5.3,8.2
PH086012000,Region VIII,Samar (Western),Motiong,FALSE,42.02,3.61,8.591147073,36.08155,47.95845,45.9,3.9,8.6,60.6,5.4,9.0
PH086013000,Region VIII,Samar (Western),Pinabacdao,FALSE,46.97,3.34,7.110921865,41.4757,52.4643,45.0,3.2,7.0,39.1,3.3,8.3
PH086014000,Region VIII,Samar (Western),San Jose de Buan,FALSE,43.21,5.72,13.23767646,33.8006,52.6194,57.8,5.2,8.9,55.0,5.0,9.1
PH086015000,Region VIII,Samar (Western),San Sebastian,FALSE,40.75,3.77,9.251533742,34.54835,46.95165,43.0,3.7,8.6,49.0,4.8,9.8
PH086016000,Region VIII,Samar (Western),Santa Margarita,FALSE,33.14,3.2,9.656004828,27.876,38.404,40.7,3.5,8.6,36.1,2.8,7.6
PH086017000,Region VIII,Samar (Western),Santa Rita,FALSE,48.17,3.37,6.996055636,42.62635,53.71365,41.3,3.2,7.8,42.0,3.1,7.4
PH086018000,Region VIII,Samar (Western),Santo Nino,FALSE,40,4,10,33.42,46.58,45.3,4.7,10.4,38.6,4.1,10.7
PH086019000,Region VIII,Samar (Western),Talalora,FALSE,45.43,4.55,10.01540832,37.94525,52.91475,47.0,4.9,10.3,37.7,4.1,10.9
PH086020000,Region VIII,Samar (Western),Tarangnan,FALSE,47.49,3.11,6.548747105,42.37405,52.60595,46.3,3.2,6.9,44.9,3.4,7.5
PH086021000,Region VIII,Samar (Western),Villareal,FALSE,42.81,2.68,6.260219575,38.4014,47.2186,42.1,2.8,6.6,36.5,2.9,7.9
PH086022000,Region VIII,Samar (Western),Paranas (Wright),FALSE,31.78,2.36,7.426054122,27.8978,35.6622,42.5,2.9,6.9,38.3,2.6,6.8
PH086023000,Region VIII,Samar (Western),Zumurraga,FALSE,49.53,3.58,7.227942661,43.6409,55.4191,49.9,3.8,7.7,46.1,3.1,6.8
PH086024000,Region VIII,Samar (Western),Tagapul-an,FALSE,49.53,3.95,7.974964668,43.03225,56.02775,42.5,4.2,9.9,38.3,4.1,10.6
PH086025000,Region VIII,Samar (Western),San Jorge,FALSE,41.13,2.88,7.002188184,36.3924,45.8676,42.3,2.8,6.7,36.6,3.1,8.3
PH086026000,Region VIII,Samar (Western),Pagsanghan,FALSE,37.97,3.58,9.428496181,32.0809,43.8591,40.6,3.5,8.7,31.8,3.6,11.3
PH086401000,Region VIII,Southern Leyte,Anahawan,FALSE,39.12,3.69,9.432515337,33.04995,45.19005,29.7,3.7,12.5,22.4,3.2,14.1
PH086402000,Region VIII,Southern Leyte,Bontoc,FALSE,39.81,2.52,6.330067822,35.6646,43.9554,43.2,2.7,6.3,35.8,2.5,7.1
PH086403000,Region VIII,Southern Leyte,Hinunangan,FALSE,33.81,2.35,6.950606329,29.94425,37.67575,37.6,2.7,7.1,27.6,2.4,8.7
PH086404000,Region VIII,Southern Leyte,Hinundayan,FALSE,36.26,3.01,8.301158301,31.30855,41.21145,31.7,3.3,10.3,17.5,2.5,14.3
PH086405000,Region VIII,Southern Leyte,Libagon,FALSE,40.9,3.18,7.775061125,35.6689,46.1311,42.1,3.7,8.9,30.3,3.1,10.2
PH086406000,Region VIII,Southern Leyte,Liloan,FALSE,42.51,3.22,7.574688309,37.2131,47.8069,39.3,3.2,8.1,30.1,2.5,8.4
PH086407000,Region VIII,Southern Leyte,Maasin City,FALSE,29.38,2.41,8.202859088,25.41555,33.34445,31.4,2.0,6.3,23.9,1.9,8.1
PH086408000,Region VIII,Southern Leyte,Macrohon,FALSE,35.56,2.39,6.721034871,31.62845,39.49155,33.6,2.6,7.8,25.9,2.2,8.6
PH086409000,Region VIII,Southern Leyte,Malitbog,FALSE,45.04,2.18,4.840142096,41.4539,48.6261,40.6,2.9,7.2,25.4,2.4,9.3
PH086410000,Region VIII,Southern Leyte,Padre Burgos,FALSE,30.91,3.83,12.39081203,24.60965,37.21035,33.9,3.7,10.9,20.5,3.0,14.5
PH086411000,Region VIII,Southern Leyte,Pintuyan,FALSE,44.38,2.72,6.128886886,39.9056,48.8544,43.2,3.5,8.1,30.6,2.9,9.5
PH086412000,Region VIII,Southern Leyte,Saint Bernard,FALSE,39.49,2.66,6.735882502,35.1143,43.8657,42.7,3.0,6.9,34.0,2.6,7.6
PH086413000,Region VIII,Southern Leyte,San Francisco,FALSE,39.98,3.05,7.628814407,34.96275,44.99725,36.7,2.6,7.2,26.3,2.6,9.9
PH086414000,Region VIII,Southern Leyte,San Juan (Cabalian)),FALSE,35.88,2.69,7.497212932,31.45495,40.30505,33.6,3.0,9.0,22.8,3.0,12.9
PH086415000,Region VIII,Southern Leyte,San Ricardo,FALSE,45.98,3.82,8.307959983,39.6961,52.2639,42.5,3.4,8.0,27.6,3.7,13.4
PH086416000,Region VIII,Southern Leyte,Silago,FALSE,31.11,4.06,13.05046609,24.4313,37.7887,38.1,4.2,11.0,30.6,3.4,11.0
PH086417000,Region VIII,Southern Leyte,Sogod,FALSE,39.13,2.43,6.210069001,35.13265,43.12735,36.8,2.6,7.1,31.3,2.4,7.6
PH086418000,Region VIII,Southern Leyte,Tomas Oppus,FALSE,42.21,2.48,5.87538498,38.1304,46.2896,39.7,2.8,7.0,27.3,2.7,9.9
PH086419000,Region VIII,Southern Leyte,Limasawa,FALSE,48.54,5.13,10.56860321,40.10115,56.97885,37.3,4.9,13.1,25.1,4.1,16.4
PH087801000,Region VIII,Biliran,Almera,FALSE,25.09,3.17,12.63451574,19.87535,30.30465,26.8,3.5,13.0,20.5,3.2,15.8
PH087802000,Region VIII,Biliran,Biliran,FALSE,32.65,3.29,10.07656968,27.23795,38.06205,33.2,4.2,12.7,23.3,3.6,15.6
PH087803000,Region VIII,Biliran,Cabucgayab,FALSE,38.54,3.58,9.289050337,32.6509,44.4291,35.2,4.1,11.5,26.3,3.6,13.5
PH087804000,Region VIII,Biliran,Caibiran,FALSE,36.3,2.85,7.851239669,31.61175,40.98825,38.3,4.0,10.3,27.6,2.9,10.4
PH087805000,Region VIII,Biliran,Culaba,FALSE,31.72,3.34,10.5296343,26.2257,37.2143,35.5,3.5,9.9,27.4,3.4,12.6
PH087806000,Region VIII,Biliran,Kawayan,FALSE,31.99,3.07,9.596748984,26.93985,37.04015,33.5,3.5,10.4,24.2,3.4,13.9
PH087807000,Region VIII,Biliran,Maripipi,FALSE,41.75,3.53,8.45508982,35.94315,47.55685,28.0,3.5,12.5,20.1,2.7,13.3
PH087808000,Region VIII,Biliran,Naval,FALSE,21.73,2.22,10.21629084,18.0781,25.3819,27.8,2.4,8.6,19.9,2.5,12.6
PH097201000,Region IX,Zamboanga del Norte,Dapitan City,FALSE,38.29,1.72,4.492034474,35.4606,41.1194,40.0,4.5,11.3,46.7,5.3,11.3
PH097202000,Region IX,Zamboanga del Norte,Dipolog City,FALSE,40.33,1.41,3.496156707,38.01055,42.64945,26.8,5.2,19.5,33.0,5.5,16.7
PH097203000,Region IX,Zamboanga del Norte,Katipunan,FALSE,52.27,1.72,3.290606466,49.4406,55.0994,57.1,4.4,7.7,58.9,6.0,10.2
PH097204000,Region IX,Zamboanga del Norte,La Libertad,FALSE,47.91,4.68,9.768315592,40.2114,55.6086,45.0,7.5,16.7,43.0,7.2,16.7
PH097205000,Region IX,Zamboanga del Norte,Labason,FALSE,46.67,3.57,7.64945361,40.79735,52.54265,48.9,6.0,12.2,54.7,6.6,12.1
PH097206000,Region IX,Zamboanga del Norte,Liloy,FALSE,39.1,2.3,5.882352941,35.3165,42.8835,51.4,5.1,10.0,50.9,6.0,11.7
PH097207000,Region IX,Zamboanga del Norte,Manukan,FALSE,51.69,3.29,6.364867479,46.27795,57.10205,68.2,5.4,7.9,58.9,5.6,9.5
PH097208000,Region IX,Zamboanga del Norte,Mutia,FALSE,43.78,3.95,9.022384651,37.28225,50.27775,57.8,6.8,11.7,42.9,6.9,16.0
PH097209000,Region IX,Zamboanga del Norte,Pi–an,FALSE,40.2,3.24,8.059701493,34.8702,45.5298,55.5,5.4,9.7,45.8,5.9,12.8
PH097210000,Region IX,Zamboanga del Norte,Polanco,FALSE,36.76,2.84,7.725788901,32.0882,41.4318,47.3,5.1,10.7,47.1,6.0,12.6
PH097211000,Region IX,Zamboanga del Norte,Pres. Manuel A. Roxas,FALSE,51.26,2.93,5.715957862,46.44015,56.07985,66.3,4.7,7.1,59.6,4.9,8.3
PH097212000,Region IX,Zamboanga del Norte,Rizal,FALSE,33.36,3.17,9.502398082,28.14535,38.57465,37.3,5.4,14.5,47.0,6.4,13.7
PH097213000,Region IX,Zamboanga del Norte,Salug,FALSE,49.47,3.6,7.277137659,43.548,55.392,60.2,5.3,8.7,54.8,6.3,11.5
PH097214000,Region IX,Zamboanga del Norte,Sergio Osme–a Sr.,FALSE,59.93,3.61,6.02369431,53.99155,65.86845,65.8,5.6,8.4,59.3,5.5,9.2
PH097215000,Region IX,Zamboanga del Norte,Siayan,FALSE,70.54,3.33,4.720725829,65.06215,76.01785,79.9,4.5,5.7,72.3,6.5,9.0
PH097216000,Region IX,Zamboanga del Norte,Sibuco,FALSE,67.18,3.65,5.433164632,61.17575,73.18425,68.2,5.2,7.7,66.0,6.4,9.7
PH097217000,Region IX,Zamboanga del Norte,Sibutad,FALSE,40.02,3.71,9.270364818,33.91705,46.12295,54.1,5.9,10.9,33.0,9.7,29.5
PH097218000,Region IX,Zamboanga del Norte,Sindangan,FALSE,46.94,2.38,5.070302514,43.0249,50.8551,56.8,4.5,7.9,58.2,4.9,8.3
PH097219000,Region IX,Zamboanga del Norte,Siocon,FALSE,49.24,3.09,6.275385865,44.15695,54.32305,63.6,5.8,9.2,59.8,6.3,10.5
PH097220000,Region IX,Zamboanga del Norte,Sirawai,FALSE,41.5,4.44,10.69879518,34.1962,48.8038,61.7,6.2,10.1,65.5,7.1,10.8
